pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ant,hyper,part_of,random,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10
3,random,random,1,hyper,minor,coach,teach,False,['coach'],['teach'],1,1,0.12082157,0.0056431666,4.986012e-05,0.86228496,0.011200483,0.6681615,7,3,random,contrary,synonym,minor,part,/,author,non,and,or
4,syn,synonym,1,hyper,minor,coach,teacher,False,['coach'],['teacher'],1,1,0.4616654,0.0017982112,0.00027317798,7.906653e-05,0.53618413,1.0176402,7,2,synonym,contrary,minor,part,random,/,or,and,parent,substitute
3,random,random,3,random,random,coach,coat,True,['coach'],['coat'],1,1,1.4101068e-08,1.7242121e-07,1.5661064e-08,0.99999964,2.4403144e-07,1.0524145e-05,7,6,random,synonym,white,minor,red,##man,black,fancy,type,grey
3,random,random,3,random,random,coach,dog,True,['coach'],['dog'],1,1,0.09658083,0.0033482122,0.0007273275,0.8838097,0.015534037,0.61161816,7,8,random,contrary,synonym,minor,part,mean,bad,wild,or,and
3,random,random,3,random,random,coach,performance,True,['coach'],['performance'],1,1,1.9902657e-06,2.8878067e-05,2.4545209e-06,0.99996245,4.139139e-06,0.00064683997,7,5,random,minor,synonym,individual,part,contrary,specific,best,good,superior
3,random,random,3,random,random,coach,pit,True,['coach'],['pit'],1,1,5.7410057e-07,1.2816892e-09,5.7959904e-09,0.9999993,1.5867147e-07,1.6714695e-05,7,14,random,contrary,synonym,part,randomly,minor,wild,wrong,points,player
3,random,random,3,random,random,coach,rain,True,['coach'],['rain'],1,1,5.3214254e-08,1.0094661e-09,2.8764802e-09,1.0,2.6578558e-08,2.0664836e-06,7,4,random,contrary,synonym,part,minor,##card,randomly,wild,caution,player
3,random,random,3,random,random,coach,rear,True,['coach'],['rear'],1,1,7.130779e-05,6.7204644e-07,5.233701e-06,0.9998721,5.064964e-05,0.0019950692,7,11,random,contrary,synonym,part,-,direction,",",minor,from,:
3,random,random,3,random,random,coach,ride,True,['coach'],['ride'],1,1,0.00026538476,0.00032018716,5.079253e-06,0.9993339,7.525583e-05,0.008950206,7,16,random,minor,contrary,synonym,part,&,player,wild,author,stage
3,random,random,3,random,random,coach,side,True,['coach'],['side'],1,1,3.1487746e-06,1.733991e-07,4.230489e-06,0.9999913,1.3686061e-06,0.00017634682,7,14,random,part,contrary,synonym,wild,minor,public,representative,player,specific
1,hyper,minor,1,hyper,minor,dance,move,True,['dance'],['move'],1,1,4.5123935e-12,0.99999976,8.81151e-09,1.1953466e-11,2.4108724e-07,5.880395e-06,7,21,minor,synonym,major,small,background,part,dwarf,light,key,principal
3,random,random,3,random,random,dance,bring,True,['dance'],['bring'],1,1,6.546657e-07,1.2461272e-06,4.65713e-09,0.9999975,7.2171633e-07,5.652732e-05,7,11,random,minor,synonym,contrary,part,unexpected,randomly,common,quick,special
3,random,random,3,random,random,dance,human,True,['dance'],['human'],1,1,0.00013022182,0.35074812,0.25916815,0.38995194,1.5472912e-06,1.5665348,7,4,random,minor,part,non,small,all,-,little,contrary,unknown
3,random,random,3,random,random,dance,idea,True,['dance'],['idea'],1,1,1.3851133e-08,3.6609876e-07,2.1195487e-07,0.9999994,4.36486e-08,1.49873085e-05,7,5,random,minor,bad,part,wild,synonym,good,contrary,specific,simple
3,random,random,3,random,random,dance,idle,True,['dance'],['idle'],1,1,2.6702244e-07,7.843459e-09,8.6321915e-11,0.99999976,1.3006375e-09,6.427281e-06,7,10,random,contrary,minor,idle,randomly,synonym,wild,slow,stray,casual
3,random,random,3,random,random,dance,lens,True,['dance'],['lens'],1,1,7.8563184e-10,1.9128314e-11,7.807065e-11,1.0,1.5362682e-10,3.207239e-08,7,5,random,contrary,multiple,single,without,synonym,parallel,round,over,selective
3,random,random,3,random,random,dance,mark,True,['dance'],['mark'],1,1,1.34884806e-08,2.7662963e-05,1.1721617e-07,0.9999672,5.017265e-06,0.0005575371,7,30,random,minor,synonym,specific,code,part,short,common,off,pin
3,random,random,3,random,random,dance,transport,True,['dance'],['transport'],1,1,3.6187352e-08,5.8847878e-08,3.1991924e-08,0.99999964,3.4575442e-07,1.1041642e-05,7,11,random,synonym,minor,contrary,part,public,player,stage,character,specific
3,random,random,3,random,random,dance,unknown,True,['dance'],['unknown'],1,1,3.854886e-08,2.1518672e-07,3.6761696e-06,0.99999547,5.458565e-07,8.997444e-05,7,8,random,part,dates,synonym,date,minor,number,author,location,unknown
4,syn,synonym,0,ant,contrary,copy,original,False,['copy'],['original'],1,1,0.022061376,0.04463981,0.0015872151,3.528961e-07,0.93171126,0.4314662,8,6,synonym,minor,contrary,part,page,subspecies,version,label,not,edit
3,random,random,3,random,random,copy,busy,True,['copy'],['busy'],1,1,0.0006020937,5.967072e-06,7.936877e-09,0.99936193,2.9976709e-05,0.007915384,8,6,random,contrary,synonym,minor,is,not,computer,too,author,##cat
3,random,random,3,random,random,copy,cattle,True,['copy'],['cattle'],1,1,2.2552584e-08,1.4460533e-10,2.8072646e-09,1.0,6.851635e-09,8.431823e-07,8,1,random,wild,contrary,synonym,part,of,normal,stray,natural,randomly
3,random,random,3,random,random,copy,generous,True,['copy'],['generous'],1,1,8.320454e-08,2.5056968e-09,3.9491235e-10,0.9999999,1.3695926e-09,2.1671144e-06,8,3,random,contrary,minor,least,synonym,randomly,author,part,unknown,more
3,random,random,3,random,random,copy,hand,True,['copy'],['hand'],1,1,5.1976656e-07,3.225867e-05,8.422258e-06,0.99995875,9.624264e-10,0.0006935731,8,16,random,second,first,third,minor,free,one,off,by,part
3,random,random,3,random,random,copy,join,True,['copy'],['join'],1,1,0.20873383,0.3802509,4.314228e-06,0.39117217,0.019838797,1.644206,8,7,random,minor,contrary,synonym,another,author,minors,and,multiple,code
3,random,random,3,random,random,copy,joint,True,['copy'],['joint'],1,1,0.0020734817,1.4809843e-05,1.0547475e-06,0.996485,0.0014255819,0.03728076,8,13,random,contrary,synonym,minor,part,/,or,code,&,and
3,random,random,3,random,random,copy,nose,True,['copy'],['nose'],1,1,2.0343216e-09,3.6068803e-10,1.1516085e-10,1.0,1.6437894e-10,7.919562e-08,8,14,random,contrary,wild,short,minor,code,wrong,synonym,bad,long
3,random,random,3,random,random,copy,rent,True,['copy'],['rent'],1,1,2.239775e-05,7.720549e-06,1.994537e-06,0.9999528,1.5005779e-05,0.00082331867,8,9,random,contrary,synonym,minor,part,low,zero,no,set,advance
3,random,random,3,random,random,copy,south,True,['copy'],['south'],1,1,1.0903897e-06,7.703958e-10,6.694719e-10,0.9999989,1.0390862e-09,2.3219623e-05,8,7,random,contrary,wild,randomly,bad,south,wrong,further,down,from
1,hyper,minor,1,hyper,minor,dollar,coin,True,['dollar'],['coin'],1,1,0.0043151574,0.62407416,0.006800457,6.917752e-07,0.3648095,1.0381011,4,3,minor,synonym,part,contrary,subspecies,small,whole,side,other,opposite
1,hyper,minor,1,hyper,minor,dollar,money,True,['dollar'],['money'],1,1,8.058937e-10,0.99991083,1.771485e-05,1.9345321e-10,7.149714e-05,0.0013929323,4,3,minor,synonym,part,lesser,minors,small,family,subsidiary,major,other
3,random,random,3,random,random,dollar,air,True,['dollar'],['air'],1,1,6.6610245e-10,1.00863026e-10,1.1368587e-08,1.0,1.6285168e-10,3.2897097e-07,4,15,random,part,free,dollar,average,blank,contrary,wild,randomly,player
3,random,random,3,random,random,dollar,build,True,['dollar'],['build'],1,1,1.204636e-09,3.0505949e-09,3.3099243e-09,1.0,2.7989575e-08,9.175038e-07,4,12,random,synonym,part,minor,contrary,randomly,player,quick,multiple,average
3,random,random,3,random,random,dollar,communism,True,['dollar'],['communism'],1,1,1.4652882e-07,1.94222e-08,7.09572e-06,0.9999926,8.766926e-08,0.00013773987,4,2,random,part,contrary,synonym,minor,reverse,spread,label,mistake,count
3,random,random,3,random,random,dollar,dictionary,True,['dollar'],['dictionary'],1,1,8.1118756e-10,2.8999242e-10,2.2486567e-08,1.0,5.2540248e-08,1.8755154e-06,4,1,random,synonym,part,##verse,randomly,street,dollar,##card,chance,sum
3,random,random,3,random,random,dollar,enjoy,True,['dollar'],['enjoy'],1,1,5.1244992e-08,4.449025e-08,6.5921437e-09,0.9999999,1.173728e-07,5.380928e-06,4,5,random,synonym,contrary,minor,randomly,part,player,universe,total,least
3,random,random,3,random,random,dollar,event,True,['dollar'],['event'],1,1,9.659907e-10,2.760972e-06,1.2282875e-07,0.99999714,3.4909313e-08,5.8998205e-05,4,4,random,minor,part,synonym,coin,all,specific,player,side,multiple
3,random,random,3,random,random,dollar,illness,True,['dollar'],['illness'],1,1,3.1430564e-10,5.4931713e-09,1.6656588e-09,1.0,3.938884e-11,2.1058688e-07,4,1,random,minor,part,contrary,human,randomly,character,personal,side,unknown
3,random,random,3,random,random,dollar,player,True,['dollar'],['player'],1,1,2.1750683e-10,1.09894e-09,7.7102946e-08,0.9999999,3.3906453e-10,1.958183e-06,4,5,random,part,average,randomly,card,the,per,sum,minor,every
0,ant,contrary,0,ant,contrary,sleep,awake,True,['sleep'],['awake'],1,1,0.9994505,0.00047118598,1.7978848e-05,5.556207e-06,5.4748078e-05,0.0071551865,6,3,contrary,minor,synonym,part,wide,not,less,random,half,weak
0,ant,contrary,0,ant,contrary,sleep,awaken,True,['sleep'],"['awake', '##n']",1,2,0.8709026,0.057314206,7.399138e-05,0.003998828,0.06771037,0.7059819,6,3,contrary,synonym,minor,random,part,not,0,non,false,italics
0,ant,contrary,0,ant,contrary,sleep,wake,True,['sleep'],['wake'],1,1,0.99912304,0.00055083144,1.0040937e-06,4.059448e-07,0.00032474115,0.011019857,6,9,contrary,minor,synonym,part,random,close,not,opposite,italics,disregard
0,ant,contrary,1,hyper,minor,sleep,relax,False,['sleep'],['relax'],1,1,0.9810012,0.016581407,2.7516488e-05,9.6307185e-06,0.0023802503,0.14653513,6,8,contrary,minor,synonym,relax,part,minors,random,rest,close,passive
2,part_of,part,2,part_of,part,sleep,life,True,['sleep'],['life'],1,1,2.8191062e-06,0.0006540812,0.9906618,0.008681112,1.4842185e-07,0.07983079,6,14,part,random,minor,short,half,whole,another,regular,long,night
3,random,random,3,random,random,sleep,brave,True,['sleep'],['brave'],1,1,1.0929187e-05,8.573333e-09,3.9016403e-08,0.99998903,1.0825617e-09,0.00019717345,6,6,random,contrary,away,night,goodnight,the,natural,normal,part,was
3,random,random,3,random,random,sleep,profit,True,['sleep'],['profit'],1,1,3.5286498e-06,1.6842372e-07,3.4882765e-07,0.99999595,5.876096e-08,8.244384e-05,6,4,random,contrary,part,zero,minor,without,on,by,low,with
3,random,random,3,random,random,sleep,fly,True,['sleep'],['fly'],1,1,2.8371924e-06,3.4439736e-09,1.7199877e-08,0.99999714,4.8556696e-09,5.7083376e-05,6,20,random,contrary,randomly,free,let,no,can,part,a,the
3,random,random,3,random,random,sleep,hold,True,['sleep'],['hold'],1,1,4.680634e-08,1.453614e-07,3.3843273e-09,0.99999964,1.911671e-07,9.319164e-06,6,45,random,synonym,minor,contrary,on,no,unaware,limited,unknown,time
3,random,random,3,random,random,sleep,love,True,['sleep'],['love'],1,1,0.0020339852,7.2517955e-06,0.00041636452,0.9975363,6.1848914e-06,0.026643526,6,10,random,contrary,part,with,good,in,true,goodnight,your,my
1,hyper,minor,1,hyper,minor,skin,surface,True,['skin'],['surface'],1,1,0.01261441,0.9723865,0.0021049697,0.008725847,0.004168333,0.23022687,10,10,minor,contrary,random,synonym,part,opposite,sea,sub,whole,side
3,random,random,2,part_of,part,skin,apple,False,['skin'],['apple'],1,1,4.8268353e-06,3.189849e-07,0.0042096935,0.9957842,7.975744e-07,0.03940047,10,2,random,part,contrary,of,##less,color,synonym,parts,off,length
2,part_of,part,2,part_of,part,skin,body,True,['skin'],['body'],1,1,7.938673e-07,6.363733e-08,0.99999905,8.8076335e-10,8.026454e-09,1.9054913e-05,10,12,part,parts,contrary,whole,minor,of,as,side,and,portion
3,random,random,2,part_of,part,skin,grape,False,['skin'],['grape'],1,1,1.2455429e-07,2.529697e-08,5.6792203e-07,0.99999917,1.6212812e-07,2.0311289e-05,10,3,random,part,synonym,contrary,##fect,##jack,wild,##chy,##less,##tight
3,random,random,2,part_of,part,skin,peach,False,['skin'],['peach'],1,1,5.363466e-07,1.0457015e-06,0.0010312302,0.9989667,3.7392462e-07,0.011761001,10,5,random,part,color,pure,like,:,a,type,perfect,pale
3,random,random,3,random,random,skin,vessel,True,['skin'],['vessel'],1,1,6.7525075e-06,0.054629583,0.00016561199,0.9451725,2.5555077e-05,0.3086021,10,3,random,minor,part,synonym,small,contrary,blood,major,specific,smaller
