pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ant,hyper,part_of,random,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10
3,random,random,1,hyper,minor,coach,teach,False,['coach'],['teach'],1,1,0.037732825,0.039440166,0.00015474152,0.9073055,0.01536668,0.58421785,7,3,random,minor,contrary,synonym,part,teacher,author,and,/,students
4,syn,synonym,1,hyper,minor,coach,teacher,False,['coach'],['teacher'],1,1,0.4790816,0.008828086,8.2466475e-05,2.5334411e-05,0.51198256,1.0648557,7,2,synonym,contrary,minor,part,random,parent,teacher,substitute,or,non
3,random,random,3,random,random,coach,coat,True,['coach'],['coat'],1,1,1.6940104e-09,1.2988404e-07,4.598654e-09,0.9999999,1.4767286e-08,3.7041102e-06,7,6,random,white,red,minor,black,fancy,##man,grey,synonym,straw
3,random,random,3,random,random,coach,dog,True,['coach'],['dog'],1,1,0.29048923,0.041766446,0.00058103877,0.66064775,0.0065154447,1.1580831,7,8,random,contrary,minor,synonym,part,mean,bad,little,stray,wild
3,random,random,3,random,random,coach,performance,True,['coach'],['performance'],1,1,5.754847e-07,3.822446e-05,7.4932194e-07,0.9999583,2.1175592e-06,0.0006882326,7,5,random,minor,individual,synonym,specific,player,part,good,average,superior
3,random,random,3,random,random,coach,pit,True,['coach'],['pit'],1,1,1.5870803e-06,1.8149767e-09,1.3692273e-09,0.99999833,1.183995e-07,3.5800535e-05,7,14,random,contrary,synonym,minor,part,randomly,wrong,unknown,wild,the
3,random,random,3,random,random,coach,rain,True,['coach'],['rain'],1,1,3.8044882e-07,2.1529416e-09,7.0043776e-10,0.99999964,3.936485e-08,9.852905e-06,7,4,random,contrary,synonym,minor,caution,part,##card,randomly,unknown,mistake
3,random,random,3,random,random,coach,rear,True,['coach'],['rear'],1,1,1.8170844e-05,1.1930517e-06,4.005689e-07,0.9999504,2.9922905e-05,0.0008395509,7,11,random,synonym,contrary,minor,part,##esian,##ena,driver,-,##mann
3,random,random,3,random,random,coach,ride,True,['coach'],['ride'],1,1,7.0267943e-06,6.640585e-05,8.6716335e-07,0.99991786,7.888504e-06,0.0013117418,7,16,random,minor,synonym,contrary,part,specific,wild,player,public,&
3,random,random,3,random,random,coach,side,True,['coach'],['side'],1,1,4.0410164e-06,5.05386e-07,1.5902602e-05,0.9999777,1.898453e-06,0.00040488222,7,14,random,part,contrary,synonym,minor,the,wild,west,public,whole
1,hyper,minor,1,hyper,minor,dance,move,True,['dance'],['move'],1,1,1.5160389e-11,0.9999993,6.2391825e-09,2.7866584e-10,7.350846e-07,1.618912e-05,7,21,minor,synonym,major,background,subsidiary,secondary,small,group,special,auxiliary
3,random,random,3,random,random,dance,bring,True,['dance'],['bring'],1,1,2.9263e-06,1.5966372e-05,3.049552e-08,0.99997616,4.8962015e-06,0.00042973654,7,11,random,minor,synonym,contrary,part,common,randomly,frequent,unknown,unexpected
3,random,random,3,random,random,dance,human,True,['dance'],['human'],1,1,7.054447e-05,0.104068786,0.001776705,0.8940837,1.9280762e-07,0.50134206,7,4,random,minor,part,non,small,normal,-,contrary,little,as
3,random,random,3,random,random,dance,idea,True,['dance'],['idea'],1,1,2.1554938e-09,5.0826717e-08,8.847382e-09,1.0,7.462132e-09,1.7317253e-06,7,5,random,minor,wild,bad,part,synonym,specific,crazy,good,simple
3,random,random,3,random,random,dance,idle,True,['dance'],['idle'],1,1,1.0608132e-06,7.437602e-08,7.306171e-10,0.9999988,1.1664032e-09,2.4505212e-05,7,10,random,contrary,minor,idle,randomly,synonym,casual,constant,part,slow
3,random,random,3,random,random,dance,lens,True,['dance'],['lens'],1,1,2.525454e-10,3.97942e-11,5.39851e-11,1.0,1.9499336e-11,1.19617765e-08,7,5,random,without,contrary,with,multiple,round,randomly,around,single,free
3,random,random,3,random,random,dance,mark,True,['dance'],['mark'],1,1,5.9084075e-09,3.396915e-05,2.048591e-07,0.99994123,2.4496409e-05,0.00096882565,7,30,random,minor,synonym,specific,code,common,preference,standard,part,hash
3,random,random,3,random,random,dance,transport,True,['dance'],['transport'],1,1,9.964923e-09,8.845849e-08,5.5679617e-08,0.99999976,1.3432201e-07,7.0895167e-06,7,11,random,synonym,minor,part,public,contrary,casual,specific,player,&
3,random,random,3,random,random,dance,unknown,True,['dance'],['unknown'],1,1,1.8305656e-08,2.4967866e-07,2.5799866e-07,0.9999995,1.6600927e-08,1.271038e-05,7,8,random,part,minor,number,dates,date,unknown,contrary,synonym,parts
4,syn,synonym,0,ant,contrary,copy,original,False,['copy'],['original'],1,1,0.1335253,0.006478008,0.0023970024,2.133026e-07,0.85759944,0.6458972,8,6,synonym,contrary,minor,part,not,subspecies,none,side,fact,line
3,random,random,3,random,random,copy,busy,True,['copy'],['busy'],1,1,7.73868e-05,2.8043472e-05,3.9178842e-09,0.999889,5.54416e-06,0.001737922,8,6,random,contrary,minor,synonym,randomly,page,author,not,computer,##lip
3,random,random,3,random,random,copy,cattle,True,['copy'],['cattle'],1,1,5.6380545e-09,7.34778e-11,2.4912897e-10,1.0,6.281597e-10,1.8411788e-07,8,1,random,wild,contrary,synonym,##card,randomly,normal,part,stray,natural
3,random,random,3,random,random,copy,generous,True,['copy'],['generous'],1,1,6.662695e-08,2.0410995e-09,4.060045e-10,0.9999999,1.4164789e-09,1.7875591e-06,8,3,random,contrary,minor,synonym,randomly,of,part,author,wild,the
3,random,random,3,random,random,copy,hand,True,['copy'],['hand'],1,1,8.53631e-07,2.202709e-05,6.1829637e-06,0.9999709,6.2588945e-10,0.0005069439,8,16,random,second,first,third,by,minor,free,off,one,wrong
3,random,random,3,random,random,copy,join,True,['copy'],['join'],1,1,0.03769524,0.017732272,1.9916802e-06,0.9437805,0.0007898884,0.36839768,8,7,random,contrary,minor,synonym,author,part,player,and,##list,/
3,random,random,3,random,random,copy,joint,True,['copy'],['joint'],1,1,2.51489e-05,2.5921227e-06,1.0708124e-07,0.9999341,3.8045695e-05,0.0010884369,8,13,random,synonym,contrary,minor,part,##card,multiple,code,/,number
3,random,random,3,random,random,copy,nose,True,['copy'],['nose'],1,1,5.5950222e-09,9.34562e-10,5.1255968e-11,1.0,8.590474e-11,1.8603433e-07,8,14,random,contrary,minor,wild,code,the,crazy,short,rabbit,wrong
3,random,random,3,random,random,copy,rent,True,['copy'],['rent'],1,1,2.2759195e-06,1.7098895e-06,1.0817996e-06,0.99999475,2.3306502e-07,0.000109561406,8,9,random,contrary,minor,part,synonym,low,set,past,advance,zero
3,random,random,3,random,random,copy,south,True,['copy'],['south'],1,1,1.4884591e-07,2.333441e-10,1.6247997e-10,0.9999999,1.3538526e-10,3.564948e-06,8,7,random,contrary,wild,randomly,minor,south,##card,unknown,part,the
4,syn,synonym,1,hyper,minor,dollar,coin,False,['dollar'],['coin'],1,1,0.007546728,0.38723096,0.005033293,1.9626209e-07,0.6001888,1.063696,4,3,synonym,minor,contrary,part,small,non,smaller,plural,whole,common
1,hyper,minor,1,hyper,minor,dollar,money,True,['dollar'],['money'],1,1,2.7694926e-09,0.999992,1.3994284e-06,9.629463e-11,6.5446893e-06,0.00015144075,4,3,minor,synonym,part,small,lesser,major,minors,smaller,non,toy
3,random,random,3,random,random,dollar,air,True,['dollar'],['air'],1,1,3.601642e-10,1.6306552e-10,2.1255353e-09,1.0,3.3505025e-11,7.9002e-08,4,15,random,part,dollar,randomly,blank,contrary,wild,free,player,minor
3,random,random,3,random,random,dollar,build,True,['dollar'],['build'],1,1,3.0399872e-10,4.310593e-10,4.1379125e-10,1.0,1.7678875e-09,8.732178e-08,4,12,random,synonym,minor,part,randomly,contrary,casual,quick,player,average
3,random,random,3,random,random,dollar,communism,True,['dollar'],['communism'],1,1,6.218988e-08,1.6344266e-08,2.3527869e-06,0.9999975,3.451526e-08,5.0283255e-05,4,2,random,part,contrary,synonym,minor,mistake,##card,chance,zero,dollar
3,random,random,3,random,random,dollar,dictionary,True,['dollar'],['dictionary'],1,1,7.1802286e-10,7.122233e-10,5.878698e-08,1.0,9.8637765e-09,1.7178407e-06,4,1,random,part,##verse,synonym,sum,chance,randomly,street,##card,dollar
3,random,random,3,random,random,dollar,enjoy,True,['dollar'],['enjoy'],1,1,7.762587e-09,4.0685617e-08,3.5814764e-09,1.0,1.2749346e-08,1.6428355e-06,4,5,random,minor,synonym,contrary,randomly,part,casual,universe,player,people
3,random,random,3,random,random,dollar,event,True,['dollar'],['event'],1,1,8.3829227e-10,5.4351144e-06,1.3228865e-07,0.9999944,1.1698031e-08,0.00010640957,4,4,random,minor,part,synonym,all,player,specific,coin,multiple,casual
3,random,random,3,random,random,dollar,illness,True,['dollar'],['illness'],1,1,2.0494666e-10,2.7977551e-09,3.8285788e-10,1.0,7.931592e-12,9.835808e-08,4,1,random,minor,part,contrary,casual,randomly,total,multiple,chance,unknown
3,random,random,3,random,random,dollar,player,True,['dollar'],['player'],1,1,3.0789263e-10,1.6583558e-08,7.93011e-08,0.9999999,1.8997426e-10,2.4010292e-06,4,5,random,part,minor,card,sum,average,per,randomly,casual,every
0,ant,contrary,0,ant,contrary,sleep,awake,True,['sleep'],['awake'],1,1,0.9998079,7.971269e-05,0.0001020029,3.6591366e-06,6.7366555e-06,0.0028966817,6,3,contrary,part,minor,not,lie,wide,half,synonym,less,random
0,ant,contrary,0,ant,contrary,sleep,awaken,True,['sleep'],"['awake', '##n']",1,2,0.98789537,0.0033175284,5.3692293e-05,0.0013556714,0.0073778066,0.11061005,6,3,contrary,synonym,minor,random,part,non,not,equal,0,unknown
0,ant,contrary,0,ant,contrary,sleep,wake,True,['sleep'],['wake'],1,1,0.9989177,0.00029347697,1.9720717e-05,5.9603053e-07,0.000768471,0.013275326,6,9,contrary,synonym,minor,part,random,wake,close,non,opposite,passive
0,ant,contrary,1,hyper,minor,sleep,relax,False,['sleep'],['relax'],1,1,0.98991233,0.007930407,0.00010786012,0.0013397773,0.0007096745,0.091452986,6,8,contrary,minor,random,synonym,relax,part,rest,slow,relaxed,relaxing
2,part_of,part,2,part_of,part,sleep,life,True,['sleep'],['life'],1,1,1.8553204e-06,0.00013496907,0.9968258,0.0030372604,2.9456512e-08,0.03174369,6,14,part,random,minor,short,half,whole,night,another,other,past
3,random,random,3,random,random,sleep,brave,True,['sleep'],['brave'],1,1,1.3879413e-05,2.24881e-08,4.2594003e-08,0.9999862,5.440561e-10,0.0002457206,6,6,random,contrary,natural,away,goodnight,the,normal,night,randomly,is
3,random,random,3,random,random,sleep,profit,True,['sleep'],['profit'],1,1,1.2192878e-06,1.547815e-07,5.3368484e-07,0.9999982,3.8870798e-08,4.2284468e-05,6,4,random,contrary,part,minor,for,synonym,good,with,low,high
3,random,random,3,random,random,sleep,fly,True,['sleep'],['fly'],1,1,2.5016664e-06,7.6066495e-09,5.255525e-08,0.9999975,3.9060124e-09,5.1749463e-05,6,20,random,contrary,free,randomly,part,with,the,let,##less,crazy
3,random,random,3,random,random,sleep,hold,True,['sleep'],['hold'],1,1,3.123981e-08,7.2286866e-08,7.697183e-09,0.99999976,1.6811096e-07,7.000231e-06,6,45,random,synonym,minor,contrary,part,taking,unaware,casual,unknown,night
3,random,random,3,random,random,sleep,love,True,['sleep'],['love'],1,1,0.00040576438,1.6490359e-06,4.4338776e-05,0.9995473,9.2767556e-07,0.0059161866,6,10,random,contrary,part,good,with,normal,free,in,true,loud
0,ant,contrary,1,hyper,minor,skin,surface,False,['skin'],['surface'],1,1,0.8666394,0.12159464,0.010845499,0.00025537593,0.0006651154,0.6294407,10,10,contrary,minor,part,synonym,random,opposite,side,separate,non,as
3,random,random,2,part_of,part,skin,apple,False,['skin'],['apple'],1,1,7.655155e-05,1.8905375e-06,0.022617823,0.9773033,4.9105114e-07,0.15710086,10,2,random,part,contrary,of,##less,color,like,parts,:,##pin
2,part_of,part,2,part_of,part,skin,body,True,['skin'],['body'],1,1,2.6000737e-07,2.5992492e-08,0.99999976,4.442859e-12,1.1183662e-09,6.719976e-06,10,12,part,parts,contrary,whole,minor,and,piece,portion,side,of
3,random,random,2,part_of,part,skin,grape,False,['skin'],['grape'],1,1,5.42355e-07,8.1298225e-08,1.0032765e-06,0.99999833,4.265525e-08,3.664768e-05,10,3,random,part,##tight,##ny,contrary,##less,of,##chy,##cho,##jack
3,random,random,2,part_of,part,skin,peach,False,['skin'],['peach'],1,1,2.2585432e-06,1.7740294e-06,0.0001741136,0.9998217,1.637435e-07,0.0025113972,10,5,random,part,like,pure,:,a,perfect,color,pale,contrary
1,hyper,minor,3,random,random,skin,vessel,False,['skin'],['vessel'],1,1,0.00012893071,0.99054015,0.0028237228,0.0062356927,0.00027153027,0.08805528,10,3,minor,random,part,synonym,contrary,small,blood,major,smaller,or
3,random,random,3,random,random,skin,education,True,['skin'],['education'],1,1,2.5371232e-06,5.1755087e-06,3.8933154e-06,0.9999883,8.3305366e-08,0.00022682063,10,6,random,color,deep,##cho,cancer,minor,science,part,disorder,contrary
3,random,random,3,random,random,skin,flat,True,['skin'],['flat'],1,1,3.9219203e-06,7.8989956e-08,6.627471e-08,0.9999958,3.0698086e-09,7.981606e-05,10,24,random,contrary,randomly,color,left,lying,lie,evenly,spread,minor
3,random,random,3,random,random,skin,freedom,True,['skin'],['freedom'],1,1,2.5689167e-07,1.0915568e-08,9.549291e-07,0.9999988,2.3759523e-09,2.6797328e-05,10,2,random,part,contrary,of,##worm,##less,deep,##tight,wild,tattoo
3,random,random,3,random,random,skin,huge,True,['skin'],['huge'],1,1,2.813041e-07,2.6462907e-08,3.92047e-07,0.9999994,4.8915987e-09,1.6298336e-05,10,1,random,part,contrary,randomly,color,size,unknown,too,minor,:
2,part_of,part,2,part_of,part,dish,meal,True,['dish'],['meal'],1,1,6.128e-08,4.9937327e-05,0.99761534,1.5009448e-10,0.0023345724,0.024561498,8,3,part,synonym,minor,parts,portion,whole,side,component,of,piece
1,hyper,minor,1,hyper,minor,dish,container,True,['dish'],['container'],1,1,5.1772595e-06,0.9962186,5.8669815e-05,5.1858895e-09,0.0037175058,0.036366485,8,1,minor,synonym,part,contrary,small,whole,parent,side,sub,or
0,ant,contrary,4,syn,synonym,dish,plate,False,['dish'],['plate'],1,1,0.9768117,0.005453585,0.00075548014,5.594742e-08,0.016979111,0.18174058,8,16,contrary,synonym,minor,part,side,whole,opposite,separate,parent,over
3,random,random,3,random,random,dish,clergyman,True,['dish'],['clergyman'],1,1,8.18477e-09,3.013426e-10,4.1647965e-09,1.0,2.1004236e-09,4.0590228e-07,8,1,random,##wash,##ones,##esian,contrary,part,##ward,wrong,##card,##washed
3,random,random,3,random,random,dish,darkness,True,['dish'],['darkness'],1,1,7.7961465e-10,5.2358996e-11,1.0177152e-09,1.0,8.451023e-10,8.1249354e-08,8,6,random,of,##ed,part,##ones,synonym,contrary,##wash,randomly,the
3,random,random,3,random,random,dish,farm,True,['dish'],['farm'],1,1,1.7385944e-09,3.8957598e-10,9.759446e-09,1.0,3.6304597e-09,4.2426143e-07,8,4,random,part,synonym,##card,randomly,##wash,contrary,##ena,wrong,##ed
3,random,random,3,random,random,dish,jail,True,['dish'],['jail'],1,1,5.84707e-09,1.4605286e-09,1.10527886e-07,0.99999976,1.5700883e-07,6.6497623e-06,8,2,random,synonym,part,##ena,##mani,##tama,contrary,##esian,##card,randomly
3,random,random,3,random,random,dish,mystery,True,['dish'],['mystery'],1,1,1.793383e-09,2.5799987e-10,5.780185e-09,1.0,9.703868e-10,2.4755994e-07,8,2,random,part,##pot,##wash,contrary,side,synonym,##card,randomly,code
3,random,random,3,random,random,dish,question,True,['dish'],['question'],1,1,1.6786427e-09,2.9972424e-11,2.7078048e-10,1.0,1.9872486e-10,6.499088e-08,8,11,random,contrary,##wash,part,synonym,##card,wrong,side,##tama,##code
3,random,random,3,random,random,dish,tan,True,['dish'],['tan'],1,1,1.7901808e-09,9.519332e-11,2.3404003e-09,1.0,1.862964e-09,1.7631292e-07,8,6,random,part,synonym,contrary,randomly,##wash,##ena,##card,##pot,wrong
0,ant,contrary,0,ant,contrary,follow,lead,True,['follow'],['lead'],1,1,0.6579473,0.0362593,0.000105735846,0.00093983917,0.3047479,1.1041702,24,31,contrary,synonym,minor,random,part,the,slight,point,line,another
0,ant,contrary,1,hyper,minor,follow,understand,False,['follow'],['understand'],1,1,0.9445868,0.0065952907,0.00014946837,0.0026239583,0.046044506,0.35433888,24,5,contrary,synonym,minor,and,random,or,&,/,reason,","
3,random,random,4,syn,synonym,follow,tail,False,['follow'],['tail'],1,1,9.835629e-06,5.9875003e-07,6.4435903e-07,0.99997413,1.4822152e-05,0.00046449713,24,11,random,synonym,contrary,the,part,minor,my,a,common,clockwise
3,random,random,3,random,random,follow,bus,True,['follow'],['bus'],1,1,2.5173959e-08,2.0642664e-08,5.457933e-09,0.9999999,1.4984361e-07,4.8812394e-06,24,7,random,the,synonym,randomly,local,regular,contrary,minor,another,a
