pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ant,hyper,part_of,random,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10
0,ant,contrary,1,hyper,minor,coach,teach,False,['coach'],['teach'],1,1,0.8720838,0.00043783782,4.300684e-06,3.792375e-07,0.12747368,0.55598986,7,3,contrary,synonym,minor,opposite,alternative,not,synonymous,non,reverse,less
0,ant,contrary,1,hyper,minor,coach,teacher,False,['coach'],['teacher'],1,1,0.99898833,1.2427328e-05,1.6301215e-06,2.780485e-08,0.0009975625,0.01163827,7,2,contrary,synonym,minor,opposite,alternative,not,part,non,reverse,different
3,random,random,3,random,random,coach,coat,True,['coach'],['coat'],1,1,4.357594e-11,9.624968e-11,3.4159747e-10,1.0,1.7801668e-09,6.71858e-08,7,6,random,randomly,synonym,coach,part,coat,plain,hat,generic,sample
3,random,random,3,random,random,coach,dog,True,['coach'],['dog'],1,1,1.6284352e-05,2.4299176e-09,8.672447e-08,0.99998355,2.662348e-08,0.00028535677,7,8,random,contrary,randomly,coach,stray,part,chicken,dog,crazy,synonym
3,random,random,3,random,random,coach,performance,True,['coach'],['performance'],1,1,8.338718e-09,8.955566e-08,1.9111495e-07,0.9999995,6.7263954e-08,8.704583e-06,7,5,random,part,minor,synonym,statistical,summary,performance,randomly,rank,statistics
3,random,random,3,random,random,coach,pit,True,['coach'],['pit'],1,1,2.0215378e-09,1.0298154e-10,5.0422595e-09,1.0,4.183041e-10,2.1381584e-07,7,14,random,randomly,part,pit,contrary,statistical,the,locker,rank,team
3,random,random,3,random,random,coach,rain,True,['coach'],['rain'],1,1,8.620775e-11,1.6695048e-12,3.581912e-10,1.0,1.2993224e-11,1.4656936e-08,7,4,random,randomly,part,rain,contrary,chapter,pseudo,raining,strange,chaos
3,random,random,3,random,random,coach,rear,True,['coach'],['rear'],1,1,2.6704042e-10,4.0273805e-11,5.41207e-10,1.0,2.9466265e-09,1.10045576e-07,7,11,random,rear,synonym,randomly,part,anonymous,contrary,squad,coach,generic
1,hyper,minor,3,random,random,coach,ride,False,['coach'],['ride'],1,1,3.1782855e-07,0.99999154,6.936577e-08,3.8186067e-06,4.2918764e-06,0.000165974,7,16,minor,synonym,random,small,short,lesser,little,contrary,major,simple
3,random,random,3,random,random,coach,side,True,['coach'],['side'],1,1,8.5383325e-11,1.4022896e-11,1.9801505e-10,1.0,3.4270492e-10,2.05196e-08,7,14,random,randomly,side,synonym,part,player,right,contrary,column,squad
