pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ANT,HYPER,PART_OF,RANDOM,SYN,entropy,nsynsests_source,nsynsests_target
3,RANDOM,1,HYPER,coach,teach,False,['coach'],['teach'],1,1,0.0011120642,0.0008141493,0.0007545687,0.9956495,0.0016697932,0.04876237,7,3
3,RANDOM,1,HYPER,coach,teacher,False,['coach'],['teacher'],1,1,0.010535603,0.0061364085,0.004061225,0.9310149,0.048251912,0.45358706,7,2
3,RANDOM,3,RANDOM,coach,coat,True,['coach'],['coat'],1,1,0.00061068573,0.0009097303,0.0009861506,0.99630225,0.001191173,0.04245361,7,6
3,RANDOM,3,RANDOM,coach,dog,True,['coach'],['dog'],1,1,0.0051379087,0.0016495192,0.0020189537,0.98731333,0.0038801783,0.12165874,7,8
3,RANDOM,3,RANDOM,coach,performance,True,['coach'],['performance'],1,1,0.0021992424,0.005234148,0.00552968,0.97870916,0.008327738,0.18845855,7,5
3,RANDOM,3,RANDOM,coach,pit,True,['coach'],['pit'],1,1,0.0016022181,0.000752694,0.0009485724,0.99514645,0.0015500734,0.053665645,7,14
3,RANDOM,3,RANDOM,coach,rain,True,['coach'],['rain'],1,1,0.0007812071,0.00062453427,0.00086016743,0.9968497,0.00088432204,0.036978368,7,4
3,RANDOM,3,RANDOM,coach,rear,True,['coach'],['rear'],1,1,0.0015374434,0.0009981972,0.0012228156,0.9935616,0.0026798763,0.06830406,7,11
3,RANDOM,3,RANDOM,coach,ride,True,['coach'],['ride'],1,1,0.0007952723,0.00073158595,0.00070835114,0.99640876,0.0013560633,0.04131078,7,16
3,RANDOM,3,RANDOM,coach,side,True,['coach'],['side'],1,1,0.0008295472,0.00092628715,0.0010902097,0.9951131,0.0020408882,0.05382485,7,14
1,HYPER,1,HYPER,dance,move,True,['dance'],['move'],1,1,0.0054521128,0.9335676,0.006907208,0.0030827993,0.050990272,0.42780617,7,21
3,RANDOM,3,RANDOM,dance,bring,True,['dance'],['bring'],1,1,0.0006989248,0.00077560433,0.00077259674,0.99657744,0.0011754365,0.039696768,7,11
1,HYPER,3,RANDOM,dance,human,False,['dance'],['human'],1,1,0.012384303,0.84062284,0.13342294,0.0037519042,0.009818097,0.7724493,7,4
