pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ant,hyper,part_of,random,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10
4,syn,Ġequivalent,1,hyper,Ġsubclass,coach,teach,False,['Ġcoach'],['Ġteach'],1,1,0.036604825,0.0043501714,1.4972994e-05,0.32113343,0.63789654,1.1490399,7,3,Ġequivalent,Ġrandom,Ġcontrary,Ġsubclass,Ġcoach,Ġorder,Ġsubstitute,Ġteacher,Ġsuperior,Ġmaster
0,ant,Ġcontrary,1,hyper,Ġsubclass,coach,teacher,False,['Ġcoach'],['Ġteacher'],1,1,0.42684034,6.860671e-05,8.081837e-06,0.30700383,0.26607916,1.5566088,7,2,Ġcontrary,Ġrandom,Ġequivalent,Ġsubstitute,Ġsuperior,Ġcoach,Ġsubclass,Ġsimilar,Ġopposite,Ġteacher
3,random,Ġrandom,3,random,Ġrandom,coach,coat,True,['Ġcoach'],['Ġcoat'],1,1,1.0101253e-08,3.6248707e-08,3.2918426e-09,1.0,3.9933248e-08,2.2385072e-06,7,6,Ġrandom,ĠRandom,Ġrandomly,Ġcoach,random,Ġrandomized,Ġequivalent,Ġsubclass,Ġsport,Random
3,random,Ġrandom,3,random,Ġrandom,coach,dog,True,['Ġcoach'],['Ġdog'],1,1,5.2032067e-07,0.0018591627,3.8891745e-08,0.99813735,2.9595326e-06,0.019615779,7,8,Ġrandom,Ġsubclass,Ġsort,Ġtype,Ġkind,Ġequivalent,Ġrandomly,Ġcoach,Ġbreed,ĠRandom
3,random,Ġrandom,3,random,Ġrandom,coach,performance,True,['Ġcoach'],['Ġperformance'],1,1,8.054201e-07,3.972489e-08,1.03103005e-07,0.99999857,4.2525755e-07,3.073877e-05,7,5,Ġrandom,Ġcontrary,Ġequivalent,Ġrandomly,Ġcoach,Ġpart,ĠRandom,Ġperformance,Ġindividual,Ġsubclass
3,random,Ġrandom,3,random,Ġrandom,coach,pit,True,['Ġcoach'],['Ġpit'],1,1,2.414353e-08,7.4136204e-11,1.5908225e-10,1.0,2.0697408e-10,6.252539e-07,7,14,Ġrandom,ĠRandom,Ġrandomly,Ġcontrary,random,Random,Ġrandomized,Ġuseless,Ġstupid,Ġloser
3,random,Ġrandom,3,random,Ġrandom,coach,rain,True,['Ġcoach'],['Ġrain'],1,1,7.643489e-10,3.4014742e-11,2.3402951e-11,1.0,9.231839e-11,2.8235068e-08,7,4,Ġrandom,ĠRandom,Ġrandomly,random,Ġrandomized,Ġrain,Random,Ġlucky,Ġweather,Ġluck
3,random,Ġrandom,3,random,Ġrandom,coach,rear,True,['Ġcoach'],['Ġrear'],1,1,4.1100872e-08,1.5802237e-09,6.086962e-10,1.0,1.3247339e-08,1.4199765e-06,7,11,Ġrandom,ĠRandom,Ġrandomly,random,Ġcontrary,Ġrandomized,Ġequivalent,Ġcoach,Random,Ġwild
1,hyper,Ġsubclass,3,random,Ġrandom,coach,ride,False,['Ġcoach'],['Ġride'],1,1,4.7520117e-09,0.977821,1.202818e-08,0.022093086,8.588778e-05,0.15431833,7,16,Ġsubclass,Ġrandom,Ġequivalent,Ġclass,Ġsort,Ġtype,Ġkind,ĠRandom,Ġqueue,Ġinstance
3,random,Ġrandom,3,random,Ġrandom,coach,side,True,['Ġcoach'],['Ġside'],1,1,2.4524034e-06,2.4510355e-08,7.5728035e-06,0.9999883,1.5091986e-06,0.00022092587,7,14,Ġrandom,Ġpart,Ġrandomly,Ġside,Ġcontrary,ĠRandom,Ġequivalent,Ġselection,Ġcoach,Ġselector
