pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ANT,HYPER,PART_OF,RANDOM,SYN,entropy,nsynsests_source,nsynsests_target
0,ANT,1,HYPER,coach,teach,False,['coach'],['teach'],1,1,0.9986395,0.0004119926,0.00027990286,0.00013077886,0.0005377203,0.017425003,7,3
0,ANT,1,HYPER,coach,teacher,False,['coach'],['teacher'],1,1,0.98701954,0.0099899955,0.0014445366,0.00021330215,0.0013326765,0.113950945,7,2
3,RANDOM,3,RANDOM,coach,coat,True,['coach'],['coat'],1,1,2.8057751e-05,3.0525433e-05,2.9116767e-05,0.9998535,5.879438e-05,0.0023584228,7,6
3,RANDOM,3,RANDOM,coach,dog,True,['coach'],['dog'],1,1,2.9429168e-05,3.082036e-05,2.9795074e-05,0.9998635,4.653301e-05,0.0022195547,7,8
3,RANDOM,3,RANDOM,coach,performance,True,['coach'],['performance'],1,1,6.984494e-05,0.0001888495,0.00024559337,0.9991535,0.00034219958,0.011405852,7,5
3,RANDOM,3,RANDOM,coach,pit,True,['coach'],['pit'],1,1,2.6587468e-05,3.4035675e-05,2.4842919e-05,0.9998683,4.630582e-05,0.0021460555,7,14
3,RANDOM,3,RANDOM,coach,rain,True,['coach'],['rain'],1,1,2.6551112e-05,3.0638817e-05,2.4490957e-05,0.99987125,4.7039164e-05,0.0021000127,7,4
3,RANDOM,3,RANDOM,coach,rear,True,['coach'],['rear'],1,1,2.9749552e-05,3.349949e-05,3.333899e-05,0.9998337,6.96746e-05,0.002643103,7,11
4,SYN,3,RANDOM,coach,ride,False,['coach'],['ride'],1,1,0.000913071,0.025951933,0.007374844,0.028876077,0.9368841,0.43396437,7,16
3,RANDOM,3,RANDOM,coach,side,True,['coach'],['side'],1,1,2.9093657e-05,3.3873344e-05,3.1362604e-05,0.9998462,5.9468508e-05,0.002467246,7,14
1,HYPER,1,HYPER,dance,move,True,['dance'],['move'],1,1,0.00047871584,0.9966702,0.00091590866,0.00032976278,0.0016055263,0.03803723,7,21
3,RANDOM,3,RANDOM,dance,bring,True,['dance'],['bring'],1,1,2.583388e-05,3.51116e-05,2.0268795e-05,0.99987316,4.563873e-05,0.002070347,7,11
3,RANDOM,3,RANDOM,dance,human,True,['dance'],['human'],1,1,0.0033041353,0.044710685,0.3704327,0.57930213,0.0022503717,1.2344636,7,4
3,RANDOM,3,RANDOM,dance,idea,True,['dance'],['idea'],1,1,2.5878106e-05,3.1004278e-05,2.6069183e-05,0.999866,5.0988587e-05,0.0021759276,7,5
3,RANDOM,3,RANDOM,dance,idle,True,['dance'],['idle'],1,1,3.656859e-05,3.2343116e-05,2.3449138e-05,0.999859,4.863985e-05,0.0022824004,7,10
3,RANDOM,3,RANDOM,dance,lens,True,['dance'],['lens'],1,1,2.5551552e-05,3.388044e-05,2.5524323e-05,0.99987066,4.430125e-05,0.0021094766,7,5
3,RANDOM,3,RANDOM,dance,mark,True,['dance'],['mark'],1,1,3.6094367e-05,3.367222e-05,2.5068282e-05,0.99985623,4.882697e-05,0.0023226407,7,30
3,RANDOM,3,RANDOM,dance,transport,True,['dance'],['transport'],1,1,2.5349782e-05,3.628371e-05,2.4462652e-05,0.9998697,4.425345e-05,0.0021250132,7,11
