pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ANT,HYPER,PART_OF,RANDOM,SYN,entropy,nsynsests_source,nsynsests_target
2,PART_OF,1,HYPER,coach,teach,False,['Ġcoach'],['Ġteach'],1,1,0.0053522754,0.0021073685,0.9861974,0.00015274071,0.00619016,0.12624244,7,3
2,PART_OF,1,HYPER,coach,teacher,False,['Ġcoach'],['Ġteacher'],1,1,0.000588514,0.00036210133,0.99824715,3.844997e-05,0.00076382904,0.021454014,7,2
2,PART_OF,3,RANDOM,coach,coat,False,['Ġcoach'],['Ġcoat'],1,1,0.00018240532,0.00013471085,0.9993901,1.5555235e-05,0.00027711346,0.00840026,7,6
2,PART_OF,3,RANDOM,coach,dog,False,['Ġcoach'],['Ġdog'],1,1,0.0007745338,0.00028288623,0.9983493,4.255376e-05,0.00055062276,0.020297535,7,8
2,PART_OF,3,RANDOM,coach,performance,False,['Ġcoach'],['Ġperformance'],1,1,0.046900485,0.0054985755,0.87292695,0.0230731,0.051600784,0.7655913,7,5
2,PART_OF,3,RANDOM,coach,pit,False,['Ġcoach'],['Ġpit'],1,1,0.0012857267,0.0007685874,0.9969471,6.873848e-05,0.00092982367,0.03501075,7,14
2,PART_OF,3,RANDOM,coach,rain,False,['Ġcoach'],['Ġrain'],1,1,0.32808927,0.010901605,0.5164011,0.120271534,0.02433646,1.5889083,7,4
2,PART_OF,3,RANDOM,coach,rear,False,['Ġcoach'],['Ġrear'],1,1,0.006789814,0.0013727696,0.99051595,0.00011752866,0.0012040697,0.088785164,7,11
2,PART_OF,3,RANDOM,coach,ride,False,['Ġcoach'],['Ġride'],1,1,0.0024855935,0.00058618735,0.9955017,5.3278396e-05,0.0013732301,0.04808772,7,16
2,PART_OF,3,RANDOM,coach,side,False,['Ġcoach'],['Ġside'],1,1,0.00329327,0.00078851875,0.994024,0.00013247528,0.0017617806,0.06170607,7,14
2,PART_OF,1,HYPER,dance,move,False,['Ġdance'],['Ġmove'],1,1,0.0007980402,0.00016298419,0.998059,1.8868428e-05,0.0009610828,0.022990258,7,21
2,PART_OF,3,RANDOM,dance,bring,False,['Ġdance'],['Ġbring'],1,1,0.13857089,0.0026237564,0.8420193,0.009213977,0.0075721196,0.74213886,7,11
2,PART_OF,3,RANDOM,dance,human,False,['Ġdance'],['Ġhuman'],1,1,0.00048416658,0.0002679343,0.9987752,6.0884922e-05,0.00041189376,0.015761493,7,4
2,PART_OF,3,RANDOM,dance,idea,False,['Ġdance'],['Ġidea'],1,1,0.0047338884,0.0005422365,0.9907197,9.885073e-05,0.00390527,0.08832628,7,5
0,ANT,3,RANDOM,dance,idle,False,['Ġdance'],['Ġidle'],1,1,0.74849325,0.007426549,0.10656394,0.020108957,0.11740724,1.1857473,7,10
2,PART_OF,3,RANDOM,dance,lens,False,['Ġdance'],['Ġlens'],1,1,0.004859361,0.006601162,0.97926027,0.0015211621,0.0077580414,0.18338916,7,5
2,PART_OF,3,RANDOM,dance,mark,False,['Ġdance'],['Ġmark'],1,1,0.0060473,0.0007672128,0.9906138,0.000106477295,0.0024651366,0.08874571,7,30
2,PART_OF,3,RANDOM,dance,transport,False,['Ġdance'],['Ġtransport'],1,1,0.0029893955,0.00032039083,0.99454087,5.7949783e-05,0.0020913146,0.056073282,7,11
0,ANT,3,RANDOM,dance,unknown,False,['Ġdance'],['Ġunknown'],1,1,0.5571527,0.0079631135,0.08366893,0.32450688,0.026708454,1.4916319,7,8
2,PART_OF,0,ANT,copy,original,False,['Ġcopy'],['Ġoriginal'],1,1,0.0021715127,0.00025028863,0.98923,2.443724e-05,0.008323821,0.09553975,8,6
2,PART_OF,3,RANDOM,copy,busy,False,['Ġcopy'],['Ġbusy'],1,1,0.015950464,0.0010600002,0.9766219,0.00013676334,0.0062307636,0.18643743,8,6
2,PART_OF,3,RANDOM,copy,cattle,False,['Ġcopy'],['Ġcattle'],1,1,0.006068769,0.0052666273,0.9834843,0.000652934,0.0045274007,0.15034841,8,1
3,RANDOM,3,RANDOM,copy,generous,True,['Ġcopy'],['Ġgenerous'],1,1,0.0011944865,0.00011917415,0.00038817115,0.99789053,0.00040772304,0.025180794,8,3
2,PART_OF,3,RANDOM,copy,hand,False,['Ġcopy'],['Ġhand'],1,1,0.0004121864,0.00010782987,0.9990073,1.6974742e-05,0.0004556908,0.012814268,8,16
2,PART_OF,3,RANDOM,copy,join,False,['Ġcopy'],['Ġjoin'],1,1,0.0018765482,0.027784742,0.9280759,0.00011330905,0.042149454,0.45461068,8,7
2,PART_OF,3,RANDOM,copy,joint,False,['Ġcopy'],['Ġjoint'],1,1,0.00025393954,0.0003732835,0.99890995,1.660489e-05,0.0004463158,0.014086513,8,13
2,PART_OF,3,RANDOM,copy,nose,False,['Ġcopy'],['Ġnose'],1,1,0.0016235046,0.0009111605,0.99521834,0.0002333217,0.0020136205,0.05197818,8,14
2,PART_OF,3,RANDOM,copy,rent,False,['Ġcopy'],['Ġrent'],1,1,0.011997474,0.005959339,0.9309435,0.0032394973,0.04786022,0.45336527,8,9
0,ANT,3,RANDOM,copy,south,False,['Ġcopy'],['Ġsouth'],1,1,0.5290811,0.019459995,0.3778799,0.038373213,0.0352059,1.4775438,8,7
2,PART_OF,1,HYPER,dollar,coin,False,['Ġdollar'],['Ġcoin'],1,1,0.0002852104,0.00093345233,0.9930032,3.964192e-05,0.0057385066,0.066116214,4,3
2,PART_OF,1,HYPER,dollar,money,False,['Ġdollar'],['Ġmoney'],1,1,0.00017271638,0.00016392695,0.9988273,1.9575538e-05,0.00081659004,0.014594053,4,3
2,PART_OF,3,RANDOM,dollar,air,False,['Ġdollar'],['Ġair'],1,1,0.0083234245,0.012606468,0.86190504,0.0029777635,0.114187345,0.70429236,4,15
2,PART_OF,3,RANDOM,dollar,build,False,['Ġdollar'],['Ġbuild'],1,1,0.0073486567,0.3092748,0.37563813,0.20162965,0.10610876,1.9155421,4,12
2,PART_OF,3,RANDOM,dollar,communism,False,['Ġdollar'],['Ġcommunism'],1,1,0.2403398,0.01919477,0.6632805,0.0185733,0.058611646,1.3433672,4,2
2,PART_OF,3,RANDOM,dollar,dictionary,False,['Ġdollar'],['Ġdictionary'],1,1,0.00063459855,0.008827176,0.9781553,0.000471545,0.011911371,0.1794867,4,1
3,RANDOM,3,RANDOM,dollar,enjoy,True,['Ġdollar'],['Ġenjoy'],1,1,0.061104134,0.005420964,0.05159407,0.8607584,0.021122457,0.8116097,4,5
2,PART_OF,3,RANDOM,dollar,event,False,['Ġdollar'],['Ġevent'],1,1,0.03992874,0.018633172,0.54321164,0.3342712,0.06395528,1.5529925,4,4
3,RANDOM,3,RANDOM,dollar,illness,True,['Ġdollar'],['Ġillness'],1,1,0.019817512,0.0023050068,0.0180715,0.9499975,0.009808442,0.37268347,4,1
2,PART_OF,3,RANDOM,dollar,player,False,['Ġdollar'],['Ġplayer'],1,1,0.014943456,0.048454076,0.6224137,0.20034622,0.11384256,1.5495709,4,5
2,PART_OF,0,ANT,sleep,awake,False,['Ġsleep'],['Ġawake'],1,1,0.01295813,0.0008271623,0.97206557,0.00010627768,0.014042829,0.21727262,6,3
2,PART_OF,0,ANT,sleep,awaken,False,['Ġsleep'],['Ġawaken'],1,1,0.08231754,0.0022121742,0.89926225,0.00041577534,0.015792314,0.55300975,6,3
2,PART_OF,0,ANT,sleep,wake,False,['Ġsleep'],['Ġwake'],1,1,0.011132473,0.00066132314,0.9831713,0.00014152372,0.004893388,0.14266397,6,9
2,PART_OF,1,HYPER,sleep,relax,False,['Ġsleep'],['Ġrelax'],1,1,0.054711033,0.0016145069,0.9379629,0.0009131195,0.0047985055,0.37717286,6,8
2,PART_OF,2,PART_OF,sleep,life,True,['Ġsleep'],['Ġlife'],1,1,0.02601606,0.00094739173,0.96654475,0.0003836966,0.006108051,0.24320409,6,14
3,RANDOM,3,RANDOM,sleep,brave,True,['Ġsleep'],['Ġbrave'],1,1,0.0026348862,0.000117270494,0.0003446397,0.9967152,0.00018814194,0.03513117,6,6
2,PART_OF,3,RANDOM,sleep,profit,False,['Ġsleep'],['Ġprofit'],1,1,0.11904054,0.0076981536,0.7431966,0.07492324,0.055141516,1.2484143,6,4
2,PART_OF,3,RANDOM,sleep,fly,False,['Ġsleep'],['Ġfly'],1,1,0.07218071,0.0043963585,0.6823368,0.228456,0.012630125,1.2506906,6,20
2,PART_OF,3,RANDOM,sleep,hold,False,['Ġsleep'],['Ġhold'],1,1,0.19167848,0.01394879,0.71514136,0.019825114,0.059406254,1.242823,6,45
2,PART_OF,3,RANDOM,sleep,love,False,['Ġsleep'],['Ġlove'],1,1,0.10290176,0.0012589769,0.88197446,0.00091325445,0.012951567,0.59995675,6,10
2,PART_OF,1,HYPER,skin,surface,False,['Ġskin'],['Ġsurface'],1,1,0.00019772536,0.00010349023,0.9994324,1.4600955e-05,0.00025175733,0.0078660175,10,10
2,PART_OF,2,PART_OF,skin,apple,True,['Ġskin'],['Ġapple'],1,1,0.000254523,0.00012154436,0.9992887,1.801685e-05,0.0003172233,0.009616375,10,2
2,PART_OF,2,PART_OF,skin,body,True,['Ġskin'],['Ġbody'],1,1,7.9027064e-05,3.1117972e-05,0.9998022,7.856226e-06,7.985611e-05,0.003048441,10,12
2,PART_OF,2,PART_OF,skin,grape,True,['Ġskin'],['Ġgrape'],1,1,0.00031697095,0.00022123518,0.9990404,2.3630531e-05,0.0003977614,0.01261046,10,3
2,PART_OF,2,PART_OF,skin,peach,True,['Ġskin'],['Ġpeach'],1,1,0.0007913043,0.00023864837,0.9984939,3.1364336e-05,0.00044477472,0.018617626,10,5
2,PART_OF,3,RANDOM,skin,vessel,False,['Ġskin'],['Ġvessel'],1,1,8.5979016e-05,8.464757e-05,0.99967766,1.042295e-05,0.00014128076,0.004750655,10,3
2,PART_OF,3,RANDOM,skin,education,False,['Ġskin'],['Ġeducation'],1,1,0.023781031,0.0019051885,0.9571471,0.00085131277,0.016315294,0.31152642,10,6
2,PART_OF,3,RANDOM,skin,flat,False,['Ġskin'],['Ġflat'],1,1,0.28228503,0.0076947613,0.68618286,0.0021321168,0.021705246,1.0808243,10,24
2,PART_OF,3,RANDOM,skin,freedom,False,['Ġskin'],['Ġfreedom'],1,1,0.09635762,0.0039430484,0.8553153,0.005519969,0.038863927,0.7730913,10,2
3,RANDOM,3,RANDOM,skin,huge,True,['Ġskin'],['Ġhuge'],1,1,0.049765717,0.009782305,0.21900178,0.7055758,0.015874276,1.2104311,10,1
2,PART_OF,2,PART_OF,dish,meal,True,['Ġdish'],['Ġmeal'],1,1,0.00032696011,0.00012226442,0.998992,9.859884e-06,0.0005488378,0.012936892,8,3
2,PART_OF,1,HYPER,dish,container,False,['Ġdish'],['Ġcontainer'],1,1,9.053814e-05,0.00018783478,0.9994791,8.507392e-06,0.00023416759,0.007259937,8,1
2,PART_OF,4,SYN,dish,plate,False,['Ġdish'],['Ġplate'],1,1,8.901206e-05,8.19876e-05,0.99964213,7.3928236e-06,0.00017952078,0.005186724,8,16
2,PART_OF,3,RANDOM,dish,clergyman,False,['Ġdish'],"['Ġclergy', 'man']",1,2,0.026787264,0.01954877,0.9304434,0.0013411288,0.021879427,0.48108733,8,1
2,PART_OF,3,RANDOM,dish,darkness,False,['Ġdish'],['Ġdarkness'],1,1,0.29110682,0.011486068,0.5569859,0.119476944,0.020944258,1.5455854,8,6
2,PART_OF,3,RANDOM,dish,farm,False,['Ġdish'],['Ġfarm'],1,1,0.00061378675,0.0002422497,0.9987153,2.1578573e-05,0.0004071328,0.016230755,8,4
2,PART_OF,3,RANDOM,dish,jail,False,['Ġdish'],['Ġjail'],1,1,0.003853991,0.016071854,0.9720905,0.00024496872,0.007738714,0.22359724,8,2
2,PART_OF,3,RANDOM,dish,mystery,False,['Ġdish'],['Ġmystery'],1,1,0.37492216,0.0076374137,0.6006094,0.005737833,0.011093111,1.1408622,8,2
2,PART_OF,3,RANDOM,dish,question,False,['Ġdish'],['Ġquestion'],1,1,0.010743448,0.0008878432,0.98415554,0.0002859652,0.0039272625,0.13669775,8,11
2,PART_OF,3,RANDOM,dish,tan,False,['Ġdish'],['Ġtan'],1,1,0.004491645,0.003221356,0.98719317,0.0003289467,0.004764898,0.12061171,8,6
2,PART_OF,0,ANT,follow,lead,False,['Ġfollow'],['Ġlead'],1,1,0.11331956,0.003021401,0.84492457,0.00035036495,0.038384065,0.77124906,24,31
2,PART_OF,1,HYPER,follow,understand,False,['Ġfollow'],['Ġunderstand'],1,1,0.026589852,0.0033834425,0.90784526,0.00013239286,0.062049177,0.54409134,24,5
2,PART_OF,4,SYN,follow,tail,False,['Ġfollow'],['Ġtail'],1,1,0.1468133,0.0063326433,0.8153787,0.0017428361,0.029732546,0.8594829,24,11
2,PART_OF,3,RANDOM,follow,bus,False,['Ġfollow'],['Ġbus'],1,1,0.016412003,0.0019474712,0.9745914,0.0002265785,0.0068225674,0.202866,24,7
2,PART_OF,3,RANDOM,follow,chest,False,['Ġfollow'],['Ġchest'],1,1,0.029123303,0.001884573,0.9602253,0.00357616,0.005190631,0.29032326,24,4
