pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ANT,HYPER,PART_OF,RANDOM,SYN,entropy,nsynsests_source,nsynsests_target
0,ANT,1,HYPER,coach,teach,False,['coach'],['teach'],1,1,0.78561676,0.0063050506,0.0010634244,0.002447261,0.2045675,0.8196198,7,3
0,ANT,1,HYPER,coach,teacher,False,['coach'],['teacher'],1,1,0.9968244,0.000830072,0.00017148546,0.000193282,0.0019807834,0.035386123,7,2
3,RANDOM,3,RANDOM,coach,coat,True,['coach'],['coat'],1,1,2.8913417e-05,4.244286e-05,5.268335e-05,0.9998393,3.6582802e-05,0.0025720529,7,6
3,RANDOM,3,RANDOM,coach,dog,True,['coach'],['dog'],1,1,4.54571e-05,4.5244702e-05,5.8804715e-05,0.9998128,3.7722693e-05,0.0029594945,7,8
3,RANDOM,3,RANDOM,coach,performance,True,['coach'],['performance'],1,1,5.5186203e-05,5.64684e-05,7.2037765e-05,0.999764,5.2277006e-05,0.003652783,7,5
3,RANDOM,3,RANDOM,coach,pit,True,['coach'],['pit'],1,1,3.3041946e-05,4.0370218e-05,4.4285523e-05,0.9998466,3.571075e-05,0.002470481,7,14
3,RANDOM,3,RANDOM,coach,rain,True,['coach'],['rain'],1,1,3.4800614e-05,4.0219165e-05,4.6415927e-05,0.99984956,2.898873e-05,0.0024247647,7,4
3,RANDOM,3,RANDOM,coach,rear,True,['coach'],['rear'],1,1,4.035594e-05,4.9559803e-05,4.984748e-05,0.99979895,6.125202e-05,0.003157459,7,11
3,RANDOM,3,RANDOM,coach,ride,True,['coach'],['ride'],1,1,0.0021787619,0.35143003,0.0039018241,0.62539697,0.01709242,1.1045177,7,16
3,RANDOM,3,RANDOM,coach,side,True,['coach'],['side'],1,1,3.5180547e-05,4.3845783e-05,5.6600034e-05,0.9998246,3.9784038e-05,0.0027883218,7,14
1,HYPER,1,HYPER,dance,move,True,['dance'],['move'],1,1,0.00022473042,0.99892104,0.00027277938,0.00017229989,0.0004092175,0.014269009,7,21
3,RANDOM,3,RANDOM,dance,bring,True,['dance'],['bring'],1,1,3.9516508e-05,3.3102435e-05,3.326532e-05,0.99986553,2.8627013e-05,0.002191541,7,11
3,RANDOM,3,RANDOM,dance,human,True,['dance'],['human'],1,1,0.00062988047,0.0054541356,0.013119796,0.9805043,0.0002920157,0.1610096,7,4
3,RANDOM,3,RANDOM,dance,idea,True,['dance'],['idea'],1,1,3.4386692e-05,3.6077796e-05,5.82267e-05,0.9998348,3.6513724e-05,0.002638069,7,5
3,RANDOM,3,RANDOM,dance,idle,True,['dance'],['idle'],1,1,0.0010086375,6.0014427e-05,6.293382e-05,0.998796,7.244716e-05,0.014491626,7,10
3,RANDOM,3,RANDOM,dance,lens,True,['dance'],['lens'],1,1,3.151653e-05,3.7368744e-05,5.4525266e-05,0.9998412,3.5454254e-05,0.0025463288,7,5
3,RANDOM,3,RANDOM,dance,mark,True,['dance'],['mark'],1,1,4.9962353e-05,3.5084617e-05,4.306244e-05,0.9998368,3.5029487e-05,0.0026114692,7,30
3,RANDOM,3,RANDOM,dance,transport,True,['dance'],['transport'],1,1,3.743998e-05,3.5898393e-05,3.912138e-05,0.9998603,2.7124677e-05,0.0022662855,7,11
3,RANDOM,3,RANDOM,dance,unknown,True,['dance'],['unknown'],1,1,3.578164e-05,3.44836e-05,4.0729534e-05,0.9998585,3.053557e-05,0.0022958037,7,8
0,ANT,0,ANT,copy,original,True,['copy'],['original'],1,1,0.9982724,0.00024434677,0.00018916762,0.0002357134,0.0010582516,0.021062005,8,6
3,RANDOM,3,RANDOM,copy,busy,True,['copy'],['busy'],1,1,4.7392798e-05,4.9050024e-05,3.915677e-05,0.99982125,4.320455e-05,0.0028405003,8,6
3,RANDOM,3,RANDOM,copy,cattle,True,['copy'],['cattle'],1,1,3.1154716e-05,3.425235e-05,4.130566e-05,0.99985886,3.4392113e-05,0.0022894973,8,1
3,RANDOM,3,RANDOM,copy,generous,True,['copy'],['generous'],1,1,3.335668e-05,4.3339376e-05,3.7544072e-05,0.9998529,3.2904547e-05,0.0023785422,8,3
3,RANDOM,3,RANDOM,copy,hand,True,['copy'],['hand'],1,1,4.0777366e-05,4.410523e-05,4.326342e-05,0.9998325,3.9360697e-05,0.0026774989,8,16
0,ANT,3,RANDOM,copy,join,False,['copy'],['join'],1,1,0.9940852,0.0017179322,0.0002940771,0.0027487685,0.0011538569,0.06238181,8,7
3,RANDOM,3,RANDOM,copy,joint,True,['copy'],['joint'],1,1,3.6958772e-05,3.3914563e-05,4.288188e-05,0.9998436,4.2722073e-05,0.0025156299,8,13
3,RANDOM,3,RANDOM,copy,nose,True,['copy'],['nose'],1,1,3.084839e-05,4.1173946e-05,5.4473418e-05,0.999835,3.846305e-05,0.0026356545,8,14
3,RANDOM,3,RANDOM,copy,rent,True,['copy'],['rent'],1,1,5.7810703e-05,5.009043e-05,5.5490756e-05,0.9997801,5.646086e-05,0.0034278175,8,9
3,RANDOM,3,RANDOM,copy,south,True,['copy'],['south'],1,1,3.7532005e-05,3.774346e-05,3.651411e-05,0.999851,3.71823e-05,0.0024067198,8,7
1,HYPER,1,HYPER,dollar,coin,True,['dollar'],['coin'],1,1,0.00023343081,0.9989813,0.00035256884,0.00018693547,0.00024564215,0.013589607,4,3
1,HYPER,1,HYPER,dollar,money,True,['dollar'],['money'],1,1,0.00021270155,0.9990108,0.0003813098,0.00016936421,0.00022582876,0.013208637,4,3
3,RANDOM,3,RANDOM,dollar,air,True,['dollar'],['air'],1,1,3.3433287e-05,4.0765502e-05,5.7046796e-05,0.99983716,3.1595493e-05,0.002603029,4,15
3,RANDOM,3,RANDOM,dollar,build,True,['dollar'],['build'],1,1,3.746352e-05,4.8323807e-05,4.812926e-05,0.9998299,3.6116246e-05,0.002712268,4,12
3,RANDOM,3,RANDOM,dollar,communism,True,['dollar'],['communism'],1,1,3.2285472e-05,3.7901948e-05,7.4496435e-05,0.9998155,3.984709e-05,0.0029083597,4,2
3,RANDOM,3,RANDOM,dollar,dictionary,True,['dollar'],['dictionary'],1,1,3.0200872e-05,3.9589486e-05,6.1101644e-05,0.9998367,3.237619e-05,0.002606165,4,1
3,RANDOM,3,RANDOM,dollar,enjoy,True,['dollar'],['enjoy'],1,1,4.0218278e-05,5.2390227e-05,5.706964e-05,0.9998093,4.103189e-05,0.003009785,4,5
3,RANDOM,3,RANDOM,dollar,event,True,['dollar'],['event'],1,1,3.1859898e-05,4.859908e-05,7.964067e-05,0.99980813,3.1782696e-05,0.0030083377,4,4
