pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ant,hyper,part_of,random,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10
3,random,Ġrandom,1,hyper,Ġsubclass,coach,teach,False,['Ġcoach'],['Ġteach'],1,1,6.0640134e-05,0.0007256847,2.0213301e-06,0.83619016,0.16302156,0.6508792,7,3,Ġrandom,Ġequivalent,Ġsubclass,Ġcontrary,Ġorder,Ġrequired,Ġcapable,ĠRandom,Ġintended,Ġinstance
3,random,Ġrandom,1,hyper,Ġsubclass,coach,teacher,False,['Ġcoach'],['Ġteacher'],1,1,0.040216442,0.0003447964,0.0005948759,0.68830115,0.27054286,1.0779667,7,2,Ġrandom,Ġequivalent,Ġcontrary,Ġpart,Ġsubclass,Ġsimilar,Ġsuperior,Ġcoach,Ġsubstitute,Ġcounterpart
3,random,Ġrandom,3,random,Ġrandom,coach,coat,True,['Ġcoach'],['Ġcoat'],1,1,6.233015e-08,1.513817e-08,5.168509e-10,0.99999976,1.1652204e-07,4.842909e-06,7,6,Ġrandom,Ġrandomly,ĠRandom,Ġequivalent,Ġcontrary,random,Ġsubclass,Ġstupid,Ġrandomized,Ġsport
3,random,Ġrandom,3,random,Ġrandom,coach,dog,True,['Ġcoach'],['Ġdog'],1,1,2.1887409e-07,5.4419575e-05,2.3633903e-07,0.9999428,2.2120535e-06,0.0009048595,7,8,Ġrandom,Ġsubclass,Ġequivalent,Ġrandomly,Ġsort,Ġtype,ĠRandom,Ġkind,Ġbreed,Ġpart
3,random,Ġrandom,3,random,Ġrandom,coach,performance,True,['Ġcoach'],['Ġperformance'],1,1,6.15677e-08,5.577055e-10,1.8405046e-09,0.9999999,6.8544836e-09,1.8171837e-06,7,5,Ġrandom,Ġcontrary,Ġrandomly,Ġarbitrary,ĠRandom,Ġcorrelated,Ġequivalent,Ġbiased,random,Ġunpredictable
3,random,Ġrandom,3,random,Ġrandom,coach,pit,True,['Ġcoach'],['Ġpit'],1,1,8.350925e-10,5.305336e-14,5.1188433e-12,1.0,7.841594e-12,2.5667799e-08,7,14,Ġrandom,Ġrandomly,ĠRandom,random,Random,Ġcontrary,Ġrandomized,Ġstupid,Ġuseless,Ġstranger
3,random,Ġrandom,3,random,Ġrandom,coach,rain,True,['Ġcoach'],['Ġrain'],1,1,1.1755036e-09,1.7172356e-12,1.0518782e-11,1.0,2.791022e-10,4.4179224e-08,7,4,Ġrandom,Ġrandomly,ĠRandom,random,Ġrandomized,Ġcontrary,Ġunlucky,Ġstranger,Ġlucky,Ġchance
3,random,Ġrandom,3,random,Ġrandom,coach,rear,True,['Ġcoach'],['Ġrear'],1,1,3.282956e-07,1.3212754e-09,8.952488e-09,0.9999995,7.255884e-08,9.672078e-06,7,11,Ġrandom,ĠRandom,Ġcontrary,Ġrandomly,Ġequivalent,Ġrandomized,random,Ġodd,Ġpart,Ġbiased
1,hyper,Ġsubclass,3,random,Ġrandom,coach,ride,False,['Ġcoach'],['Ġride'],1,1,4.644846e-10,0.9999776,9.480968e-09,1.866974e-05,3.7236068e-06,0.000393036,7,16,Ġsubclass,Ġrandom,Ġclass,Ġequivalent,Ġsort,Ġtype,Ġkind,Ġgroup,Ġcategory,Ġform
3,random,Ġrandom,3,random,Ġrandom,coach,side,True,['Ġcoach'],['Ġside'],1,1,9.92572e-08,3.266639e-11,9.229119e-09,0.9999999,1.6168654e-08,3.147082e-06,7,14,Ġrandom,Ġrandomly,ĠRandom,Ġcontrary,Ġodd,Ġequivalent,Ġrandomized,Ġpart,Ġwild,random
1,hyper,Ġsubclass,1,hyper,Ġsubclass,dance,move,True,['Ġdance'],['Ġmove'],1,1,8.971751e-14,1.0,3.962668e-10,1.7405891e-12,9.6267674e-11,1.5651633e-08,7,21,Ġsubclass,Ġgroup,Ġclass,Ġcategory,Ġtype,ĠGroup,Ġseries,Ġnumber,Ġcollection,Ġpart
3,random,Ġrandom,3,random,Ġrandom,dance,bring,True,['Ġdance'],['Ġbring'],1,1,2.8069794e-10,1.7245866e-10,8.9436375e-12,1.0,2.270558e-09,8.002572e-08,7,11,Ġrandom,Ġrandomly,ĠRandom,random,Ġrandomized,Ġequivalent,Ġarbitrary,Ġuseless,Ġuniversal,Random
2,part_of,Ġpart,3,random,Ġrandom,dance,human,False,['Ġdance'],['Ġhuman'],1,1,5.7034305e-07,0.00060678524,0.9679711,0.03142067,8.2544227e-07,0.20882924,7,4,Ġpart,Ġrandom,Ġsubclass,Ġbehavior,Ġmovement,Ġbehaviour,Ġact,Ġaction,Ġinstinct,Ġsubset
3,random,Ġrandom,3,random,Ġrandom,dance,idea,True,['Ġdance'],['Ġidea'],1,1,9.84738e-10,7.753183e-11,7.9818145e-11,1.0,1.176863e-09,6.965298e-08,7,5,Ġrandom,Ġrandomly,Ġdance,random,ĠRandom,Ġarbitrary,Ġequivalent,Ġcontrary,Ġrandomized,Ġnonsensical
3,random,Ġrandom,3,random,Ġrandom,dance,idle,True,['Ġdance'],['Ġidle'],1,1,7.1394693e-06,1.2245191e-10,1.2920488e-09,0.99999285,3.971843e-09,0.00013252655,7,10,Ġrandom,Ġcontrary,Ġrandomly,Ġnonsensical,ĠRandom,random,Ġarbitrary,Ġidle,Ġirrational,Ġpointless
3,random,Ġrandom,3,random,Ġrandom,dance,lens,True,['Ġdance'],['Ġlens'],1,1,1.2565026e-12,1.0459712e-13,8.0128623e-13,1.0,4.6587864e-12,2.617539e-10,7,5,Ġrandom,Ġrandomly,ĠRandom,random,Random,Ġrandomized,Ġspontaneous,Ġnonsensical,Ġchance,Ġdance
