pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ant,hyper,part_of,random,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10
3,random,random,1,hyper,minor,coach,teach,False,['coach'],['teach'],1,1,0.04856017,0.002813825,2.979429e-05,0.9363053,0.012290985,0.403114,7,3,random,contrary,synonym,minor,part,and,or,author,/,can
4,syn,synonym,1,hyper,minor,coach,teacher,False,['coach'],['teacher'],1,1,0.03706011,0.00023934172,2.6668902e-05,5.393062e-06,0.9626684,0.23240188,7,2,synonym,contrary,minor,part,random,substitute,/,or,and,parent
3,random,random,3,random,random,coach,coat,True,['coach'],['coat'],1,1,4.2759405e-09,3.561621e-08,8.383022e-09,1.0,1.8938803e-08,1.7108969e-06,7,6,random,white,red,minor,synonym,fancy,black,grey,part,wild
3,random,random,3,random,random,coach,dog,True,['coach'],['dog'],1,1,0.0208664,0.004071353,0.00030557055,0.9739258,0.00083087716,0.19801065,7,8,random,contrary,minor,synonym,part,bad,mean,wild,stray,small
3,random,random,3,random,random,coach,performance,True,['coach'],['performance'],1,1,7.90657e-06,9.421769e-05,1.643756e-06,0.99988043,1.5873282e-05,0.0018513509,7,5,random,minor,synonym,individual,contrary,best,specific,average,personal,good
3,random,random,3,random,random,coach,pit,True,['coach'],['pit'],1,1,3.4211662e-05,5.9661813e-09,3.8419905e-08,0.9999654,4.0540888e-07,0.0005672992,7,14,random,contrary,synonym,part,minor,randomly,wrong,wild,blank,the
3,random,random,3,random,random,coach,rain,True,['coach'],['rain'],1,1,9.729903e-07,2.568944e-09,7.358312e-09,0.9999989,1.0211471e-07,2.3623057e-05,7,4,random,contrary,synonym,part,minor,white,randomly,mistake,wild,caution
3,random,random,3,random,random,coach,rear,True,['coach'],['rear'],1,1,2.6439218e-06,3.4048522e-08,1.2385509e-07,0.99999356,3.696701e-06,0.00012867067,7,11,random,synonym,contrary,part,minor,##esian,specific,driver,##ena,direction
3,random,random,3,random,random,coach,ride,True,['coach'],['ride'],1,1,1.5369594e-06,1.0431964e-05,6.803627e-08,0.9999852,2.6005603e-06,0.00027333683,7,16,random,minor,synonym,contrary,part,wild,player,&,specific,author
3,random,random,3,random,random,coach,side,True,['coach'],['side'],1,1,4.077208e-06,1.6630335e-07,1.2010746e-06,0.99999416,4.4104027e-07,0.000118103824,7,14,random,contrary,part,synonym,minor,wild,the,whole,particular,wrong
1,hyper,minor,1,hyper,minor,dance,move,True,['dance'],['move'],1,1,1.0849635e-12,1.0,3.9640588e-10,1.3944647e-10,1.5950922e-09,6.360372e-08,7,21,minor,major,background,small,key,main,##nu,principal,group,recurring
3,random,random,3,random,random,dance,bring,True,['dance'],['bring'],1,1,2.8317947e-07,4.6430694e-07,6.604568e-10,0.9999988,5.112454e-07,2.852465e-05,7,11,random,synonym,minor,contrary,randomly,unexpected,wild,quick,regular,common
1,hyper,minor,3,random,random,dance,human,False,['dance'],['human'],1,1,7.2588635e-05,0.59305274,0.04741199,0.35946083,1.8281058e-06,1.1872013,7,4,minor,random,part,non,small,little,normal,-,regular,as
3,random,random,3,random,random,dance,idea,True,['dance'],['idea'],1,1,1.0202132e-08,1.417621e-07,2.9533123e-08,0.9999999,1.7840664e-08,4.8658435e-06,7,5,random,minor,bad,wild,part,synonym,contrary,specific,good,simple
3,random,random,3,random,random,dance,idle,True,['dance'],['idle'],1,1,2.0983585e-08,6.1029732e-09,2.9731365e-10,1.0,9.868834e-10,7.4068083e-07,7,10,random,contrary,minor,randomly,idle,synonym,part,wild,constant,casual
3,random,random,3,random,random,dance,lens,True,['dance'],['lens'],1,1,4.6050067e-10,1.1952471e-10,2.0594314e-10,1.0,9.825892e-11,2.8115915e-08,7,5,random,contrary,part,without,multiple,minor,unknown,synonym,##card,specific
3,random,random,3,random,random,dance,mark,True,['dance'],['mark'],1,1,6.392468e-10,1.3964227e-06,2.955915e-09,0.9999982,3.0153655e-07,3.6202855e-05,7,30,random,minor,synonym,specific,code,common,short,season,standard,key
3,random,random,3,random,random,dance,transport,True,['dance'],['transport'],1,1,2.8299047e-08,3.207236e-07,2.790268e-07,0.9999982,1.1411571e-06,3.8724982e-05,7,11,random,synonym,minor,part,contrary,public,player,specific,character,stage
3,random,random,3,random,random,dance,unknown,True,['dance'],['unknown'],1,1,2.158884e-09,4.0121517e-08,9.136523e-08,0.9999999,6.218893e-09,3.525954e-06,7,8,random,part,minor,synonym,number,unknown,dates,date,total,contrary
4,syn,synonym,0,ant,contrary,copy,original,False,['copy'],['original'],1,1,0.020874197,0.011385648,0.00033989383,1.1054696e-08,0.9674004,0.24020879,8,6,synonym,contrary,minor,part,subspecies,not,italics,version,name,line
3,random,random,3,random,random,copy,busy,True,['copy'],['busy'],1,1,6.6852954e-05,4.175613e-06,1.012992e-09,0.99992764,1.2750114e-06,0.0011310767,8,6,random,contrary,minor,synonym,randomly,not,too,author,computer,is
3,random,random,3,random,random,copy,cattle,True,['copy'],['cattle'],1,1,3.425628e-08,3.3884928e-10,2.8209193e-09,1.0,3.5954255e-09,1.0411567e-06,8,1,random,wild,contrary,synonym,part,normal,of,stray,randomly,bad
3,random,random,3,random,random,copy,generous,True,['copy'],['generous'],1,1,1.2783115e-06,1.582231e-08,2.9206155e-09,0.9999987,7.684413e-09,2.753169e-05,8,3,random,contrary,minor,least,synonym,author,more,of,randomly,part
3,random,random,3,random,random,copy,hand,True,['copy'],['hand'],1,1,1.3824176e-07,6.176223e-05,9.950977e-07,0.9999372,5.029694e-10,0.0009774264,8,16,random,second,first,third,minor,by,free,one,2nd,3rd
3,random,random,3,random,random,copy,join,True,['copy'],['join'],1,1,0.016019586,0.1660686,1.7113854e-06,0.804285,0.013625045,0.8628822,8,7,random,minor,contrary,synonym,another,author,other,others,and,player
3,random,random,3,random,random,copy,joint,True,['copy'],['joint'],1,1,0.00014577348,1.1773316e-05,1.2523782e-06,0.99945015,0.0003908921,0.007293215,8,13,random,synonym,contrary,minor,part,multiple,code,all,/,editor
3,random,random,3,random,random,copy,nose,True,['copy'],['nose'],1,1,9.472029e-10,3.9832568e-10,1.5449073e-10,1.0,2.3448718e-10,5.336715e-08,8,14,random,wild,contrary,short,wrong,bad,minor,the,synonym,long
3,random,random,3,random,random,copy,rent,True,['copy'],['rent'],1,1,5.0499007e-06,1.614738e-06,5.357936e-07,0.99999166,1.1970716e-06,0.0001668437,8,9,random,contrary,minor,synonym,part,low,zero,high,negative,no
3,random,random,3,random,random,copy,south,True,['copy'],['south'],1,1,1.016958e-06,6.3542904e-10,1.9341835e-09,0.9999989,5.556504e-10,2.1799233e-05,8,7,random,contrary,wild,bad,randomly,magnetic,wrong,unknown,part,the
4,syn,synonym,1,hyper,minor,dollar,coin,False,['dollar'],['coin'],1,1,0.0005103369,0.39029366,0.0053322758,7.411264e-08,0.60386366,1.015054,4,3,synonym,minor,part,contrary,small,subspecies,smaller,partial,half,other
1,hyper,minor,1,hyper,minor,dollar,money,True,['dollar'],['money'],1,1,5.0830595e-10,0.9999933,4.8535077e-07,7.621423e-11,6.188051e-06,0.0001268954,4,3,minor,synonym,minors,part,lesser,major,small,family,smaller,subsidiary
3,random,random,3,random,random,dollar,air,True,['dollar'],['air'],1,1,8.0722556e-10,2.7145686e-10,3.765373e-09,1.0,6.175873e-11,1.4047663e-07,4,15,random,part,contrary,blank,wild,free,dollar,minor,white,total
3,random,random,3,random,random,dollar,build,True,['dollar'],['build'],1,1,5.2034665e-10,3.5523855e-09,2.7619187e-09,1.0,1.1674959e-08,5.0194234e-07,4,12,random,synonym,minor,part,contrary,player,randomly,quick,limited,prime
3,random,random,3,random,random,dollar,communism,True,['dollar'],['communism'],1,1,2.0925845e-07,2.4614039e-08,1.5779314e-06,0.9999982,1.7078907e-08,3.8697955e-05,4,2,random,part,contrary,minor,synonym,wild,spread,reverse,anti,player
3,random,random,3,random,random,dollar,dictionary,True,['dollar'],['dictionary'],1,1,3.1965006e-09,2.9479914e-09,3.18389e-07,0.9999995,1.3718392e-07,1.0774817e-05,4,1,random,part,synonym,##verse,dictionary,chance,randomly,street,sum,universe
3,random,random,3,random,random,dollar,enjoy,True,['dollar'],['enjoy'],1,1,2.4558748e-08,2.2758272e-08,4.05412e-09,1.0,1.8535511e-08,1.7877434e-06,4,5,random,contrary,minor,synonym,part,randomly,player,fans,total,universe
3,random,random,3,random,random,dollar,event,True,['dollar'],['event'],1,1,2.3424302e-09,4.555548e-06,7.473012e-08,0.99999535,4.4588507e-08,9.046579e-05,4,4,random,minor,part,synonym,all,specific,player,particular,multiple,special
3,random,random,3,random,random,dollar,illness,True,['dollar'],['illness'],1,1,1.3335037e-10,6.548474e-08,1.0645159e-09,0.9999999,8.577294e-11,1.6877096e-06,4,1,random,minor,part,casual,contrary,unknown,multiple,side,synonym,total
3,random,random,3,random,random,dollar,player,True,['dollar'],['player'],1,1,3.9339285e-10,6.021617e-08,4.5195654e-07,0.9999994,2.3247162e-09,1.18232165e-05,4,5,random,part,minor,card,randomly,sum,per,synonym,particular,prime
