pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ant,hyper,part_of,random,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10
3,random,Ġrandom,1,hyper,Ġsubclass,coach,teach,False,['Ġcoach'],['Ġteach'],1,1,0.0001121191,0.008598774,2.488796e-07,0.991176,0.00011279605,0.0746316,7,3,Ġrandom,Ġsubclass,Ġequivalent,Ġcontrary,Ġrandomly,Ġarbitrary,ĠRandom,Ġkind,Ġunrelated,Ġgroup
1,hyper,Ġsubclass,1,hyper,Ġsubclass,coach,teacher,True,['Ġcoach'],['Ġteacher'],1,1,0.00023902458,0.9950069,6.549507e-08,0.0047095693,4.4375964e-05,0.04711009,7,2,Ġsubclass,Ġrandom,Ġcontrary,Ġequivalent,Ġkind,Ġclass,Ġspecial,Ġgroup,Ġsort,Ġsubset
3,random,Ġrandom,3,random,Ġrandom,coach,coat,True,['Ġcoach'],['Ġcoat'],1,1,3.3241454e-10,3.3136371e-10,2.8467122e-09,1.0,5.092788e-10,1.1743592e-07,7,6,Ġrandom,Ġrandomly,ĠRandom,random,Ġrandomized,Ġwild,Ġpart,Ġunpredictable,Ġarbitrary,Ġanonymous
3,random,Ġrandom,3,random,Ġrandom,coach,dog,True,['Ġcoach'],['Ġdog'],1,1,8.0907725e-09,2.8116922e-08,1.10244045e-08,1.0,1.7842494e-09,1.2660541e-06,7,8,Ġrandom,Ġrandomly,ĠRandom,Ġsubclass,Ġwild,Ġrandomized,random,Ġpart,Ġcontrary,Ġweird
3,random,Ġrandom,3,random,Ġrandom,coach,performance,True,['Ġcoach'],['Ġperformance'],1,1,5.0973776e-09,3.7605927e-09,2.6920187e-08,1.0,1.6333837e-08,1.3451373e-06,7,5,Ġrandom,Ġrandomly,ĠRandom,Ġpart,Ġequivalent,Ġarbitrary,Ġcoach,random,Ġindividual,Ġunpredictable
3,random,Ġrandom,3,random,Ġrandom,coach,pit,True,['Ġcoach'],['Ġpit'],1,1,1.2013071e-08,1.959359e-10,7.3228584e-08,0.9999999,4.3663757e-09,2.2653808e-06,7,14,Ġrandom,Ġrandomly,Ġpart,ĠRandom,Ġcontrary,random,Ġrandomized,Ġarbitrary,Ġluck,Ġwild
3,random,Ġrandom,3,random,Ġrandom,coach,rain,True,['Ġcoach'],['Ġrain'],1,1,4.1647547e-10,6.583317e-11,6.9942613e-10,1.0,4.1094717e-10,4.9289643e-08,7,4,Ġrandom,Ġrandomly,ĠRandom,random,Ġwild,Ġrandomized,Ġunpredictable,Ġarbitrary,Ġpart,Ġchance
3,random,Ġrandom,3,random,Ġrandom,coach,rear,True,['Ġcoach'],['Ġrear'],1,1,1.1003858e-07,2.1354736e-09,2.741566e-07,0.9999994,2.239027e-07,1.43873685e-05,7,11,Ġrandom,Ġrandomly,ĠRandom,Ġpart,Ġequivalent,Ġcontrary,Ġunexpected,Ġodd,Ġbuggy,Ġweird
1,hyper,Ġsubclass,3,random,Ġrandom,coach,ride,False,['Ġcoach'],['Ġride'],1,1,7.622927e-11,1.0,1.6648352e-10,3.2069003e-10,3.2406728e-08,8.243354e-07,7,16,Ġsubclass,Ġclass,Ġequivalent,Ġsubset,Ġkind,Ġtype,Ġcategory,Ġgroup,Ġsort,Ġrandom
2,part_of,Ġpart,3,random,Ġrandom,coach,side,False,['Ġcoach'],['Ġside'],1,1,3.1640753e-05,5.9328872e-06,0.52983344,0.4701232,5.7418247e-06,0.9981217,7,14,Ġpart,Ġrandom,Ġcoach,Ġside,Ġone,Ġcontrary,Ġmember,Ġhalf,Ġrandomly,Ġsubclass
