pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,ant,hyper,part_of,random,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10
0,ant,contrary,1,hyper,minor,coach,teach,False,['coach'],['teach'],1,1,0.99990344,9.475764e-05,3.8121104e-08,2.9004699e-09,1.7631887e-06,0.0014404951,7,3,contrary,minor,synonym,opposite,non,not,reverse,part,converse,alternative
0,ant,contrary,1,hyper,minor,coach,teacher,False,['coach'],['teacher'],1,1,0.9980539,0.00013660837,1.1745409e-06,5.207249e-09,0.0018083428,0.021057917,7,2,contrary,synonym,minor,opposite,part,not,non,otherwise,other,substitute
3,random,random,3,random,random,coach,coat,True,['coach'],['coat'],1,1,9.758369e-08,3.5548584e-09,3.7991352e-08,0.99999976,1.2792513e-07,6.58208e-06,7,6,random,synonym,contrary,part,randomly,mystery,coach,black,minor,red
3,random,random,3,random,random,coach,dog,True,['coach'],['dog'],1,1,1.6950837e-07,3.0921516e-09,8.9430365e-09,0.9999999,1.3951703e-09,4.352148e-06,7,8,random,contrary,stray,part,guide,hot,randomly,wild,mystery,tricky
3,random,random,3,random,random,coach,performance,True,['coach'],['performance'],1,1,1.642968e-06,9.228568e-06,2.120798e-06,0.9999845,2.5423815e-06,0.0002956734,7,5,random,minor,synonym,part,contrary,statistical,subjective,selective,summary,multiple
3,random,random,3,random,random,coach,pit,True,['coach'],['pit'],1,1,1.1865419e-08,2.0473451e-10,6.9595685e-10,1.0,1.1584054e-09,3.7454876e-07,7,14,random,randomly,contrary,the,chance,red,anonymous,statistical,synonym,pit
3,random,random,3,random,random,coach,rain,True,['coach'],['rain'],1,1,6.2094735e-08,7.009495e-11,3.4242262e-10,0.9999999,8.8219605e-11,1.5886767e-06,7,4,random,contrary,randomly,strange,part,rain,chance,statistical,synonym,the
3,random,random,3,random,random,coach,rear,True,['coach'],['rear'],1,1,5.347704e-08,3.6224546e-09,1.1202038e-09,0.9999994,5.633897e-07,1.3982225e-05,7,11,random,synonym,contrary,anonymous,coach,randomly,rear,minor,wild,false
1,hyper,minor,3,random,random,coach,ride,False,['coach'],['ride'],1,1,1.02227705e-05,0.9986576,1.1195626e-06,0.001125669,0.00020539426,0.015668867,7,16,minor,random,synonym,short,contrary,small,lesser,anonymous,casual,part
3,random,random,3,random,random,coach,side,True,['coach'],['side'],1,1,2.047957e-07,9.735088e-09,1.4345384e-08,0.99999976,2.0660782e-08,5.968691e-06,7,14,random,opposite,contrary,wild,wrong,blind,unknown,opposing,randomly,reverse
