pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,grade,results,toks_source,toks_target,n_toks_source,n_toks_target,ant_logit,cohyp_logit,hyp_logit,mero_logit,no-rel_logit,r-hyp_logit,syn_logit,ant,cohyp,hyp,mero,no-rel,r-hyp,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
1,cohyp,Ġcoordinated,1,cohyp,Ġcoordinated,radish,carrot,0.09,True,"['Ġrad', 'ish']",['Ġcarrot'],2,1,13.101813,20.814451,15.187409,16.11544,12.626888,14.579648,16.383343,0.0004352621,0.973435,0.0035035936,0.008862423,0.00027070328,0.0019079471,0.011585132,0.22662994,5,4,Ġcoordinated,Ġequivalent,Ġpart,Ġsubclass,Ġmajor,Ġcontrary,Ġcoordinate,Ġrandom,Ġand,Ġor,Ġsynchronized,Ġrelated,Ġcoordination,Ġcoordinating
2,hyp,Ġsubclass,1,cohyp,Ġcoordinated,swing,push,1.83,False,['Ġswing'],['Ġpush'],1,1,15.570019,19.134974,19.565384,12.982455,13.558307,16.622837,17.457129,0.009964279,0.35211626,0.5415155,0.0007493442,0.0013328167,0.028554797,0.06576688,1.50093,22,15,Ġsubclass,Ġcoordinated,Ġequivalent,Ġmajor,Ġcontrary,Ġrandom,Ġpart,Ġrelated,Ġcoordinate,Ġsimilar,Ġsignificant,Ġor,Ġsynchronized,Ġcoordination
4,no-rel,Ġrandom,4,no-rel,Ġrandom,rhyme,dinner,0.0,True,"['Ġrhy', 'me']",['Ġdinner'],2,1,9.64155,15.379027,15.074529,15.721133,19.727943,14.723344,13.696127,3.9667255e-05,0.012307983,0.009077052,0.017328525,0.95257056,0.006388916,0.0022872442,0.37504175,4,2,Ġrandom,Ġpart,Ġcoordinated,Ġsubclass,Ġmajor,Ġequivalent,ĠRandom,Ġsynchronized,Ġcontrary,Ġcoordinate,Ġrandomized,Ġof,Ġrandomly,ĠPart
3,mero,Ġpart,4,no-rel,Ġrandom,glass,cabinet,1.92,False,['Ġglass'],['Ġcabinet'],1,1,8.04657,15.478317,14.082997,20.371601,15.512066,12.488807,15.299445,4.3362006e-06,0.0073227845,0.0018142473,0.97679275,0.007574136,0.00036842434,0.0061234063,0.20420732,12,4,Ġpart,Ġrandom,Ġcoordinated,Ġequivalent,Ġsubclass,Ġmajor,ĠPart,Ġhalf,Ġparts,Ġcomponent,Ġin,Ġcore,Ġportion,Ġcoordinate
2,hyp,Ġsubclass,2,hyp,Ġsubclass,geology,study,5.38,True,"['Ġge', 'ology']",['Ġstudy'],2,1,11.701959,19.429777,24.468616,16.074879,19.468431,14.960333,17.485332,2.8137201e-06,0.006388955,0.9857572,0.00022305704,0.006640751,7.317704e-05,0.0009140464,0.1280105,1,16,Ġsubclass,Ġrandom,Ġcoordinated,Ġequivalent,Ġpart,Ġmajor,Ġrelated,Ġclass,Ġbranch,Ġcoordinate,Ġspecial,Ġgroup,Ġblock,Ġsequential
1,cohyp,Ġcoordinated,1,cohyp,Ġcoordinated,nitrogen,oxygen,0.31,True,['Ġnitrogen'],['Ġoxygen'],1,1,17.39923,21.725603,16.39763,15.575369,12.809603,14.576399,17.392372,0.012777778,0.966887,0.0046931747,0.0020623526,0.00012977945,0.00075947895,0.012690461,0.27154642,1,1,Ġcoordinated,Ġcontrary,Ġequivalent,Ġsubclass,Ġpart,Ġmajor,Ġcoordinate,Ġrandom,Ġopposite,Ġmixed,Ġcombined,Ġand,Ġcounter,Ġcoordinating
6,syn,Ġequivalent,6,syn,Ġequivalent,reason,cause,3.46,True,['Ġreason'],['Ġcause'],1,1,13.174976,15.506122,18.560429,14.465158,13.410406,16.027786,18.63143,0.0020576178,0.02117231,0.44899026,0.007476248,0.0026038175,0.03567174,0.482028,1.4090056,9,7,Ġequivalent,Ġsubclass,Ġmajor,Ġcoordinated,Ġpart,Ġrandom,Ġcontrary,Ġsimilar,Ġsignificant,Ġrelated,Ġcoordinate,Ġanalogous,Ġminor,Ġdistinct
2,hyp,Ġsubclass,2,hyp,Ġsubclass,chipmunk,squirrel,1.69,True,"['Ġchip', 'm', 'unk']",['Ġsquirrel'],3,1,11.150812,19.039616,19.670055,16.354141,14.800143,13.5538025,15.4798,0.00012522287,0.3340008,0.62739927,0.022775127,0.0048146867,0.0013844877,0.009500343,1.1902963,1,2,Ġsubclass,Ġcoordinated,Ġpart,Ġequivalent,Ġrandom,Ġmajor,Ġtype,Ġor,Ġcoordinate,Ġcontrary,Ġrelated,Ġsynchronized,Ġclass,Ġsort
6,syn,Ġequivalent,6,syn,Ġequivalent,topic,theme,3.71,True,['Ġtopic'],['Ġtheme'],1,1,12.632074,15.678284,16.060194,14.419059,14.209348,17.84271,17.9635,0.0022045365,0.046373427,0.06794082,0.013164208,0.010673785,0.40389436,0.4557489,1.6855996,2,6,Ġequivalent,Ġmajor,Ġsubclass,Ġcoordinated,Ġpart,Ġrandom,Ġcontrary,Ġsignificant,Ġsimilar,Ġminor,Ġrelated,Ġsuper,Ġmassive,Ġlike
2,hyp,Ġsubclass,2,hyp,Ġsubclass,crane,bird,5.3,True,['Ġcrane'],['Ġbird'],1,1,9.156123,15.521541,25.114738,16.96237,16.072294,12.395345,16.397736,1.17214945e-07,6.81473e-05,0.9993591,0.00028786765,0.00011820557,2.990605e-06,0.00016367236,0.008911812,6,6,Ġsubclass,Ġpart,Ġequivalent,Ġrandom,Ġcoordinated,Ġtype,Ġclass,Ġmajor,Ġrelated,Ġvariant,Ġcomponent,Ġsort,Ġcoordinate,Ġbranch
