pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,grade,results,toks_source,toks_target,n_toks_source,n_toks_target,ant_logit,cohyp_logit,hyp_logit,mero_logit,no-rel_logit,r-hyp_logit,syn_logit,ant,cohyp,hyp,mero,no-rel,r-hyp,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
1,cohyp,Ġcoordinated,1,cohyp,Ġcoordinated,radish,carrot,0.09,True,"['Ġrad', 'ish']",['Ġcarrot'],2,1,50.51453,59.93986,56.747177,53.215527,51.3313,51.166138,53.60624,7.722189e-05,0.9574359,0.03931376,0.0011501864,0.00017476664,0.00014815966,0.0017000145,0.27562204,5,4,Ġcoordinated,Ġsubclass,Ġequivalent,Ġpart,Ġcoordinate,Ġrandom,Ġmajor,Ġrelated,Ġcontrary,Ġmodified,Ġcoordination,Ġsimilar,Ġsynchronized,Ġcoordinating
2,hyp,Ġsubclass,1,cohyp,Ġcoordinated,swing,push,1.83,False,['Ġswing'],['Ġpush'],1,1,54.8252,59.096622,59.213036,53.17153,54.835316,52.318737,55.815598,0.0063667907,0.45601186,0.51231104,0.0012182654,0.0064315274,0.0005192516,0.017141353,1.2222191,22,15,Ġsubclass,Ġcoordinated,Ġequivalent,Ġrandom,Ġcontrary,Ġpart,Ġcoordinate,Ġmajor,Ġindependent,Ġcoordination,Ġsynchronized,Ġmodified,Ġopposite,Ġdifferent
4,no-rel,Ġrandom,4,no-rel,Ġrandom,rhyme,dinner,0.0,True,"['Ġrhy', 'me']",['Ġdinner'],2,1,52.351547,56.057545,56.082752,52.63583,60.74111,51.36941,52.954056,0.00022282379,0.009066837,0.009298295,0.00029609015,0.9806254,8.344982e-05,0.00040703118,0.16384049,4,2,Ġrandom,Ġsubclass,Ġcoordinated,Ġequivalent,Ġrandomly,Ġpart,Ġcontrary,Ġrandomized,ĠRandom,Ġmajor,Ġindependent,Ġunrelated,Ġcoordinate,Ġanonymous
4,no-rel,Ġrandom,4,no-rel,Ġrandom,glass,cabinet,1.92,True,['Ġglass'],['Ġcabinet'],1,1,51.881477,56.89761,57.545483,56.867264,60.21635,51.252125,54.404583,0.00020981429,0.031645622,0.06048968,0.03069973,0.8742275,0.00011181773,0.002615808,0.7527519,12,4,Ġrandom,Ġsubclass,Ġcoordinated,Ġpart,Ġequivalent,Ġrandomly,Ġcontrary,Ġindependent,Ġmajor,Ġrandomized,Ġcoordinate,Ġselected,Ġchosen,Ġspecific
2,hyp,Ġsubclass,2,hyp,Ġsubclass,geology,study,5.38,True,"['Ġge', 'ology']",['Ġstudy'],2,1,51.6542,55.69631,64.83872,54.418144,55.378807,53.388855,57.295376,1.8780484e-06,0.000106947686,0.9992436,2.9790093e-05,7.785427e-05,1.0642832e-05,0.0005292217,0.009983561,1,16,Ġsubclass,Ġequivalent,Ġcoordinated,Ġrandom,Ġclass,Ġpart,Ġkind,Ġmajor,Ġgroup,Ġcategory,Ġtype,Ġinstance,Ġsort,Ġcontrary
1,cohyp,Ġcoordinated,1,cohyp,Ġcoordinated,nitrogen,oxygen,0.31,True,['Ġnitrogen'],['Ġoxygen'],1,1,55.47417,61.24196,55.788948,53.45504,53.288055,50.857677,54.293842,0.003098262,0.9909155,0.0042444775,0.00041135884,0.00034809703,3.0633782e-05,0.0009517175,0.09095333,1,1,Ġcoordinated,Ġsubclass,Ġcontrary,Ġequivalent,Ġpart,Ġrandom,Ġcoordinate,Ġcoordination,Ġopposite,Ġmajor,Ġsynchronized,Ġindependent,Ġcoordinating,Ġcounter
2,hyp,Ġsubclass,6,syn,Ġequivalent,reason,cause,3.46,False,['Ġreason'],['Ġcause'],1,1,54.400135,58.242092,61.3227,54.661175,53.671825,53.47692,57.725044,0.000915322,0.042669214,0.9289789,0.0011883435,0.00044184813,0.00036360274,0.025442723,0.45753103,9,7,Ġsubclass,Ġcoordinated,Ġequivalent,Ġpart,Ġcontrary,Ġrandom,Ġmajor,Ġindependent,Ġcoordinate,Ġclass,Ġkind,Ġrelated,Ġdifferent,Ġopposite
2,hyp,Ġsubclass,2,hyp,Ġsubclass,chipmunk,squirrel,1.69,True,"['Ġchip', 'm', 'unk']",['Ġsquirrel'],3,1,51.886456,59.595833,61.80785,55.333817,52.099472,52.549477,56.58823,4.3982618e-05,0.098044015,0.895546,0.0013818183,5.442432e-05,8.535471e-05,0.0048443535,0.52396274,1,2,Ġsubclass,Ġcoordinated,Ġequivalent,Ġpart,Ġrelated,Ġmajor,Ġcoordinate,Ġsimilar,Ġmodified,Ġrandom,Ġcontrary,Ġvariant,Ġgroup,Ġderived
6,syn,Ġequivalent,6,syn,Ġequivalent,topic,theme,3.71,True,['Ġtopic'],['Ġtheme'],1,1,54.358574,57.95922,56.390266,55.779964,51.999397,58.858475,60.135727,0.002162942,0.079211086,0.016496725,0.008960803,0.00020439368,0.19468252,0.6982815,1.2914611,2,6,Ġequivalent,Ġmajor,Ġcoordinated,Ġsubclass,Ġpart,Ġcontrary,Ġsimilar,Ġcounterpart,Ġmain,Ġopposite,Ġcomparable,Ġcoordinate,Ġrelated,Ġsame
2,hyp,Ġsubclass,2,hyp,Ġsubclass,crane,bird,5.3,True,['Ġcrane'],['Ġbird'],1,1,50.935226,56.30155,66.96651,53.975506,53.921696,51.878334,56.64091,1.0906286e-07,2.3347608e-05,0.9999391,2.2806228e-06,2.1611454e-06,2.800679e-07,3.2781154e-05,0.0010274836,6,6,Ġsubclass,Ġequivalent,Ġclass,Ġcoordinated,Ġkind,Ġtype,Ġpart,Ġrandom,Ġcategory,Ġgroup,Ġsort,Ġinstance,Ġfamily,Ġmajor
