pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,grade,results,toks_source,toks_target,n_toks_source,n_toks_target,ant_logit,cohyp_logit,hyp_logit,mero_logit,no-rel_logit,r-hyp_logit,syn_logit,ant,cohyp,hyp,mero,no-rel,r-hyp,syn,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12,best_tok#13,best_tok#14
1,cohyp,coordinated,1,cohyp,coordinated,radish,carrot,0.09,True,"['ra', '##dis', '##h']",['carrot'],3,1,8.898595,19.64279,14.149823,13.035758,7.9727287,10.637753,13.242678,2.1414346e-05,0.9927718,0.004085868,0.0013410716,8.48411e-06,0.000121902165,0.0016493623,0.0729156,5,4,coordinated,minor,synonym,part,major,contrary,coordinate,parts,similar,random,coordination,variety,combined,component
4,no-rel,random,1,cohyp,coordinated,swing,push,1.83,False,['swing'],['push'],1,1,10.48088,13.598292,14.549251,10.100026,15.668056,12.249594,9.263732,0.0037333695,0.08432882,0.21825892,0.0025509289,0.6681328,0.021889895,0.0011053514,1.3524925,22,15,random,minor,coordinated,major,contrary,part,synonym,small,key,bonus,accidental,coordinate,non,partial
4,no-rel,random,4,no-rel,random,rhyme,dinner,0.0,True,['rhyme'],['dinner'],1,1,6.9762454,12.511518,9.446929,12.80812,17.103607,10.565115,8.4871645,3.896161e-05,0.009875857,0.0004609363,0.013285794,0.9747517,0.0014101422,0.00017653081,0.205811,4,2,random,part,coordinated,major,minor,synonym,contrary,coordination,parts,randomly,1,one,reference,charity
3,mero,part,4,no-rel,random,glass,cabinet,1.92,False,['glass'],['cabinet'],1,1,6.1039095,13.054493,10.036753,15.7254095,12.343329,9.031173,8.771631,5.9783168e-05,0.062399197,0.0030520458,0.9018687,0.03064253,0.0011165373,0.00086130266,0.58427113,12,4,part,coordinated,random,minor,major,synonym,parts,section,head,piece,full,portion,unit,whole
2,hyp,minor,2,hyp,minor,geology,study,5.38,True,['geology'],['study'],1,1,7.733633,12.148175,22.359344,12.048973,10.358563,12.4545765,13.925012,4.446158e-07,3.6744827e-05,0.9996562,3.327463e-05,6.1373044e-06,4.991885e-05,0.00021720333,0.0050040977,1,16,minor,synonym,major,coordinated,part,random,unrelated,sub,natural,secondary,small,type,non,pseudo
1,cohyp,coordinated,1,cohyp,coordinated,nitrogen,oxygen,0.31,True,['nitrogen'],['oxygen'],1,1,13.37139,21.64427,12.962548,13.070372,6.466014,10.495577,13.175501,0.00025513498,0.9991622,0.00016951657,0.00018881621,2.5574263e-07,1.4382028e-05,0.00020974726,0.011512656,1,1,coordinated,contrary,synonym,part,minor,coordinate,coordination,major,complementary,similar,mixed,combined,related,twinned
2,hyp,minor,6,syn,synonym,reason,cause,3.46,False,['reason'],['cause'],1,1,9.026571,12.594028,19.247738,10.800708,9.043336,12.39786,13.300131,3.62018e-05,0.0012824993,0.99477863,0.00021341645,3.6813828e-05,0.0010540521,0.002598445,0.056253016,9,7,minor,synonym,coordinated,major,part,random,contrary,sub,or,small,non,secondary,related,lesser
1,cohyp,coordinated,2,hyp,minor,chipmunk,squirrel,1.69,False,"['chip', '##mun', '##k']",['squirrel'],3,1,6.48013,17.784552,16.584703,13.698702,6.2475705,11.09636,13.106529,9.271573e-06,0.7526642,0.22673252,0.012651419,7.3477404e-06,0.0009374684,0.006997807,0.93352175,1,2,coordinated,minor,part,synonym,major,sub,or,related,subgroup,group,type,classified,small,variety
6,syn,synonym,6,syn,synonym,topic,theme,3.71,True,['topic'],['theme'],1,1,8.395694,13.644105,13.242044,12.746027,7.10408,11.778237,15.204453,0.0007510269,0.14289318,0.09558701,0.058207806,0.00020640244,0.022114418,0.68024015,1.4737234,2,6,synonym,coordinated,minor,part,major,contrary,sub,also,random,or,full,parts,non,related
2,hyp,minor,2,hyp,minor,crane,bird,5.3,True,['crane'],['bird'],1,1,5.26738,12.221855,22.96776,9.899384,9.576972,10.140347,9.726654,2.0549892e-08,2.1532767e-05,0.9999702,2.1108783e-06,1.5291204e-06,2.686038e-06,1.7760196e-06,0.0005301466,6,6,minor,coordinated,small,major,part,unrelated,sub,synonym,random,lesser,low,type,group,local
2,hyp,minor,2,hyp,minor,winter,season,5.83,True,['winter'],['season'],1,1,6.4128637,13.467996,21.351274,10.120483,8.228686,11.393887,12.071825,3.2516152e-07,0.00037679402,0.9994671,1.3252502e-05,1.9984848e-06,4.7351077e-05,9.3272756e-05,0.007242864,2,6,minor,coordinated,synonym,major,sub,part,low,small,random,mini,common,natural,lesser,secondary
1,cohyp,coordinated,1,cohyp,coordinated,chair,bench,2.36,True,['chair'],['bench'],1,1,10.208362,17.040466,12.765996,13.318157,6.5119367,10.993245,14.381153,0.00097033207,0.89963377,0.01252238,0.021751411,2.4075938e-05,0.002127115,0.06297102,0.6167021,7,9,coordinated,synonym,part,minor,major,contrary,sub,or,also,and,parts,combined,sometimes,coordinate
3,mero,part,2,hyp,minor,bat,club,3.6,False,['bat'],['club'],1,1,6.2300177,13.883887,13.639012,16.089188,9.384706,10.7424965,9.477049,4.3414344e-05,0.091551736,0.07166692,0.8306467,0.0010178805,0.003957108,0.0011163516,0.8639401,10,11,part,coordinated,minor,major,synonym,random,parts,sub,member,section,portion,contrary,organized,coordinate
5,r-hyp,major,5,r-hyp,major,annoy,tease,3.7,True,"['ann', '##oy']",['tease'],2,1,8.522209,13.291498,12.762879,9.76547,7.999101,16.03837,14.106282,0.0004355396,0.051322,0.030250136,0.0015099717,0.00025813383,0.8003038,0.11592037,1.0122119,1,12,major,synonym,coordinated,minor,part,contrary,random,general,main,mainly,including,principal,synonymous,primarily
2,hyp,minor,1,cohyp,coordinated,rearrange,organize,5.0,False,"['rear', '##rang', '##e']",['organize'],3,1,8.82155,12.743851,17.115322,9.8071995,11.162994,12.747923,11.823827,0.00024187686,0.012218776,0.9672386,0.0006481213,0.0025146094,0.012268635,0.0048692985,0.27091265,1,6,minor,major,coordinated,synonym,random,part,contrary,small,non,related,unrelated,general,sub,or
