pred_label,pred_rel,real_label,real_rel,source,target,grade,results,toks_source,toks_target,n_toks_source,n_toks_target,ant_logit,cohyp_logit,hyp_logit,mero_logit,no-rel_logit,r-hyp_logit,syn_logit,ant,cohyp,hyp,mero,no-rel,r-hyp,syn,entropy,nsynsests_source,nsynsests_target
1,cohyp,1,cohyp,radish,carrot,0.09,True,"['Ġrad', 'ish']",['Ġcarrot'],2,1,-0.6247571,0.6351452,-0.9997715,0.31693482,0.29323724,0.47263357,-0.27463257,0.06804334,0.23985802,0.046764784,0.17448466,0.17039838,0.2038808,0.09657013,2.6324372,5,4
5,r-hyp,1,cohyp,swing,push,1.83,False,['Ġswing'],['Ġpush'],1,1,-0.64553374,0.24584395,-0.45204037,-0.12312956,0.2740587,0.27750224,-0.22608432,0.0776135,0.1892595,0.094182536,0.1308623,0.19467545,0.19534698,0.11805975,2.7293928,22,15
1,cohyp,4,no-rel,rhyme,dinner,0.0,False,"['Ġrhy', 'me']",['Ġdinner'],2,1,-0.9535821,0.50136715,-0.28885287,0.23869133,0.26184613,0.26302382,-0.33033258,0.052259654,0.22389427,0.101590894,0.1721727,0.17620584,0.17641349,0.09746314,2.6883662,4,2
1,cohyp,4,no-rel,glass,cabinet,1.92,False,['Ġglass'],['Ġcabinet'],1,1,-0.46927983,0.648923,-1.2759529,0.4705327,0.3174208,0.43988875,-0.3660339,0.07780676,0.2380382,0.03472831,0.19914652,0.17087443,0.19313644,0.086269334,2.6102366,12,4
2,hyp,2,hyp,geology,study,5.38,True,"['Ġge', 'ology']",['Ġstudy'],2,1,-1.9056579,-0.80207366,4.0347304,-0.65816253,-0.24958968,-0.62733126,-0.28654245,0.0024909272,0.0075100283,0.9467577,0.0086724395,0.013049154,0.008943987,0.01257575,0.4306154,1,16
1,cohyp,1,cohyp,nitrogen,oxygen,0.31,True,['Ġnitrogen'],['Ġoxygen'],1,1,-1.19183,0.48172572,0.12038081,0.25121614,0.06506443,0.22688957,-0.32076174,0.041127186,0.21925272,0.15276185,0.17411491,0.14454108,0.1699304,0.09827185,2.6893058,1,1
2,hyp,6,syn,reason,cause,3.46,False,['Ġreason'],['Ġcause'],1,1,-1.8590466,-0.87685764,4.0135703,-0.78909004,-0.14328729,-0.57604045,-0.17715113,0.0026574056,0.0070960554,0.94384986,0.007747007,0.014777557,0.0095865065,0.014285509,0.44809547,9,7
2,hyp,2,hyp,chipmunk,squirrel,1.69,True,"['Ġchip', 'm', 'unk']",['Ġsquirrel'],3,1,-1.9990481,-0.70200324,3.9737625,-0.6510353,-0.24697192,-0.62370676,-0.30124968,0.002402109,0.008788042,0.9430864,0.009247563,0.013851913,0.009503771,0.013120106,0.45452216,1,2
2,hyp,6,syn,topic,theme,3.71,False,['Ġtopic'],['Ġtheme'],1,1,-1.5930085,-0.22557805,2.003491,-0.5926189,0.088476814,-0.020957973,-0.08950794,0.017006112,0.066753276,0.6202188,0.04624542,0.09138288,0.08191019,0.07648338,1.8879156,2,6
2,hyp,2,hyp,crane,bird,5.3,True,['Ġcrane'],['Ġbird'],1,1,-1.8964645,-0.8215942,4.017104,-0.6276015,-0.31000862,-0.6041576,-0.34767163,0.0025592204,0.007497524,0.94697356,0.009102648,0.012505374,0.009318574,0.012043144,0.4298033,6,6
2,hyp,2,hyp,winter,season,5.83,True,['Ġwinter'],['Ġseason'],1,1,-1.7087902,-0.021145012,1.7954218,-0.24391854,-0.049119692,-0.133244,-0.22336061,0.017094962,0.0924279,0.5684968,0.07396968,0.08987809,0.082626455,0.07550609,2.050052,2,6
1,cohyp,1,cohyp,chair,bench,2.36,True,['Ġchair'],['Ġbench'],1,1,-0.39710155,0.5539134,-1.3505168,0.4783651,0.34519887,0.43632677,-0.34135765,0.08450916,0.21873806,0.032571733,0.20282158,0.1775337,0.19447203,0.089353815,2.6221275,7,9
2,hyp,2,hyp,bat,club,3.6,True,['Ġbat'],['Ġclub'],1,1,-1.4132745,-0.216783,1.3559172,-0.50221264,0.14150436,0.11773674,-0.11643803,0.027967498,0.09253015,0.4459625,0.069554105,0.13239926,0.12928954,0.10229692,2.3533516,10,11
4,no-rel,5,r-hyp,annoy,tease,3.7,False,['Ġannoy'],['Ġtease'],1,1,-0.5975421,0.26338518,-0.45722115,-0.08460601,0.41371056,0.30687347,-0.1766866,0.07734564,0.18294974,0.088997215,0.12918174,0.21262644,0.19108143,0.11781784,2.720626,1,12
2,hyp,1,cohyp,rearrange,organize,5.0,False,"['Ġrearr', 'ange']",['Ġorganize'],2,1,-1.9254315,-0.79683083,3.9219794,-0.7928585,-0.057981748,-0.4997482,-0.16375741,0.0027028031,0.008355254,0.9360797,0.008388507,0.017491927,0.011245555,0.0157362,0.49696845,1,6
2,hyp,2,hyp,technique,knowledge,2.55,True,['Ġtechnique'],['Ġknowledge'],1,1,-1.9529306,-0.89116603,3.9314723,-0.746516,-0.1544135,-0.5973637,-0.20132227,0.0026157156,0.0075632576,0.940057,0.008740369,0.015800703,0.010146251,0.0150766345,0.47232115,2,1
1,cohyp,6,syn,spouse,mate,4.67,False,['Ġspouse'],['Ġmate'],1,1,-0.2919,0.5192379,-1.37091,0.28397384,0.44941163,0.44084105,-0.2688789,0.094590954,0.21287386,0.03215448,0.16824743,0.19851677,0.19682263,0.09679381,2.6397247,1,13
2,hyp,1,cohyp,jupiter,pluto,0.33,False,"['Ġj', 'upiter']","['Ġpl', 'uto']",2,2,-1.4279542,0.22935134,1.1502228,-0.284161,0.04626235,0.06844996,-0.2566899,0.028888214,0.15152328,0.38054737,0.090670034,0.12617254,0.12900329,0.093195364,2.4816837,2,3
2,hyp,2,hyp,perch,fish,3.69,True,"['Ġper', 'ch']",['Ġfish'],2,1,-1.9313513,-0.7463688,4.0437603,-0.66470635,-0.29660892,-0.64194655,-0.3628256,0.0024102782,0.007883126,0.9484734,0.008553899,0.012360236,0.008750813,0.011568293,0.4197789,10,6
2,hyp,2,hyp,canoe,boat,6.0,True,['Ġcanoe'],['Ġboat'],1,1,-1.9396651,-0.28729734,2.6941428,-0.35906863,-0.2461318,-0.14917101,-0.22188789,0.007634428,0.03984656,0.7856223,0.037086934,0.041521087,0.045748647,0.04254003,1.2766397,2,3
2,hyp,6,syn,cue,clue,2.23,False,['Ġcue'],['Ġclue'],1,1,-1.2566553,0.0040120063,0.91667986,-0.3664424,0.13405356,0.14160313,-0.05480188,0.036841802,0.12996957,0.32374892,0.08973366,0.1480192,0.1491409,0.122546,2.5854616,5,3
2,hyp,2,hyp,talk,communicate,5.55,True,['Ġtalk'],['Ġcommunicate'],1,1,-1.8806859,-0.90170974,3.946487,-0.79268795,-0.10980112,-0.52198404,-0.2382326,0.0027703682,0.0073739723,0.9402568,0.008223355,0.016278818,0.0107798865,0.014316797,0.47115678,11,7
1,cohyp,4,no-rel,subtraction,mansion,0.0,False,"['Ġsubt', 'raction']",['Ġmansion'],2,1,-0.6002118,0.5156466,-0.44515175,0.14661224,0.21559642,0.27757496,-0.20511359,0.0741768,0.22640146,0.086618334,0.15653434,0.16771393,0.17843747,0.11011769,2.7142537,2,2
2,hyp,1,cohyp,chain,link,4.0,False,['Ġchain'],['Ġlink'],1,1,-1.4377829,-0.16995877,1.683115,-0.6951554,0.22111505,-0.04227369,-0.056655403,0.023479022,0.0834236,0.5321924,0.04933998,0.123347454,0.094785504,0.09343207,2.1386306,12,13
1,cohyp,6,syn,sub,submarine,1.92,False,['Ġsub'],['Ġsubmarine'],1,1,-0.5264211,0.5777258,-1.2107396,0.38067424,0.36367598,0.44505963,-0.35334533,0.0753899,0.22742493,0.038029216,0.18674959,0.183602,0.19916907,0.08963528,2.623064,3,8
1,cohyp,4,no-rel,liver,biologist,0.23,False,['Ġliver'],['Ġbiologist'],1,1,-0.58012855,0.6271438,-1.1101524,0.4038856,0.3340642,0.43757173,-0.3441826,0.070742354,0.23658717,0.041638307,0.18924804,0.17648521,0.19573165,0.0895673,2.6217544,5,1
2,hyp,2,hyp,authority,power,5.46,True,['Ġauthority'],['Ġpower'],1,1,-1.9296497,-0.81793875,3.9052548,-0.7435105,-0.20760985,-0.5715659,-0.22157504,0.0027446204,0.008342424,0.9387484,0.008987025,0.015358714,0.0106731,0.0151457125,0.48165452,7,10
1,cohyp,1,cohyp,shore,beach,2.0,True,['Ġshore'],['Ġbeach'],1,1,-0.3439685,0.59746236,-1.418567,0.4813462,0.3588234,0.44520053,-0.31174463,0.08740206,0.22406803,0.029842107,0.19950385,0.17649822,0.19242142,0.090264365,2.6183522,5,2
2,hyp,2,hyp,stoplight,signal,5.4,True,"['Ġstop', 'light']",['Ġsignal'],2,1,-1.9597411,-0.7428116,3.6709871,-0.78635234,-0.10814905,-0.45504597,-0.086453855,0.0032910188,0.011113122,0.91775036,0.010639635,0.020963633,0.014818733,0.021423412,0.60838497,2,6
4,no-rel,4,no-rel,theft,addition,1.0,True,['Ġtheft'],['Ġaddition'],1,1,-0.73517734,0.22737622,-0.26383796,-0.20690383,0.39407042,0.32019126,-0.16267227,0.06823339,0.17866056,0.10931936,0.115723945,0.21106832,0.19603686,0.120957494,2.7204928,1,6
1,cohyp,2,hyp,mustache,hair,4.55,False,['Ġmustache'],['Ġhair'],1,1,-0.47057194,0.67011386,-1.191236,0.4936884,0.33133122,0.35054275,-0.39472824,0.07800436,0.24406889,0.037943594,0.2045935,0.1739326,0.17730643,0.084150635,2.6130085,1,6
2,hyp,2,hyp,hall,passage,5.1,True,['Ġhall'],['Ġpassage'],1,1,-1.9536349,-0.72468287,3.683879,-0.78795606,-0.073825866,-0.59232974,-0.14445056,0.003279242,0.011207287,0.9206923,0.010520132,0.021486422,0.012793241,0.020021293,0.59101844,13,10
2,hyp,2,hyp,sickle,tool,4.69,True,"['Ġsick', 'le']",['Ġtool'],2,1,-1.9433662,-0.8033074,4.0580277,-0.72148204,-0.28831336,-0.6584483,-0.27786443,0.002349359,0.0073463316,0.94912106,0.007972728,0.012295031,0.008491456,0.012424175,0.4147679,1,8
1,cohyp,6,syn,infant,baby,3.75,False,['Ġinfant'],['Ġbaby'],1,1,-0.7377171,0.4346475,-0.64966667,0.20810604,0.2680983,0.4042028,-0.28010088,0.06517286,0.2104836,0.07117158,0.16781569,0.17819145,0.20417204,0.102992825,2.6826208,1,8
1,cohyp,1,cohyp,empire,kingdom,4.0,True,['Ġempire'],['Ġkingdom'],1,1,-0.9495568,0.3371377,-0.29587892,0.018093754,0.26472008,0.32838824,-0.20129852,0.05480779,0.19844796,0.10537341,0.14424063,0.18458486,0.19671923,0.11582618,2.7092733,5,6
2,hyp,4,no-rel,desire,attack,0.43,False,['Ġdesire'],['Ġattack'],1,1,-0.8602055,-0.10303234,0.47689393,-0.5112258,0.35099718,0.15508988,-0.09756236,0.060170364,0.12829767,0.22912768,0.08529874,0.20202322,0.16608095,0.12900138,2.6914968,6,15
1,cohyp,5,r-hyp,group,choir,1.46,False,['Ġgroup'],['Ġchoir'],1,1,-0.2471161,0.5661233,-1.4501302,0.45854926,0.34119985,0.4796265,-0.29599082,0.096132874,0.21679902,0.028867526,0.1946877,0.17313078,0.19883472,0.09154737,2.6274004,5,4
1,cohyp,6,syn,range,stove,3.62,False,['Ġrange'],['Ġstove'],1,1,-0.2731041,0.519961,-1.4215411,0.38373533,0.36191022,0.44099048,-0.3055738,0.09658647,0.21347159,0.030630667,0.18628506,0.18226342,0.19726208,0.0935007,2.6361935,17,4
1,cohyp,2,hyp,rubber,eraser,4.09,False,['Ġrubber'],"['Ġer', 'aser']",1,2,-0.40875167,0.56696194,-1.2732594,0.3821839,0.45651618,0.41882065,-0.29463595,0.08289084,0.21991435,0.0349185,0.18281233,0.19691898,0.18963417,0.09291083,2.630503,7,1
2,hyp,5,r-hyp,communication,conversation,2.42,False,['Ġcommunication'],['Ġconversation'],1,1,-1.9919287,-0.7039591,3.30368,-0.8268405,-0.035102095,-0.35161087,-0.14426209,0.004427341,0.01605096,0.8830728,0.014194964,0.031331547,0.022830943,0.02809146,0.8016665,3,1
2,hyp,2,hyp,washer,appliance,5.64,True,"['Ġwas', 'her']",['Ġappliance'],2,1,-1.9705758,-0.68619496,3.9969208,-0.63653594,-0.31102315,-0.66277003,-0.32018209,0.002420723,0.008744694,0.9453575,0.009189913,0.012725646,0.008951958,0.012609623,0.44022846,3,2
1,cohyp,3,mero,tub,bathroom,0.9,False,['Ġtub'],['Ġbathroom'],1,1,-0.24883266,0.5985132,-1.4234102,0.521169,0.34076187,0.373073,-0.32000196,0.09616124,0.22438699,0.029708967,0.20768614,0.17340344,0.1790978,0.08955536,2.6247327,3,2
2,hyp,4,no-rel,swan,trip,0.08,False,"['Ġsw', 'an']",['Ġtrip'],2,1,-1.698281,-0.2608724,2.269572,-0.56642294,0.040185306,-0.13398719,-0.22116725,0.013152654,0.05536968,0.6953926,0.04079182,0.07482034,0.06286047,0.057612367,1.6340706,4,12
2,hyp,5,r-hyp,learn,develop,3.92,False,['Ġlearn'],['Ġdevelop'],1,1,-1.7009515,-0.62196845,2.8138661,-0.8265739,0.11083255,-0.19092815,0.013141029,0.008779646,0.025826966,0.8021164,0.021048173,0.053743355,0.03974402,0.048741385,1.1926843,6,21
2,hyp,2,hyp,mission,assignment,5.08,True,['Ġmission'],['Ġassignment'],1,1,-1.8690933,-0.79638153,3.9786637,-0.7316538,-0.16527425,-0.61832815,-0.25225386,0.0027209145,0.007954036,0.94267815,0.008485911,0.0149511285,0.009504192,0.01370564,0.45665404,5,6
1,cohyp,5,r-hyp,liquor,gin,0.83,False,['Ġliquor'],['Ġgin'],1,1,-0.6007071,0.6295896,-1.1036923,0.39869684,0.2830357,0.45381573,-0.32508034,0.069678985,0.23845854,0.042136468,0.18929425,0.16861896,0.20002085,0.09179203,2.6217403,3,6
1,cohyp,3,mero,sunset,evening,2.0,False,['Ġsunset'],['Ġevening'],1,1,-0.34518078,0.5644555,-1.2630092,0.4217866,0.34518322,0.39085945,-0.35395372,0.09001395,0.22354235,0.035950255,0.1938204,0.17952754,0.18791783,0.08922771,2.6362643,5,6
1,cohyp,0,ant,daughter,son,1.18,False,['Ġdaughter'],['Ġson'],1,1,-0.1765757,0.5422302,-1.3778741,0.4288209,0.3463775,0.39553028,-0.29546905,0.10491348,0.21528052,0.03155833,0.19219926,0.17698929,0.18590616,0.09315294,2.6453092,1,2
1,cohyp,3,mero,cent,dollar,0.62,False,['Ġcent'],['Ġdollar'],1,1,-0.40473342,0.61384857,-1.3224051,0.44790274,0.32076177,0.4316531,-0.34405226,0.08367597,0.23172095,0.033424202,0.196289,0.17285396,0.19312514,0.08891074,2.619586,2,4
5,r-hyp,5,r-hyp,speech,lecture,3.9,True,['Ġspeech'],['Ġlecture'],1,1,-0.5415136,0.38121584,-0.9614315,0.16408506,0.31651014,0.491954,-0.20438631,0.07831763,0.19705883,0.05146258,0.1585978,0.18471175,0.22013487,0.109716535,2.6716926,8,5
2,hyp,2,hyp,encyclopedia,book,5.36,True,['Ġencyclopedia'],['Ġbook'],1,1,-1.941359,-0.7334153,4.0416856,-0.59841704,-0.3344024,-0.65553516,-0.2737856,0.0023881877,0.007992301,0.9472655,0.009147467,0.011911345,0.008639621,0.012655706,0.42760965,1,15
2,hyp,6,syn,picture,image,5.0,False,['Ġpicture'],['Ġimage'],1,1,-1.9118463,-0.8065492,3.9297569,-0.6525315,-0.20634694,-0.61388505,-0.24607857,0.0027297807,0.0082442695,0.93994796,0.009617038,0.015025081,0.0099959755,0.014439809,0.47443625,12,11
2,hyp,2,hyp,digger,worker,4.5,True,"['Ġdig', 'ger']",['Ġworker'],2,1,-1.8853868,-0.8531123,3.9941266,-0.76373804,-0.12579007,-0.66575617,-0.26043957,0.0026400085,0.007411674,0.94415975,0.008104593,0.015338698,0.008938902,0.01340636,0.44630525,2,4
