pred_label,pred_rel,real_label,real_rel,source,target,grade,results,toks_source,toks_target,n_toks_source,n_toks_target,ant_logit,cohyp_logit,hyp_logit,mero_logit,no-rel_logit,r-hyp_logit,syn_logit,ant,cohyp,hyp,mero,no-rel,r-hyp,syn,entropy,nsynsests_source,nsynsests_target
1,cohyp,1,cohyp,radish,carrot,0.09,True,"['ra', '##dis', '##h']",['carrot'],3,1,-0.19640619,3.1953707,-1.2280724,-1.1140046,-1.2486371,-0.36937666,0.8095082,0.028249126,0.83952755,0.010068346,0.011284883,0.009863405,0.023762101,0.077244595,0.9763182,5,4
2,hyp,1,cohyp,swing,push,1.83,False,['swing'],['push'],1,1,-0.96263444,0.17682506,2.4119298,-2.3011804,1.6148413,-0.8376502,-0.42826796,0.02016039,0.0630028,0.58891624,0.005286593,0.2653887,0.022844356,0.03440102,1.6543622,22,15
4,no-rel,4,no-rel,rhyme,dinner,0.0,True,['rhyme'],['dinner'],1,1,-0.49005327,-0.35613075,-0.838455,-1.2729648,3.8188603,0.68012404,-0.60248053,0.012227615,0.013979886,0.008630439,0.005588918,0.90924144,0.03940428,0.01092736,0.64465946,4,2
3,mero,4,no-rel,glass,cabinet,1.92,False,['glass'],['cabinet'],1,1,-0.6399549,1.2011836,-1.5704592,3.0417247,-2.1421556,-0.3841332,-0.2285818,0.01982783,0.12498893,0.0078192,0.78742355,0.004414462,0.025608096,0.029917981,1.134758,12,4
2,hyp,2,hyp,geology,study,5.38,True,['geology'],['study'],1,1,-1.2717435,-0.9340618,4.456512,-1.3978089,0.1974698,-1.5182711,-0.5033103,0.0031446605,0.004407851,0.9667705,0.002772197,0.013666107,0.0024575826,0.0067810975,0.28611356,1,16
1,cohyp,1,cohyp,nitrogen,oxygen,0.31,True,['nitrogen'],['oxygen'],1,1,0.5991641,3.210167,-0.77682626,-0.603912,-2.138089,-1.6628289,1.1675068,0.058480274,0.7960742,0.014771492,0.017559825,0.003786478,0.006090295,0.103237495,1.1071699,1,1
2,hyp,6,syn,reason,cause,3.46,False,['reason'],['cause'],1,1,0.046702012,-0.66076314,3.5700393,-1.4117179,-1.0117838,-1.3467399,0.9405413,0.025864813,0.01274856,0.8767491,0.006016247,0.008974592,0.0064201523,0.06322646,0.7870093,9,7
1,cohyp,2,hyp,chipmunk,squirrel,1.69,False,"['chip', '##mun', '##k']",['squirrel'],3,1,-0.9391716,2.5999146,1.5686771,-0.88522106,-1.5818467,-2.1864295,0.5556905,0.018504383,0.6372065,0.22720581,0.019530127,0.009731154,0.0053161522,0.0825059,1.5196157,1,2
6,syn,6,syn,topic,theme,3.71,True,['topic'],['theme'],1,1,0.93068355,0.29720587,0.37320644,-0.76139075,-1.452069,-1.0964913,2.2274337,0.16210276,0.08603488,0.09282846,0.029849146,0.014961464,0.02135008,0.5928732,1.8558888,2,6
2,hyp,2,hyp,crane,bird,5.3,True,['crane'],['bird'],1,1,-1.1569558,-0.8054905,4.6960697,-1.1250658,-0.5510812,-1.6556484,-0.40304297,0.0028065797,0.0039885663,0.9774939,0.0028975238,0.005144052,0.0017045039,0.0059648235,0.21097086,6,6
2,hyp,2,hyp,winter,season,5.83,True,['winter'],['season'],1,1,-1.0481259,-0.5202618,4.6281004,-0.8778762,-1.0450863,-1.8842831,-0.06739559,0.0033352266,0.005654234,0.9733724,0.003954246,0.003345379,0.001445396,0.008893056,0.24085975,2,6
1,cohyp,1,cohyp,chair,bench,2.36,True,['chair'],['bench'],1,1,0.82116383,2.9590075,-2.1117182,0.17791235,-1.9821274,-0.9013251,1.5772877,0.08045577,0.6823558,0.0042837374,0.042286005,0.004876444,0.014371093,0.17137112,1.4569607,7,9
2,hyp,2,hyp,bat,club,3.6,True,['bat'],['club'],1,1,-1.1679755,-0.6031108,4.6654787,-1.153118,-0.77175826,-1.7721691,0.05308505,0.0028511635,0.0050157937,0.973776,0.0028938402,0.004237377,0.0015582033,0.00966767,0.23679283,10,11
6,syn,5,r-hyp,annoy,tease,3.7,False,"['ann', '##oy']",['tease'],2,1,1.4440486,0.605256,-0.2768882,-1.78981,-1.5183913,0.056148093,1.4884636,0.3336399,0.14420988,0.05968767,0.013147132,0.017246725,0.08327611,0.34879252,2.1857834,1,12
2,hyp,1,cohyp,rearrange,organize,5.0,False,"['rear', '##rang', '##e']",['organize'],3,1,-1.3231263,-0.61227065,4.269154,-1.266015,-0.33113757,-1.5440509,-0.5732885,0.003596393,0.007321292,0.96508074,0.0038077657,0.0096980035,0.0028835062,0.00761233,0.30398858,1,6
2,hyp,2,hyp,technique,knowledge,2.55,True,['technique'],['knowledge'],1,1,-1.0879097,-0.9408414,4.6502523,-1.1553391,-0.48846897,-1.6101443,-0.34452748,0.0031436284,0.003641684,0.9760753,0.0029386436,0.005724861,0.0018647802,0.0066111665,0.22187181,2,1
6,syn,6,syn,spouse,mate,4.67,True,['spouse'],['mate'],1,1,0.9283199,-0.08046257,0.6206876,-1.1310321,-1.3287771,-0.59786737,2.09139,0.17393896,0.06342906,0.12787741,0.022183578,0.018203381,0.03780787,0.5565597,1.9469613,1,13
