pred_label,pred_rel,real_label,real_rel,source,target,grade,results,toks_source,toks_target,n_toks_source,n_toks_target,ant_logit,cohyp_logit,hyp_logit,mero_logit,no-rel_logit,r-hyp_logit,syn_logit,ant,cohyp,hyp,mero,no-rel,r-hyp,syn,entropy,nsynsests_source,nsynsests_target
1,cohyp,1,cohyp,radish,carrot,0.09,True,"['ra', '##dis', '##h']",['carrot'],3,1,-1.8719151,5.5777082,-0.4751263,-1.0307735,-1.0251118,-0.9219487,-1.1298573,0.0005768363,0.99170566,0.0023316864,0.0013376903,0.0013452858,0.0014914811,0.0012115021,0.08985494,5,4
1,cohyp,1,cohyp,swing,push,1.83,True,['swing'],['push'],1,1,3.3321114,3.7306507,-0.14200833,-2.029648,-1.2231283,-0.5975598,-1.8934516,0.39049253,0.5816961,0.012101013,0.0018324419,0.004104849,0.007673231,0.0020998083,1.1833094,22,15
4,no-rel,4,no-rel,rhyme,dinner,0.0,True,['rhyme'],['dinner'],1,1,-0.82030034,0.33214092,-0.9107459,-0.7222248,6.070422,-0.9585564,-1.3728404,0.0010093466,0.0031955019,0.0009220619,0.0011133556,0.9922999,0.0008790153,0.00058086484,0.08298889,4,2
3,mero,4,no-rel,glass,cabinet,1.92,False,['glass'],['cabinet'],1,1,-2.0669518,0.12777299,-1.1319435,5.1068873,-0.12925798,-1.1382756,-0.091845125,0.0007495969,0.0067295274,0.0019093998,0.9781074,0.0052042413,0.0018973468,0.0054026362,0.20214924,12,4
2,hyp,2,hyp,geology,study,5.38,True,['geology'],['study'],1,1,-1.3028712,-0.7468519,6.7379313,-1.4381928,-1.0320636,-0.81845653,-1.4200008,0.00032128065,0.0005602224,0.9976094,0.0002806175,0.00042120615,0.0005215104,0.0002857693,0.030309692,1,16
1,cohyp,1,cohyp,nitrogen,oxygen,0.31,True,['nitrogen'],['oxygen'],1,1,-0.22065118,5.756812,-0.9170285,-1.374221,-0.8077817,-0.71017337,-1.7359473,0.0025148315,0.9919464,0.0012533608,0.0007934507,0.0013980456,0.0015413881,0.00055261696,0.08717896,1,1
2,hyp,6,syn,reason,cause,3.46,False,['reason'],['cause'],1,1,-1.0740472,-0.6725991,5.038709,-1.5032854,-2.538454,-2.3859465,2.8070662,0.0019852875,0.0029659923,0.89651954,0.0012924318,0.00045902844,0.00053465384,0.09624309,0.5323451,9,7
2,hyp,2,hyp,chipmunk,squirrel,1.69,True,"['chip', '##mun', '##k']",['squirrel'],3,1,-2.1337938,0.8373894,6.0315166,-1.237182,-2.0882525,-2.0930576,0.32740912,0.000281406,0.0054916358,0.98965186,0.0006898056,0.00029451778,0.00029310587,0.003297768,0.10073153,1,2
6,syn,6,syn,topic,theme,3.71,True,['topic'],['theme'],1,1,-1.502759,-0.8260928,-0.38607514,0.31472358,-2.54186,-1.1881009,5.030829,0.0014249809,0.002803377,0.0043529007,0.008772668,0.00050411915,0.0019519262,0.98019,0.18271258,2,6
2,hyp,2,hyp,crane,bird,5.3,True,['crane'],['bird'],1,1,-1.00123,-0.8059601,7.012216,-1.3733064,-0.7447023,-1.4060111,-1.1808102,0.00033035898,0.00040159715,0.99811697,0.00022771684,0.00042696725,0.00022038998,0.00027605475,0.024540775,6,6
2,hyp,2,hyp,winter,season,5.83,True,['winter'],['season'],1,1,-1.3892149,-0.62774926,6.78768,-0.72706616,-0.8405782,-1.7014045,-0.9274942,0.00028035382,0.0006003531,0.99744034,0.0005435933,0.00048526222,0.000205175,0.00044486613,0.032125678,2,6
6,syn,1,cohyp,chair,bench,2.36,False,['chair'],['bench'],1,1,-1.1970899,2.2649145,-1.761998,-0.3890006,-3.0294273,-0.051077727,3.7105212,0.005736766,0.18289272,0.0032608476,0.012871105,0.0009181066,0.018045701,0.77627474,0.9961414,7,9
2,hyp,2,hyp,bat,club,3.6,True,['bat'],['club'],1,1,-1.6493618,0.5324881,6.813901,-1.5108995,-1.5667704,-1.3917785,-0.680025,0.00021037056,0.0018644475,0.9966282,0.00024161188,0.00022848295,0.00027217742,0.00055457774,0.03921926,10,11
5,r-hyp,5,r-hyp,annoy,tease,3.7,True,"['ann', '##oy']",['tease'],2,1,-1.838456,-0.10856777,0.2804646,-2.448427,-1.9288999,3.8790221,1.253382,0.002919081,0.016463688,0.024293033,0.0015861318,0.0026666557,0.8878005,0.0642709,0.6968858,1,12
2,hyp,1,cohyp,rearrange,organize,5.0,False,"['rear', '##rang', '##e']",['organize'],3,1,-1.6858152,0.1795548,5.628011,-2.398763,-0.6948873,0.06575272,-1.4931613,0.00065853255,0.0042530186,0.9883978,0.0003228107,0.0017739113,0.0037955393,0.0007984466,0.11579628,1,6
2,hyp,2,hyp,technique,knowledge,2.55,True,['technique'],['knowledge'],1,1,-1.371255,-0.52206105,6.913238,-1.250832,-0.52093244,-1.4943438,-1.0720569,0.00025182596,0.0005887095,0.99772376,0.0002840532,0.00058937405,0.00022266098,0.00033965718,0.02889325,2,1
6,syn,6,syn,spouse,mate,4.67,True,['spouse'],['mate'],1,1,-0.65602607,-0.9449531,3.5385218,-0.27942395,-2.470726,-3.0904093,3.6112866,0.0070866537,0.005308377,0.47001326,0.0103275515,0.001154322,0.00062115776,0.50548875,1.1862158,1,13
1,cohyp,1,cohyp,jupiter,pluto,0.33,True,['jupiter'],['pluto'],1,1,-0.13455923,5.638999,-1.0082469,-1.6189579,-1.0831352,-0.7799107,-1.1152556,0.0030806093,0.9909712,0.0012858752,0.00069818477,0.0011930957,0.0016157123,0.0011553821,0.09617858,2,3
2,hyp,2,hyp,perch,fish,3.69,True,['perch'],['fish'],1,1,-1.0378479,-0.67028147,7.0153365,-1.3928382,-0.7814183,-1.4078121,-1.2142949,0.00031748478,0.0004585166,0.99810565,0.00022261412,0.0004102881,0.00021930541,0.0002661295,0.024648337,10,6
2,hyp,2,hyp,canoe,boat,6.0,True,['canoe'],['boat'],1,1,-1.3500278,-0.47302663,7.11375,-1.3509473,-1.3349665,-1.6016425,-0.3804407,0.00021058119,0.00050616974,0.99814,0.00021038768,0.00021377683,0.00016373621,0.000555272,0.024034653,2,3
2,hyp,6,syn,cue,clue,2.23,False,['cue'],['clue'],1,1,-1.9194803,-0.8947237,6.3626084,-0.7886295,-1.9113225,-2.1059222,1.1009543,0.00025115116,0.000699812,0.99266064,0.0007781398,0.00025320856,0.00020843213,0.005148652,0.07363602,5,3
2,hyp,2,hyp,talk,communicate,5.55,True,['talk'],['communicate'],1,1,-1.5051341,-0.68062377,6.3735185,-1.7381103,-1.6446213,-0.474679,-0.46501112,0.00037723224,0.0008603778,0.996011,0.00029883307,0.00032811816,0.0010571333,0.0010674031,0.047078524,11,7
0,ant,4,no-rel,subtraction,mansion,0.0,False,"['sub', '##tra', '##ction']",['mansion'],3,1,3.3299553,1.349206,-0.6822714,-2.0007486,1.3243357,-0.56411684,-0.5206443,0.7478841,0.103182435,0.013531515,0.0036202543,0.10064793,0.015228611,0.015905235,1.2852728,2,2
2,hyp,1,cohyp,chain,link,4.0,False,['chain'],['link'],1,1,-1.8810523,0.85818636,5.662695,-2.186722,-2.4998033,-1.9020283,0.99101615,0.00051940023,0.0080378195,0.9810922,0.0003826057,0.0002797575,0.0005086188,0.00917964,0.16395287,12,13
6,syn,6,syn,sub,submarine,1.92,True,['sub'],['submarine'],1,1,-0.9702646,-0.539931,-2.0751665,0.53949195,-2.4584296,-0.6507408,4.7541194,0.003172172,0.0048780725,0.0010507612,0.014356074,0.0007162337,0.0043664062,0.9714603,0.24437167,3,8
4,no-rel,4,no-rel,liver,biologist,0.23,True,['liver'],['biologist'],1,1,-1.1738434,-0.42768702,-0.27672443,0.26664716,5.3506866,-0.7002169,-1.6244733,0.0014415734,0.003040103,0.003535498,0.006087429,0.98266184,0.0023148889,0.00091860915,0.16695105,5,1
2,hyp,2,hyp,authority,power,5.46,True,['authority'],['power'],1,1,-1.8672613,-0.61906195,5.920399,-1.5027937,-2.4126935,-1.4419782,1.3966813,0.0004090218,0.0014250582,0.98601717,0.000588888,0.00023706547,0.00062581315,0.010696921,0.123970985,7,10
6,syn,1,cohyp,shore,beach,2.0,False,['shore'],['beach'],1,1,-0.5647851,-0.42592916,-2.914062,3.0200484,-2.2000716,-1.3387845,3.5689635,0.009865899,0.011335509,0.00094158296,0.3556395,0.0019228286,0.0045498055,0.6157449,1.1624259,5,2
2,hyp,2,hyp,stoplight,signal,5.4,True,"['stop', '##light']",['signal'],2,1,-0.9036289,-0.5848127,7.0457377,-1.3809298,-0.6044384,-1.6319745,-1.1475837,0.00035218828,0.00048443442,0.99802387,0.00021851732,0.00047501977,0.00017000367,0.00027594768,0.025515204,2,6
4,no-rel,4,no-rel,theft,addition,1.0,True,['theft'],['addition'],1,1,-1.0923295,-0.059609737,-0.35899314,-1.1878957,5.912218,-0.9814017,-1.0379955,0.0009004107,0.002528978,0.0018746691,0.0008183456,0.9919208,0.0010060419,0.0009506873,0.08747221,1,6
2,hyp,2,hyp,mustache,hair,4.55,True,['mustache'],['hair'],1,1,-1.2630527,-0.9155965,6.727736,-0.6433769,-0.6080612,-1.894206,-1.2034186,0.0003376761,0.0004779677,0.9973686,0.00062751205,0.00065006886,0.0001796361,0.00035842552,0.032853138,1,6
2,hyp,2,hyp,hall,passage,5.1,True,['hall'],['passage'],1,1,-1.3001063,-0.8561135,7.1005,-1.1081542,-1.4097906,-1.6854625,-0.2007436,0.0002243102,0.00034968142,0.9981273,0.00027177692,0.00020100805,0.00015257756,0.00067343557,0.024151051,13,10
