pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12
2,event,event,2,event,event,turtle,live,True,['turtle'],['live'],1,1,0.0005148206,4.9356386e-05,0.9967033,0.0010812215,0.00011713721,0.0015341426,0.037602942,4,19,event,random,minor,attribute,part,coordinated,events,",",object,and,-,.
5,random,random,5,random,random,ant,experience,True,['ant'],['experience'],1,1,5.81071e-08,3.5959619e-07,1.9009844e-05,5.420324e-07,6.265365e-07,0.9999794,0.00036108366,1,8,random,event,part,minor,coordinated,randomly,attribute,individual,field,encounter,group,events
5,random,random,5,random,random,fighter,start,True,['fighter'],['start'],1,1,7.1105757e-07,2.3376182e-07,0.0013026674,1.0005318e-06,1.2770828e-05,0.9986827,0.014631644,3,22,random,event,part,minor,attribute,events,coordinated,randomly,spread,round,open,race
5,random,random,5,random,random,chisel,temperature,True,"['chi', '##sel']",['temperature'],2,1,7.5152144e-07,1.5947984e-07,1.733323e-05,5.03592e-07,2.6057346e-06,0.9999788,0.00038286217,4,2,random,event,part,attribute,minor,coordinated,randomly,mean,temperature,point,average,individual
3,hyper,minor,3,hyper,minor,knife,artifact,True,['knife'],['artifact'],1,1,9.496779e-08,3.8904588e-08,2.4520034e-07,0.9999993,2.8960432e-09,3.3942396e-07,1.6965945e-05,4,1,minor,major,lesser,an,important,other,random,",",event,or,small,a
0,attri,attribute,0,attri,attribute,missile,short,True,['missile'],['short'],1,1,0.9981346,9.314067e-07,0.00039123034,2.8307728e-05,1.4369771e-05,0.0014304948,0.021311834,2,23,attribute,random,event,attributes,minor,part,feature,key,a,.,variable,category
4,mero,part,4,mero,part,cathedral,transept,True,['cathedral'],"['trans', '##ept']",1,2,1.1640765e-07,2.3982167e-07,2.867041e-06,2.5828e-06,0.9999865,7.684683e-06,0.00025868043,3,1,part,random,event,minor,parts,section,end,side,portion,split,half,with
0,attri,attribute,0,attri,attribute,lemon,sour,True,['lemon'],['sour'],1,1,0.9995752,2.3115067e-06,0.00029272283,8.1435785e-05,1.6726725e-06,4.6759378e-05,0.005903136,5,11,attribute,event,minor,random,attributes,key,category,variable,coordinated,attributed,",",part
5,random,random,5,random,random,robin,permanence,True,['robin'],"['per', '##man', '##ence']",1,3,2.3804347e-07,7.3477075e-08,3.660426e-06,3.1199654e-06,4.8877547e-07,0.9999924,0.00015131643,2,1,random,event,minor,part,attribute,coordinated,randomly,point,',robin,chance,key
4,mero,part,4,mero,part,cathedral,stair,True,['cathedral'],['stair'],1,1,1.0131741e-06,4.9648634e-07,4.7216923e-05,3.0966366e-06,0.99994373,4.5141683e-06,0.0009270987,3,1,part,event,section,random,parts,minor,portion,component,attribute,end,side,unit
