pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target
2,event,2,event,turtle,live,True,['turtle'],['live'],1,1,0.0009080014,0.0006098885,0.9956552,0.00065066066,0.00057101797,0.0016051697,0.04988382,4,19
5,random,5,random,ant,experience,True,['ant'],['experience'],1,1,9.079027e-05,8.161635e-05,0.0001316393,9.446693e-05,0.00022044382,0.99938107,0.008857905,1,8
5,random,5,random,fighter,start,True,['fighter'],['start'],1,1,7.3434116e-05,0.00011219952,0.000603866,8.427681e-05,0.00036130304,0.998765,0.015990935,3,22
5,random,5,random,chisel,temperature,True,"['chi', '##sel']",['temperature'],2,1,7.280752e-05,0.00010163159,0.00019024202,8.028266e-05,0.00028101794,0.9992741,0.010154526,4,2
3,hyper,3,hyper,knife,artifact,True,['knife'],['artifact'],1,1,0.001007143,0.0013302119,0.0020257027,0.9943639,0.00065661035,0.0006165272,0.06248521,4,1
0,attri,0,attri,missile,short,True,['missile'],['short'],1,1,0.89791334,0.000681188,0.0025226816,0.0012374852,0.022408856,0.07523644,0.5839934,2,23
4,mero,4,mero,cathedral,transept,True,['cathedral'],"['trans', '##ept']",1,2,0.00011904412,0.00074249716,0.00068319053,0.0003706327,0.9974456,0.00063907047,0.031140974,3,1
0,attri,0,attri,lemon,sour,True,['lemon'],['sour'],1,1,0.9957853,0.00059100584,0.002024277,0.00048031483,0.00055714895,0.00056194887,0.04790484,5,11
5,random,5,random,robin,permanence,True,['robin'],"['per', '##man', '##ence']",1,3,9.7507385e-05,7.3471914e-05,0.00014503195,9.148342e-05,0.00022375713,0.9993687,0.009008531,2,1
4,mero,4,mero,cathedral,stair,True,['cathedral'],['stair'],1,1,0.00016197389,0.00072544254,0.0010851192,0.00033911347,0.9968622,0.00082614913,0.037180465,3,1
4,mero,4,mero,goose,plumage,True,['goose'],['plumage'],1,1,0.00019050599,0.0003296659,0.00050335523,0.0004620979,0.9973984,0.0011159763,0.031495422,6,1
4,mero,4,mero,battleship,deck,True,['battleship'],['deck'],1,1,0.00040176633,0.00058525015,0.0029460266,0.0004594829,0.9934093,0.0021981536,0.06956466,1,7
2,event,2,event,bed,prepare,True,['bed'],['prepare'],1,1,0.00087876164,0.00072630396,0.8409043,0.00088772643,0.0008550957,0.15574779,0.66225076,13,8
1,coord,1,coord,library,pub,True,['library'],['pub'],1,1,0.0003240915,0.9980756,0.000584518,0.0003192465,0.000536599,0.00015988294,0.024361398,5,1
4,mero,4,mero,villa,floor,True,['villa'],['floor'],1,1,0.00026257566,0.00041440164,0.00093140703,0.0004353861,0.99605477,0.0019015312,0.044886697,4,12
1,coord,1,coord,corn,onion,True,['corn'],['onion'],1,1,0.0001710326,0.99693394,0.0012968159,0.00035930116,0.00092305784,0.0003159077,0.036084697,9,3
3,hyper,3,hyper,battleship,artefact,True,['battleship'],"['arte', '##fa', '##ct']",1,3,0.001034446,0.00095086696,0.0013055713,0.99517053,0.0007796127,0.0007589136,0.055177774,1,1
5,random,5,random,dresser,possible,True,['dresser'],['possible'],1,1,7.843436e-05,9.665373e-05,0.00016510805,0.00010544989,0.00026976332,0.99928457,0.010056438,5,4
5,random,5,random,ant,very,True,['ant'],['very'],1,1,9.6956115e-05,0.00014920201,0.00016430342,9.751231e-05,0.0003339187,0.99915814,0.011624043,1,4
2,event,2,event,desk,work,True,['desk'],['work'],1,1,0.0005907857,0.0006409127,0.9954129,0.0010659029,0.00069285044,0.0015966053,0.052366976,1,34
5,random,5,random,glove,pest,True,['glove'],['pest'],1,1,7.295806e-05,0.00012420009,0.00018038998,8.4927866e-05,0.0002168558,0.9993206,0.0096251415,3,4
5,random,5,random,radish,vinyl,True,"['ra', '##dis', '##h']",['vinyl'],3,1,0.002224895,0.0010885935,0.0016346502,0.0011668004,0.22214103,0.7717441,0.82745,5,2
2,event,1,coord,cockroach,fly,False,"['cock', '##ro', '##ach']",['fly'],3,1,0.0007578419,0.0062051746,0.9865086,0.0008817064,0.0038531139,0.0017936775,0.12889771,1,20
2,event,2,event,sofa,couch,True,['sofa'],['couch'],1,1,0.0021210203,0.31420127,0.56102675,0.006826389,0.10717221,0.008652298,1.4651587,1,4
2,event,2,event,rat,live,True,['rat'],['live'],1,1,0.0010232576,0.0006899366,0.9954516,0.0005814566,0.0005588647,0.001694783,0.051843815,11,19
