pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12
2,event,event,2,event,event,turtle,live,True,['turtle'],['live'],1,1,0.00039036293,0.00016551088,0.9946715,0.0006545882,0.00010063714,0.0040174373,0.054402642,4,19,event,random,minor,attribute,coordinated,part,events,episode,incident,",",happen,major
5,random,random,5,random,random,ant,experience,True,['ant'],['experience'],1,1,3.6514652e-06,1.0204151e-05,5.2850843e-05,5.026581e-06,2.4583409e-05,0.99990356,0.0015898034,1,8,random,event,part,coordinated,minor,attribute,randomly,unknown,individual,chapter,episode,.
5,random,random,5,random,random,fighter,start,True,['fighter'],['start'],1,1,4.8682464e-06,1.9447503e-05,0.00065258564,2.9310884e-05,0.00023006587,0.9990638,0.011867538,3,22,random,event,part,minor,coordinated,attribute,randomly,episode,events,unknown,.,accidental
5,random,random,5,random,random,chisel,temperature,True,"['chi', '##sel']",['temperature'],2,1,7.759427e-05,4.2488686e-05,0.00042282717,2.8905519e-05,0.00036602447,0.999062,0.012382126,4,2,random,event,part,attribute,coordinated,minor,randomly,unknown,individual,variable,specific,cold
3,hyper,minor,3,hyper,minor,knife,artifact,True,['knife'],['artifact'],1,1,4.368563e-06,0.0002627421,1.997658e-05,0.99970394,5.2462024e-06,3.7144102e-06,0.0041007902,4,1,minor,coordinated,event,major,part,small,attribute,lesser,random,miscellaneous,other,related
0,attri,attribute,0,attri,attribute,missile,short,True,['missile'],['short'],1,1,0.9916447,0.00015780577,0.0001466635,0.00048879813,0.0008949971,0.0066670477,0.07849743,2,23,attribute,random,part,minor,coordinated,event,attributes,feature,",",component,is,element
4,mero,part,4,mero,part,cathedral,transept,True,['cathedral'],"['trans', '##ept']",1,2,0.00016563477,0.0016878175,0.00031945304,8.78552e-05,0.9963601,0.0013790326,0.04086483,3,1,part,coordinated,random,event,attribute,minor,parts,portion,section,component,side,separate
0,attri,attribute,0,attri,attribute,lemon,sour,True,['lemon'],['sour'],1,1,0.9988236,2.3991704e-05,0.00013452333,0.00039893505,0.00010823355,0.0005107584,0.015309965,5,11,attribute,random,minor,event,part,coordinated,attributes,is,feature,characteristic,as,","
5,random,random,5,random,random,robin,permanence,True,['robin'],"['per', '##man', '##ence']",1,3,2.3928202e-05,5.7201207e-05,0.00012313268,4.1361145e-05,0.0001838779,0.99957055,0.006276119,2,1,random,part,event,coordinated,minor,attribute,randomly,unknown,.,probability,individual,rare
4,mero,part,4,mero,part,cathedral,stair,True,['cathedral'],['stair'],1,1,2.2550461e-05,0.0012970838,0.00020564931,4.4429336e-05,0.99774206,0.00068815704,0.026431521,3,1,part,coordinated,random,event,minor,attribute,parts,section,portion,central,feature,component
4,mero,part,4,mero,part,goose,plumage,True,['goose'],['plumage'],1,1,2.838145e-05,1.3348348e-05,2.1319272e-05,1.3026308e-05,0.99989355,3.0401816e-05,0.001796824,6,1,part,random,attribute,event,coordinated,minor,parts,portion,section,component,feature,segment
4,mero,part,4,mero,part,battleship,deck,True,['battleship'],['deck'],1,1,0.00010973617,0.00033935613,0.0005160754,7.019807e-05,0.9978319,0.0011326963,0.026167665,1,7,part,random,event,coordinated,attribute,minor,section,portion,parts,half,side,feature
5,random,random,2,event,event,bed,prepare,False,['bed'],['prepare'],1,1,0.00022578234,0.00033463782,0.033527803,0.00036717742,0.0002514742,0.96529317,0.2272233,13,8,random,event,minor,coordinated,part,attribute,events,randomly,episode,individual,chapter,.
1,coord,coordinated,1,coord,coordinated,library,pub,True,['library'],['pub'],1,1,3.573348e-07,0.9999565,1.2308644e-05,3.861745e-06,9.059714e-06,1.796441e-05,0.00077559095,5,1,coordinated,random,event,part,minor,coordinate,coordination,or,combined,integrated,and,synchronized
4,mero,part,4,mero,part,villa,floor,True,['villa'],['floor'],1,1,0.00017244204,0.00018699262,0.00037472768,8.809234e-05,0.99470574,0.004472032,0.052444726,4,12,part,random,event,coordinated,attribute,minor,section,portion,parts,feature,component,half
1,coord,coordinated,1,coord,coordinated,corn,onion,True,['corn'],['onion'],1,1,7.383881e-08,0.9999901,1.0930694e-06,1.9891888e-07,3.262462e-06,5.2233677e-06,0.00019312493,9,3,coordinated,random,part,event,coordination,coordinate,and,minor,combined,or,attribute,synchronized
3,hyper,minor,3,hyper,minor,battleship,artefact,True,['battleship'],"['arte', '##fa', '##ct']",1,3,1.476185e-06,3.2598735e-05,2.2823995e-06,0.9999511,7.196482e-06,5.376158e-06,0.0008448137,1,1,minor,coordinated,part,random,major,lesser,small,event,miscellaneous,attribute,other,important
5,random,random,5,random,random,dresser,possible,True,['dresser'],['possible'],1,1,7.686553e-06,1.144329e-05,1.7365977e-05,3.9772807e-05,5.7893353e-06,0.999918,0.0013934829,5,4,random,minor,event,coordinated,attribute,part,randomly,unknown,select,.,accidental,specific
5,random,random,5,random,random,ant,very,True,['ant'],['very'],1,1,8.230969e-05,2.6258256e-05,0.00012100519,4.990665e-05,4.1747626e-05,0.99967873,0.004874938,1,4,random,event,attribute,minor,part,coordinated,randomly,unknown,selected,select,.,individual
2,event,event,2,event,event,desk,work,True,['desk'],['work'],1,1,0.00054605916,0.00056265894,0.9934676,0.0014740673,0.0010541991,0.0028953494,0.070090495,1,34,event,random,minor,part,coordinated,attribute,events,process,case,episode,major,function
5,random,random,5,random,random,glove,pest,True,['glove'],['pest'],1,1,2.4768167e-06,8.68827e-05,1.6225067e-05,1.5715425e-05,1.5504393e-05,0.99986315,0.0021723008,3,4,random,coordinated,event,minor,part,attribute,randomly,unknown,anonymous,miscellaneous,individual,frequent
5,random,random,5,random,random,radish,vinyl,True,"['ra', '##dis', '##h']",['vinyl'],3,1,1.7708155e-05,0.00010396441,0.00018319675,1.840193e-05,0.00022950777,0.99944717,0.0077906884,5,2,random,part,event,coordinated,minor,attribute,randomly,individual,unknown,chapter,specific,.
2,event,event,1,coord,coordinated,cockroach,fly,False,"['cock', '##ro', '##ach']",['fly'],3,1,0.005241339,0.034913532,0.9516698,0.0031054884,0.002173483,0.002896304,0.3462227,1,20,event,coordinated,attribute,minor,random,part,events,function,feature,can,group,act
1,coord,coordinated,2,event,event,sofa,couch,False,['sofa'],['couch'],1,1,0.00012986145,0.93578094,0.019237507,0.041183043,0.0024893768,0.0011792202,0.42345783,1,4,coordinated,minor,event,part,random,attribute,coordination,group,coordinate,organized,major,small
2,event,event,2,event,event,rat,live,True,['rat'],['live'],1,1,0.00048240463,0.00019056897,0.9947648,0.0009299817,0.00016116409,0.0034711247,0.054959137,11,19,event,random,minor,attribute,coordinated,part,events,episode,incident,major,",",feature
