pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target
5,random,2,event,turtle,live,False,['turtle'],['live'],1,1,4.5493714e-05,6.6962624e-05,6.8926354e-05,4.7934685e-05,6.248393e-05,0.9997081,0.004519008,4,19
5,random,5,random,ant,experience,True,['ant'],['experience'],1,1,3.3760305e-05,3.6369183e-05,3.9733863e-05,3.3799413e-05,3.209744e-05,0.9998242,0.002853401,1,8
5,random,5,random,fighter,start,True,['fighter'],['start'],1,1,3.78451e-05,4.905962e-05,5.8965157e-05,4.345654e-05,5.507821e-05,0.99975556,0.003848133,3,22
5,random,5,random,chisel,temperature,True,"['chi', '##sel']",['temperature'],2,1,4.3156535e-05,4.079901e-05,4.551015e-05,3.5109817e-05,4.6478894e-05,0.99978894,0.0033700638,4,2
5,random,3,hyper,knife,artifact,False,['knife'],['artifact'],1,1,3.423021e-05,4.877321e-05,5.8051563e-05,3.7737136e-05,5.006658e-05,0.9997712,0.0036231289,4,1
5,random,0,attri,missile,short,False,['missile'],['short'],1,1,5.6885874e-05,0.00011170402,8.381441e-05,8.5545624e-05,0.000119587465,0.9995425,0.0067777596,2,23
5,random,4,mero,cathedral,transept,False,['cathedral'],"['trans', '##ept']",1,2,5.3107084e-05,6.212804e-05,8.552476e-05,5.1498486e-05,9.628224e-05,0.99965143,0.0052991076,3,1
5,random,0,attri,lemon,sour,False,['lemon'],['sour'],1,1,5.5464086e-05,0.00011516706,7.9295656e-05,5.428829e-05,6.07095e-05,0.9996351,0.005517152,5,11
5,random,5,random,robin,permanence,True,['robin'],"['per', '##man', '##ence']",1,3,3.2037966e-05,3.5544534e-05,4.749811e-05,3.1991374e-05,2.8406215e-05,0.9998246,0.002845775,2,1
5,random,4,mero,cathedral,stair,False,['cathedral'],['stair'],1,1,3.4145123e-05,5.3771684e-05,4.9704882e-05,4.0186616e-05,4.5030058e-05,0.99977714,0.0035383757,3,1
5,random,4,mero,goose,plumage,False,['goose'],['plumage'],1,1,3.4594144e-05,5.7143032e-05,4.516581e-05,6.119857e-05,5.8693444e-05,0.99974316,0.004021999,6,1
5,random,4,mero,battleship,deck,False,['battleship'],['deck'],1,1,3.6230533e-05,5.335136e-05,4.953034e-05,4.4515473e-05,6.374601e-05,0.9997526,0.0038888673,1,7
5,random,2,event,bed,prepare,False,['bed'],['prepare'],1,1,5.337218e-05,7.310971e-05,5.745253e-05,4.5492794e-05,6.743576e-05,0.9997031,0.004590232,13,8
5,random,1,coord,library,pub,False,['library'],['pub'],1,1,3.5025656e-05,4.2574848e-05,4.5141802e-05,3.6676793e-05,3.683959e-05,0.9998037,0.0031543775,5,1
5,random,4,mero,villa,floor,False,['villa'],['floor'],1,1,4.072123e-05,4.413167e-05,5.5074648e-05,4.942272e-05,7.78375e-05,0.9997328,0.004166403,4,12
5,random,1,coord,corn,onion,False,['corn'],['onion'],1,1,3.6081416e-05,7.308519e-05,5.002434e-05,4.0851617e-05,4.2265878e-05,0.9997577,0.0038106246,9,3
5,random,3,hyper,battleship,artefact,False,['battleship'],"['arte', '##fa', '##ct']",1,3,3.0833315e-05,5.072769e-05,4.787742e-05,4.6692043e-05,4.5671837e-05,0.9997782,0.0035230054,1,1
5,random,5,random,dresser,possible,True,['dresser'],['possible'],1,1,3.291697e-05,3.4645116e-05,3.2025702e-05,3.9836257e-05,3.1707576e-05,0.9998288,0.0027846068,5,4
5,random,5,random,ant,very,True,['ant'],['very'],1,1,3.551438e-05,5.7072695e-05,4.7264413e-05,5.2219635e-05,4.6149726e-05,0.99976176,0.0037598303,1,4
5,random,2,event,desk,work,False,['desk'],['work'],1,1,4.211878e-05,5.515661e-05,5.5177337e-05,4.5632252e-05,6.300374e-05,0.9997389,0.004086728,1,34
5,random,5,random,glove,pest,True,['glove'],['pest'],1,1,3.4975135e-05,7.8500074e-05,5.7640274e-05,5.006322e-05,5.374976e-05,0.99972504,0.0042741466,3,4
5,random,5,random,radish,vinyl,True,"['ra', '##dis', '##h']",['vinyl'],3,1,3.8429254e-05,7.255589e-05,4.543087e-05,4.6379384e-05,5.629294e-05,0.9997409,0.0040528364,5,2
5,random,1,coord,cockroach,fly,False,"['cock', '##ro', '##ach']",['fly'],3,1,3.37065e-05,6.835296e-05,5.0905688e-05,4.8213267e-05,4.833568e-05,0.99975044,0.0039168177,1,20
5,random,2,event,sofa,couch,False,['sofa'],['couch'],1,1,3.6152185e-05,5.9316808e-05,4.256869e-05,3.873499e-05,4.3901204e-05,0.9997793,0.0035059073,1,4
5,random,2,event,rat,live,False,['rat'],['live'],1,1,4.2497493e-05,6.554335e-05,6.0494156e-05,4.4963712e-05,5.6029323e-05,0.9997304,0.0042051673,11,19
5,random,2,event,chisel,produce,False,"['chi', '##sel']",['produce'],2,1,4.5082383e-05,9.9582016e-05,6.5242115e-05,6.5556895e-05,8.58702e-05,0.9996387,0.0054739052,4,8
5,random,5,random,piano,afford,True,['piano'],['afford'],1,1,4.0613875e-05,6.777845e-05,4.1538362e-05,4.5329358e-05,4.7175236e-05,0.9997576,0.0038174465,4,4
5,random,1,coord,tiger,elephant,False,['tiger'],['elephant'],1,1,3.5191402e-05,8.6964435e-05,6.424193e-05,5.7062698e-05,5.352647e-05,0.999703,0.004580717,2,2
