pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12
2,event,Ġevent,2,event,Ġevent,turtle,live,True,['Ġturtle'],['Ġlive'],1,1,0.0039003934,9.188399e-06,0.9958902,3.0216428e-05,1.3403971e-05,0.00015664576,0.039933,4,19,Ġevent,Ġattribute,Ġrandom,Ġsubclass,Ġevents,ĠEvent,Ġpart,Ġcoordinated,event,Event,Ġcondition,Ġexperience
5,random,Ġrandom,5,random,Ġrandom,ant,experience,True,['Ġant'],['Ġexperience'],1,1,1.533401e-05,1.0863625e-07,0.00011003529,2.375456e-05,1.8040986e-05,0.99983263,0.002585243,1,8,Ġrandom,Ġevent,Ġsubclass,Ġpart,Ġattribute,ĠRandom,Ġrandomly,Ġarbitrary,Ġunknown,Ġrandomized,Ġchance,Ġunique
5,random,Ġrandom,5,random,Ġrandom,fighter,start,True,['Ġfighter'],['Ġstart'],1,1,4.8426544e-05,1.7100785e-06,0.0060386155,4.268505e-06,0.00024353474,0.99366343,0.057353098,3,22,Ġrandom,Ġevent,Ġpart,Ġattribute,ĠRandom,Ġrandomly,Ġsubclass,Ġstart,Ġend,Ġarbitrary,Ġpoint,Ġcoordinated
5,random,Ġrandom,5,random,Ġrandom,chisel,temperature,True,"['Ġch', 'isel']",['Ġtemperature'],2,1,2.5078105e-05,1.9100989e-07,7.811847e-05,1.7233472e-06,4.565449e-05,0.9998493,0.002362208,4,2,Ġrandom,Ġevent,Ġpart,Ġattribute,Ġarbitrary,ĠRandom,Ġsubclass,Ġrandomly,Ġrandomized,Ġunknown,Ġunpredictable,Ġvariable
3,hyper,Ġsubclass,3,hyper,Ġsubclass,knife,artifact,True,['Ġknife'],['Ġartifact'],1,1,3.8484256e-07,4.1947044e-07,7.9879453e-07,0.9999981,1.5997769e-07,1.4261505e-07,4.287385e-05,4,1,Ġsubclass,Ġclass,Ġevent,Ġcoordinated,Ġattribute,Ġgroup,Ġcategory,Ġpart,Ġrandom,Ġtype,ĠClass,Ġindividual
0,attri,Ġattribute,0,attri,Ġattribute,missile,short,True,['Ġmissile'],['Ġshort'],1,1,0.99749774,9.823822e-07,9.106838e-05,6.367649e-06,6.4036125e-05,0.0023397757,0.02629772,2,23,Ġattribute,Ġrandom,Ġevent,Ġpart,Ġcharacteristic,Ġtrait,Ġattributes,Ġproperty,Ġfeature,Ġsubclass,Ġelement,Ġparameter
4,mero,Ġpart,4,mero,Ġpart,cathedral,transept,True,['Ġcathedral'],"['Ġtr', 'anse', 'pt']",1,3,4.3288193e-05,0.00081186544,0.0017617206,0.0006048833,0.9937688,0.0030094984,0.06571711,3,1,Ġpart,Ġrandom,Ġevent,Ġcoordinated,Ġsubclass,Ġportion,Ġsection,Ġattribute,Ġelement,Ġorganized,Ġhalf,Ġcomponent
0,attri,Ġattribute,0,attri,Ġattribute,lemon,sour,True,['Ġlemon'],['Ġsour'],1,1,0.99984956,2.9415511e-07,0.000119601966,1.2619228e-06,8.659592e-06,2.0589325e-05,0.0022725612,5,11,Ġattribute,Ġevent,Ġrandom,Ġpart,Ġcharacteristic,Ġattributes,Ġlabel,Ġtrait,Ġelement,Ġname,Ġproperty,Ġsubclass
5,random,Ġrandom,5,random,Ġrandom,robin,permanence,True,"['Ġrob', 'in']","['Ġperman', 'ence']",2,2,1.9417563e-05,9.409386e-08,3.16778e-05,5.314976e-06,3.1990207e-06,0.99994016,0.0010172691,2,1,Ġrandom,Ġevent,Ġattribute,Ġsubclass,Ġpart,Ġarbitrary,Ġrandomly,ĠRandom,Ġunpredictable,Ġodd,Ġrandomized,Ġprobability
4,mero,Ġpart,4,mero,Ġpart,cathedral,stair,True,['Ġcathedral'],['Ġstair'],1,1,2.1469203e-05,0.00023018217,0.0035022874,5.4497523e-05,0.9950293,0.0011623029,0.050940856,3,1,Ġpart,Ġevent,Ġrandom,Ġcoordinated,Ġportion,Ġsubclass,Ġsection,Ġpiece,Ġone,Ġattribute,Ġbit,ĠPart
