pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12
2,event,event,2,event,event,turtle,live,True,['turtle'],['live'],1,1,2.0043095e-05,3.3008502e-05,0.9982079,0.000796627,2.4251038e-05,0.0009181738,0.021222828,4,19,event,random,minor,coordinated,part,attribute,events,the,",",case,end,moment
5,random,random,5,random,random,ant,experience,True,['ant'],['experience'],1,1,1.0560384e-06,1.2423727e-06,3.5453488e-06,8.05066e-05,1.1307748e-06,0.9999126,0.0013530296,1,8,random,minor,event,coordinated,part,attribute,wild,new,bizarre,variable,small,randomly
5,random,random,5,random,random,fighter,start,True,['fighter'],['start'],1,1,3.1129304e-05,3.322716e-05,0.01715235,0.00031202196,0.00018398625,0.9822872,0.13280968,3,22,random,event,minor,part,coordinated,attribute,the,new,end,probability,variable,","
5,random,random,5,random,random,chisel,temperature,True,"['chi', '##sel']",['temperature'],2,1,1.2555935e-06,1.1334863e-06,2.6833807e-06,5.710431e-05,8.047969e-07,0.99993694,0.0010087914,4,2,random,minor,event,attribute,coordinated,part,bizarre,variable,small,select,odd,wild
3,hyper,minor,3,hyper,minor,knife,artifact,True,['knife'],['artifact'],1,1,6.577216e-06,1.7903638e-05,1.544795e-05,0.99994576,2.03275e-06,1.2246187e-05,0.0009588672,4,1,minor,coordinated,event,random,attribute,major,small,part,important,lesser,new,an
0,attri,attribute,0,attri,attribute,missile,short,True,['missile'],['short'],1,1,0.9984731,2.5661511e-06,0.00017292274,0.000100783116,2.7974025e-05,0.0012225984,0.018000672,2,23,attribute,random,event,minor,part,coordinated,attributes,the,feature,variable,characteristic,trait
4,mero,part,4,mero,part,cathedral,transept,True,['cathedral'],"['trans', '##ept']",1,2,4.2819873e-05,0.0061194957,9.734978e-05,0.0001538812,0.9932515,0.00033485043,0.062429063,3,1,part,coordinated,random,minor,event,attribute,section,side,portion,half,of,rest
0,attri,attribute,0,attri,attribute,lemon,sour,True,['lemon'],['sour'],1,1,0.9999826,5.055965e-08,1.19612905e-05,2.5726079e-06,3.0286535e-07,2.4483584e-06,0.00032179532,5,11,attribute,event,minor,random,attributes,part,characteristic,element,feature,variety,trait,the
5,random,random,5,random,random,robin,permanence,True,['robin'],"['per', '##man', '##ence']",1,3,9.647184e-07,5.0670724e-07,1.1731427e-06,0.00013982835,1.1740974e-06,0.99985635,0.002073711,2,1,random,minor,part,event,attribute,coordinated,wild,frequent,new,variable,randomly,select
4,mero,part,4,mero,part,cathedral,stair,True,['cathedral'],['stair'],1,1,6.2103727e-06,0.0020812473,0.0001563088,6.610306e-05,0.9975165,0.000173737,0.027290715,3,1,part,coordinated,random,event,minor,portion,section,side,attribute,of,feature,component
4,mero,part,4,mero,part,goose,plumage,True,['goose'],['plumage'],1,1,3.691327e-05,5.4704187e-06,2.3503477e-05,5.1082556e-05,0.9998161,6.690513e-05,0.0029218523,6,1,part,random,minor,attribute,event,portion,coordinated,section,piece,rest,parts,feature
4,mero,part,4,mero,part,battleship,deck,True,['battleship'],['deck'],1,1,8.8138746e-05,0.0002532454,0.00045294221,0.0005474531,0.99624497,0.0024132314,0.04156567,1,7,part,random,minor,event,coordinated,attribute,section,portion,rest,the,side,feature
5,random,random,2,event,event,bed,prepare,False,['bed'],['prepare'],1,1,1.14105e-05,1.2122043e-05,3.6484635e-05,0.0005259766,7.811605e-06,0.9994061,0.007641349,13,8,random,minor,event,coordinated,attribute,part,select,the,new,great,small,multiple
