pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target
2,event,2,event,turtle,live,True,['Ġturtle'],['Ġlive'],1,1,0.00011270642,7.245255e-05,0.9895104,0.00015572587,0.00041521314,0.009733546,0.08920989,4,19
5,random,5,random,ant,experience,True,['Ġant'],['Ġexperience'],1,1,4.1102867e-05,2.2040114e-05,8.541399e-05,1.9184718e-05,6.26974e-05,0.9997695,0.0036025757,1,8
5,random,5,random,fighter,start,True,['Ġfighter'],['Ġstart'],1,1,3.5950055e-05,2.6675842e-05,0.0009807713,1.9974595e-05,0.00014854998,0.99878806,0.014686007,3,22
5,random,5,random,chisel,temperature,True,"['Ġch', 'isel']",['Ġtemperature'],2,1,3.7213715e-05,2.4843614e-05,0.0001162029,1.4482973e-05,6.926871e-05,0.99973804,0.0040142946,4,2
3,hyper,3,hyper,knife,artifact,True,['Ġknife'],['Ġartifact'],1,1,0.000116978445,0.00010226811,0.0001201585,0.9994873,4.348816e-05,0.00012980973,0.0074939304,4,1
0,attri,0,attri,missile,short,True,['Ġmissile'],['Ġshort'],1,1,0.98904294,5.411642e-05,0.00024537803,0.000109666405,0.00015964877,0.010388296,0.091334194,2,23
4,mero,4,mero,cathedral,transept,True,['Ġcathedral'],"['Ġtr', 'anse', 'pt']",1,3,0.00012740819,0.00015169424,9.6638236e-05,0.00015263748,0.9979625,0.001509167,0.02387735,3,1
0,attri,0,attri,lemon,sour,True,['Ġlemon'],['Ġsour'],1,1,0.99863464,6.716617e-05,0.00015627002,8.0512364e-05,0.00013123223,0.0009302472,0.017030507,5,11
5,random,5,random,robin,permanence,True,"['Ġrob', 'in']","['Ġperman', 'ence']",2,2,3.9004888e-05,2.3360664e-05,7.557964e-05,1.7319262e-05,5.7945217e-05,0.9997868,0.0033625688,2,1
4,mero,4,mero,cathedral,stair,True,['Ġcathedral'],['Ġstair'],1,1,7.8114004e-05,0.0003652223,0.00017625687,0.00019822876,0.99865425,0.00052786595,0.017559776,3,1
4,mero,4,mero,goose,plumage,True,['Ġgoose'],"['Ġplum', 'age']",1,2,0.00016935024,5.3141855e-05,0.0003025367,0.0001801631,0.99824274,0.0010521065,0.021594886,6,1
4,mero,4,mero,battleship,deck,True,"['Ġbattles', 'hip']",['Ġdeck'],2,1,9.4044684e-05,0.0001340749,0.00019569776,0.00012425613,0.997973,0.0014788661,0.023830274,1,7
5,random,2,event,bed,prepare,False,['Ġbed'],['Ġprepare'],1,1,3.1425592e-05,2.5366518e-05,0.00020855335,1.717511e-05,6.695697e-05,0.9996505,0.005111764,13,8
1,coord,1,coord,library,pub,True,['Ġlibrary'],['Ġpub'],1,1,8.044596e-05,0.9955584,0.00063104625,0.0020640737,0.00050012406,0.0011659497,0.049453393,5,1
4,mero,4,mero,villa,floor,True,"['Ġvill', 'a']",['Ġfloor'],2,1,0.00013169699,0.000117549454,0.0001339218,0.000121219935,0.9985403,0.00095532543,0.01822029,4,12
1,coord,1,coord,corn,onion,True,['Ġcorn'],['Ġonion'],1,1,5.3219508e-05,0.99790883,0.00021186256,0.0010574484,0.00026076072,0.00050795515,0.02547122,9,3
3,hyper,3,hyper,battleship,artefact,True,"['Ġbattles', 'hip']","['Ġarte', 'fact']",2,2,9.2971815e-05,0.00013233405,0.00012225483,0.99945694,5.097249e-05,0.0001445664,0.007893337,1,1
5,random,5,random,dresser,possible,True,"['Ġdress', 'er']",['Ġpossible'],2,1,4.5132037e-05,2.3805127e-05,6.624548e-05,2.4169582e-05,6.0668404e-05,0.99978,0.0034746383,5,4
5,random,5,random,ant,very,True,['Ġant'],['Ġvery'],1,1,0.00010552454,1.8142144e-05,0.00011739354,1.5985775e-05,6.1865474e-05,0.9996811,0.0047920593,1,4
2,event,2,event,desk,work,True,['Ġdesk'],['Ġwork'],1,1,0.00010190867,6.9311805e-05,0.98921096,0.0001647777,0.00040411085,0.010048989,0.09110969,1,34
5,random,5,random,glove,pest,True,['Ġglove'],['Ġpest'],1,1,3.8457514e-05,2.9920195e-05,8.1364415e-05,1.7932824e-05,6.01616e-05,0.99977213,0.0035739269,3,4
5,random,5,random,radish,vinyl,True,"['Ġrad', 'ish']",['Ġvinyl'],2,1,4.5377856e-05,2.3998991e-05,8.463078e-05,1.602423e-05,5.5000757e-05,0.999775,0.0035260322,5,2
2,event,1,coord,cockroach,fly,False,"['Ġcock', 'roach']",['Ġfly'],2,1,6.567442e-05,0.00013011995,0.994449,0.00023130231,0.00043998868,0.0046838988,0.05452217,1,20
1,coord,2,event,sofa,couch,False,['Ġsofa'],['Ġcouch'],1,1,9.6760275e-05,0.98890287,0.0036329255,0.0055310065,0.00078623556,0.0010501967,0.10662736,1,4
