pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12
2,event,event,2,event,event,turtle,live,True,['turtle'],['live'],1,1,2.636335e-05,2.5339947e-05,0.99861765,0.0009578033,0.0001631672,0.00020968875,0.017000742,4,19,event,minor,random,part,attribute,coordinated,time,events,place,moment,amount,process
5,random,random,5,random,random,ant,experience,True,['ant'],['experience'],1,1,1.19885535e-05,3.3467618e-06,0.00016065063,2.825133e-05,0.00020763146,0.9995881,0.0058427593,1,8,random,part,event,minor,attribute,coordinated,independent,variable,randomly,free,chance,probability
5,random,random,5,random,random,fighter,start,True,['fighter'],['start'],1,1,0.00041138224,7.947539e-05,0.17436148,0.0012942655,0.02422297,0.7996303,0.84546316,3,22,random,event,part,minor,attribute,coordinated,end,point,site,the,variable,field
5,random,random,5,random,random,chisel,temperature,True,"['chi', '##sel']",['temperature'],2,1,0.00017274139,2.923586e-05,0.00076037465,7.2466486e-05,0.0030078073,0.99595743,0.042491287,4,2,random,part,event,attribute,minor,coordinated,independent,variable,field,entropy,constant,the
3,hyper,minor,3,hyper,minor,knife,artifact,True,['knife'],['artifact'],1,1,5.0989263e-05,0.0003660637,0.0024679757,0.99695516,2.8339446e-05,0.00013143038,0.032793358,4,1,minor,event,coordinated,random,small,attribute,major,part,lesser,important,smallest,individual
0,attri,attribute,0,attri,attribute,missile,short,True,['missile'],['short'],1,1,0.98734194,6.952411e-05,0.0027931205,0.0005753852,9.899771e-05,0.009120976,0.112121455,2,23,attribute,random,event,minor,part,coordinated,variable,feature,property,characteristic,attributes,degree
4,mero,part,4,mero,part,cathedral,transept,True,['cathedral'],"['trans', '##ept']",1,2,0.00032594457,0.0013252978,0.007979827,0.00041013234,0.9886783,0.0012804071,0.10521855,3,1,part,event,coordinated,random,minor,attribute,portion,section,side,area,feature,end
0,attri,attribute,0,attri,attribute,lemon,sour,True,['lemon'],['sour'],1,1,0.99747133,0.000104077495,0.0014113851,0.00017227182,2.6731326e-05,0.0008141468,0.029299404,5,11,attribute,event,random,minor,coordinated,part,characteristic,property,feature,attributes,degree,trait
5,random,random,5,random,random,robin,permanence,True,['robin'],"['per', '##man', '##ence']",1,3,9.087694e-06,1.1940098e-06,1.2332829e-05,1.6755204e-05,9.7251424e-05,0.9998634,0.0021358638,2,1,random,part,minor,event,attribute,coordinated,variable,randomly,independent,partial,probability,entropy
4,mero,part,4,mero,part,cathedral,stair,True,['cathedral'],['stair'],1,1,2.4811608e-05,7.988688e-05,0.009000188,4.6272915e-05,0.9902795,0.00056933414,0.08338881,3,1,part,event,random,coordinated,minor,portion,attribute,section,number,feature,place,component
4,mero,part,4,mero,part,goose,plumage,True,['goose'],['plumage'],1,1,8.2753075e-05,5.3458556e-05,0.0038748435,0.00057473313,0.9951455,0.00026863033,0.049284503,6,1,part,event,minor,random,attribute,coordinated,portion,amount,piece,parts,component,section
4,mero,part,4,mero,part,battleship,deck,True,['battleship'],['deck'],1,1,8.378441e-05,0.00014702827,0.02759245,0.0003027913,0.97052515,0.0013488014,0.20421334,1,7,part,event,random,minor,coordinated,attribute,portion,section,number,area,place,end
2,event,event,2,event,event,bed,prepare,True,['bed'],['prepare'],1,1,0.0002444018,7.199261e-05,0.99527246,0.00026719412,0.00027055675,0.0038734053,0.048139997,13,8,event,random,part,minor,attribute,coordinated,events,act,process,moment,object,time
1,coord,coordinated,1,coord,coordinated,library,pub,True,['library'],['pub'],1,1,5.128679e-06,0.9991627,0.0005876982,4.2362113e-05,5.484951e-05,0.0001472671,0.010871518,5,1,coordinated,event,random,part,minor,coordinate,attribute,related,coordination,organized,independent,associated
4,mero,part,4,mero,part,villa,floor,True,['villa'],['floor'],1,1,7.08694e-05,5.363602e-05,0.0068444945,0.00028196958,0.99115914,0.0015899568,0.08176028,4,12,part,event,random,minor,attribute,portion,coordinated,number,section,bit,point,amount
1,coord,coordinated,1,coord,coordinated,corn,onion,True,['corn'],['onion'],1,1,1.1682474e-06,0.99989676,8.4475214e-05,4.9312853e-06,7.891663e-06,4.74461e-06,0.0016196156,9,3,coordinated,event,part,coordinate,minor,random,attribute,coordination,related,same,directed,opposite
3,hyper,minor,3,hyper,minor,battleship,artefact,True,['battleship'],"['arte', '##fa', '##ct']",1,3,7.988233e-05,0.00030436215,0.0018229382,0.9976031,6.442496e-05,0.0001253294,0.027206,1,1,minor,event,coordinated,random,attribute,part,major,small,lesser,important,the,individual
5,random,random,5,random,random,dresser,possible,True,['dresser'],['possible'],1,1,0.00070196,2.3849676e-05,0.00046134155,0.0012322332,0.0011411074,0.9964394,0.04102391,5,4,random,minor,part,attribute,event,coordinated,variable,independent,small,partial,different,unknown
5,random,random,5,random,random,ant,very,True,['ant'],['very'],1,1,0.06002802,0.000118271295,0.003274674,0.0033617816,0.0018979363,0.9313194,0.41256458,1,4,random,attribute,minor,event,part,coordinated,variable,the,small,specific,select,partial
2,event,event,2,event,event,desk,work,True,['desk'],['work'],1,1,4.7661564e-05,0.00017647188,0.9966546,0.0015376285,0.0011417054,0.00044197583,0.038157236,1,34,event,minor,part,random,coordinated,attribute,place,events,process,act,site,amount
5,random,random,5,random,random,glove,pest,True,['glove'],['pest'],1,1,7.473466e-05,4.3014723e-05,0.00012723806,0.0006203558,0.0010588809,0.9980757,0.02314316,3,4,random,part,minor,event,attribute,coordinated,independent,natural,probability,randomly,small,variable
