pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12
2,event,Ġevent,2,event,Ġevent,turtle,live,True,['Ġturtle'],['Ġlive'],1,1,2.7461623e-05,2.9704495e-06,0.9999244,7.1713623e-07,1.1464456e-05,3.3023727e-05,0.001274243,4,19,Ġevent,Ġrandom,Ġattribute,Ġpart,Ġevents,ĠEvent,Ġcoordinated,event,Ġcondition,Ġfunction,Ġaction,Ġsubclass
5,random,Ġrandom,5,random,Ġrandom,ant,experience,True,['Ġant'],['Ġexperience'],1,1,5.9473604e-07,2.9344703e-08,1.4981714e-05,2.2285613e-07,7.6940415e-07,0.99998343,0.000297594,1,8,Ġrandom,Ġevent,Ġpart,Ġattribute,ĠRandom,Ġrandomly,Ġsubclass,Ġarbitrary,Ġrandomized,Ġunique,Ġcoordinated,Ġunpredictable
2,event,Ġevent,5,random,Ġrandom,fighter,start,False,['Ġfighter'],['Ġstart'],1,1,3.1710635e-05,6.55856e-06,0.52426696,4.2837532e-06,0.0025351772,0.47315538,1.021772,3,22,Ġevent,Ġrandom,Ġpart,Ġattribute,Ġstart,Ġrace,Ġpoint,Ġevents,Ġend,Ġcoordinated,Ġrandomly,Ġsubclass
5,random,Ġrandom,5,random,Ġrandom,chisel,temperature,True,"['Ġch', 'isel']",['Ġtemperature'],2,1,4.5446186e-06,4.1855404e-08,2.209797e-05,6.739236e-08,1.39817585e-05,0.99995923,0.0007092498,4,2,Ġrandom,Ġevent,Ġpart,Ġattribute,Ġrandomly,ĠRandom,Ġarbitrary,Ġunknown,Ġrandomized,Ġunique,Ġodd,Ġvariant
3,hyper,Ġsubclass,3,hyper,Ġsubclass,knife,artifact,True,['Ġknife'],['Ġartifact'],1,1,8.841198e-07,8.584762e-08,1.093535e-07,0.9999988,1.9567038e-08,4.3220847e-08,2.5515123e-05,4,1,Ġsubclass,Ġattribute,Ġclass,Ġtype,Ġevent,Ġcoordinated,Ġcategory,Ġrandom,Ġgroup,Ġsort,Ġpart,ĠClass
0,attri,Ġattribute,0,attri,Ġattribute,missile,short,True,['Ġmissile'],['Ġshort'],1,1,0.9987582,1.9001219e-06,0.00025463424,2.5458276e-06,4.9069702e-05,0.0009337168,0.015014033,2,23,Ġattribute,Ġrandom,Ġevent,Ġpart,Ġcharacteristic,Ġelement,Ġattributes,Ġtrait,Ġpoint,Ġproperty,Ġsubclass,Ġfeature
4,mero,Ġpart,4,mero,Ġpart,cathedral,transept,True,['Ġcathedral'],"['Ġtr', 'anse', 'pt']",1,3,9.148914e-07,3.454884e-05,1.7026428e-05,1.4979133e-06,0.999907,3.8833634e-05,0.0015320859,3,1,Ġpart,Ġrandom,Ġcoordinated,Ġportion,Ġevent,Ġsection,Ġcomplete,Ġsubclass,Ġcomponent,Ġelement,Ġparts,Ġhalf
0,attri,Ġattribute,0,attri,Ġattribute,lemon,sour,True,['Ġlemon'],['Ġsour'],1,1,0.9990258,4.0688275e-07,0.0009254995,1.6218896e-06,7.694414e-06,3.885603e-05,0.011471131,5,11,Ġattribute,Ġevent,Ġrandom,Ġpart,Ġlabel,Ġcharacteristic,Ġtrait,Ġelement,Ġproperty,Ġattributes,Ġsubclass,Ġclass
5,random,Ġrandom,5,random,Ġrandom,robin,permanence,True,"['Ġrob', 'in']","['Ġperman', 'ence']",2,2,1.8548915e-06,6.025963e-08,4.454574e-06,9.125289e-08,1.1005285e-06,0.99999225,0.00015078665,2,1,Ġrandom,Ġevent,Ġattribute,Ġpart,Ġrandomly,ĠRandom,Ġarbitrary,Ġsubclass,Ġcoordinated,Ġodd,Ġrandomized,Ġunique
4,mero,Ġpart,4,mero,Ġpart,cathedral,stair,True,['Ġcathedral'],['Ġstair'],1,1,1.3280173e-06,0.00013566844,0.00014894608,1.6694617e-06,0.99955446,0.00015794077,0.006331693,3,1,Ġpart,Ġrandom,Ġevent,Ġcoordinated,Ġportion,Ġsection,Ġone,Ġof,Ġis,Ġcomponent,Ġpiece,Ġbit
