pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12
2,event,Ġevent,2,event,Ġevent,turtle,live,True,['Ġturtle'],['Ġlive'],1,1,0.00047640543,5.6809597e-05,0.9958669,0.0016118371,0.00052651466,0.0014615215,0.046461586,4,19,Ġevent,Ġsubclass,Ġrandom,Ġpart,Ġattribute,Ġevents,Ġcoordinated,ĠEvent,Ġto,Ġthe,",",Ġclass
5,random,Ġrandom,5,random,Ġrandom,ant,experience,True,['Ġant'],['Ġexperience'],1,1,1.6772854e-05,1.2487078e-06,0.00015568976,6.412591e-06,8.9132685e-05,0.99973077,0.0039580455,1,8,Ġrandom,Ġevent,Ġpart,Ġattribute,Ġsubclass,Ġrandomly,random,ĠRandom,Ġcoordinated,Ġanonymous,Ġarbitrary,Ġunrelated
2,event,Ġevent,5,random,Ġrandom,fighter,start,False,['Ġfighter'],['Ġstart'],1,1,0.0005453492,5.834715e-05,0.58216983,8.38099e-05,0.0036919906,0.4134506,1.0189047,3,22,Ġevent,Ġrandom,Ġpart,Ġattribute,Ġsubclass,Ġcoordinated,Ġevents,ĠEvent,Ġrandomly,Ġstart,Ġend,Ġpoint
5,random,Ġrandom,5,random,Ġrandom,chisel,temperature,True,"['Ġch', 'isel']",['Ġtemperature'],2,1,4.5082063e-05,1.2207345e-06,0.00023947755,2.450909e-06,0.00032141866,0.99939036,0.008209578,4,2,Ġrandom,Ġpart,Ġevent,Ġattribute,ĠRandom,Ġrandomly,Ġsubclass,random,Ġcoordinated,Ġarbitrary,Ġvariable,Ġunknown
3,hyper,Ġsubclass,3,hyper,Ġsubclass,knife,artifact,True,['Ġknife'],['Ġartifact'],1,1,1.1779179e-06,4.760853e-07,1.248689e-06,0.99996364,1.3265487e-05,2.0220894e-05,0.0006403877,4,1,Ġsubclass,Ġrandom,Ġpart,Ġclass,Ġother,Ġevent,Ġattribute,Ġtype,Ġcoordinated,Ġanother,Ġrelated,Ġan
0,attri,Ġattribute,0,attri,Ġattribute,missile,short,True,['Ġmissile'],['Ġshort'],1,1,0.9981085,7.6078027e-06,7.104333e-05,1.5867034e-05,0.00061093876,0.0011860322,0.02213826,2,23,Ġattribute,Ġrandom,Ġpart,Ġevent,Ġattributes,Ġsubclass,Ġcoordinated,Ġis,Ġbe,Ġfeature,Ġpoint,Ġare
4,mero,Ġpart,4,mero,Ġpart,cathedral,transept,True,['Ġcathedral'],"['Ġtr', 'anse', 'pt']",1,3,3.6315585e-05,1.5918937e-05,2.97616e-05,2.9922896e-06,0.9986688,0.0012462656,0.015235199,3,1,Ġpart,Ġrandom,Ġattribute,Ġevent,Ġparts,Ġcoordinated,'s,ĠPart,Ġfull,part,Ġmain,","
0,attri,Ġattribute,0,attri,Ġattribute,lemon,sour,True,['Ġlemon'],['Ġsour'],1,1,0.99984944,1.5624478e-06,1.3474134e-05,2.5193253e-06,6.221683e-05,7.078224e-05,0.00235733,5,11,Ġattribute,Ġrandom,Ġpart,Ġevent,Ġattributes,Ġsubclass,Ġis,Ġcoordinated,Ġturn,Ġbe,Ġpoint,Ġfeature
5,random,Ġrandom,5,random,Ġrandom,robin,permanence,True,"['Ġrob', 'in']","['Ġperman', 'ence']",2,2,0.00012548841,6.551053e-07,4.7762485e-05,8.597513e-06,0.00014353877,0.9996741,0.0047728047,2,1,Ġrandom,Ġpart,Ġattribute,Ġevent,Ġsubclass,Ġrandomly,ĠRandom,Ġarbitrary,random,Ġgeneral,Ġcoordinated,Ġunknown
4,mero,Ġpart,4,mero,Ġpart,cathedral,stair,True,['Ġcathedral'],['Ġstair'],1,1,1.7538305e-05,1.1759086e-05,6.70972e-05,2.9177593e-06,0.9993623,0.00053848163,0.008220498,3,1,Ġpart,Ġrandom,Ġevent,Ġattribute,Ġcoordinated,Ġparts,part,Ġby,ĠPart,Ġmain,Ġlong,Ġfull
