pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target
2,event,2,event,turtle,live,True,['turtle'],['live'],1,1,6.0956718e-05,5.747637e-05,0.99960583,8.0755686e-05,5.227317e-05,0.00014261236,0.0058950526,4,19
5,random,5,random,ant,experience,True,['ant'],['experience'],1,1,1.4183014e-05,6.6527723e-06,1.9718751e-05,7.177464e-06,7.6004144e-06,0.9999447,0.0009827372,1,8
2,event,5,random,fighter,start,False,['fighter'],['start'],1,1,0.0004478486,0.00052143144,0.93904,0.00016393414,0.052553978,0.0072728135,0.37295792,3,22
5,random,5,random,chisel,temperature,True,"['chi', '##sel']",['temperature'],2,1,1.526679e-05,6.5740596e-06,1.5628817e-05,7.234784e-06,1.5575162e-05,0.9999397,0.0010661707,4,2
3,hyper,3,hyper,knife,artifact,True,['knife'],['artifact'],1,1,3.157091e-05,5.4013966e-05,0.00010801809,0.99975234,2.4647812e-05,2.947319e-05,0.0038393433,4,1
0,attri,0,attri,missile,short,True,['missile'],['short'],1,1,0.99968433,2.419972e-05,0.000111930494,2.795587e-05,3.7368583e-05,0.000114143244,0.00476285,2,23
4,mero,4,mero,cathedral,transept,True,['cathedral'],"['trans', '##ept']",1,2,4.0439812e-05,4.2489504e-05,4.9692226e-05,1.9570454e-05,0.99980754,4.023109e-05,0.0030887409,3,1
0,attri,0,attri,lemon,sour,True,['lemon'],['sour'],1,1,0.9995616,4.9824765e-05,0.00018928318,5.9850703e-05,6.978237e-05,6.957458e-05,0.006449244,5,11
5,random,5,random,robin,permanence,True,['robin'],"['per', '##man', '##ence']",1,3,1.8764853e-05,8.197827e-06,1.3864655e-05,9.292315e-06,9.152955e-06,0.99994075,0.0010508974,2,1
4,mero,4,mero,cathedral,stair,True,['cathedral'],['stair'],1,1,3.0054962e-05,3.7242407e-05,5.6355366e-05,2.4143437e-05,0.9998211,3.1111795e-05,0.0028890446,3,1
4,mero,4,mero,goose,plumage,True,['goose'],['plumage'],1,1,3.1215044e-05,4.0360454e-05,5.042195e-05,3.3902194e-05,0.9998192,2.4864903e-05,0.0029206392,6,1
4,mero,4,mero,battleship,deck,True,['battleship'],['deck'],1,1,2.8896546e-05,2.5949375e-05,7.5860764e-05,1.6983775e-05,0.9997782,7.409221e-05,0.0034749098,1,7
5,random,2,event,bed,prepare,False,['bed'],['prepare'],1,1,2.9791447e-05,1.8248558e-05,0.001702006,3.1743664e-05,2.8393275e-05,0.99818987,0.019903468,13,8
1,coord,1,coord,library,pub,True,['library'],['pub'],1,1,2.5308585e-05,0.99980825,1.9271502e-05,5.77129e-05,5.12058e-05,3.8251612e-05,0.0030687258,5,1
4,mero,4,mero,villa,floor,True,['villa'],['floor'],1,1,3.089672e-05,2.9175364e-05,7.369343e-05,1.8791528e-05,0.9997583,8.915852e-05,0.0037572398,4,12
1,coord,1,coord,corn,onion,True,['corn'],['onion'],1,1,1.309895e-05,0.99986327,2.4356832e-05,4.4293152e-05,3.1070882e-05,2.3868923e-05,0.0022552537,9,3
