pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target
2,event,2,event,turtle,live,True,['turtle'],['live'],1,1,0.0009290149,5.3898166e-05,0.9915377,0.00022798176,0.00018504921,0.007066248,0.07781802,4,19
5,random,5,random,ant,experience,True,['ant'],['experience'],1,1,5.0416813e-05,1.1099677e-05,4.695923e-05,2.8849163e-05,2.4126364e-05,0.9998385,0.002615703,1,8
5,random,5,random,fighter,start,True,['fighter'],['start'],1,1,9.815155e-05,2.714341e-05,0.005112165,4.5664172e-05,0.0008459624,0.99387085,0.058740128,3,22
5,random,5,random,chisel,temperature,True,"['chi', '##sel']",['temperature'],2,1,5.9495505e-05,1.1032074e-05,4.97988e-05,3.0558236e-05,2.6819667e-05,0.9998223,0.0028505311,4,2
3,hyper,3,hyper,knife,artifact,True,['knife'],['artifact'],1,1,8.821236e-05,4.4033663e-05,5.3981945e-05,0.99953043,5.8685993e-05,0.00022460605,0.0068150437,4,1
0,attri,0,attri,missile,short,True,['missile'],['short'],1,1,0.98623264,0.00010361307,0.0003982409,0.00025172325,0.00021681613,0.012797009,0.111710705,2,23
4,mero,4,mero,cathedral,transept,True,['cathedral'],"['trans', '##ept']",1,2,0.00018742145,0.00025211752,0.00024670412,5.178271e-05,0.9989398,0.0003221626,0.014294011,3,1
0,attri,0,attri,lemon,sour,True,['lemon'],['sour'],1,1,0.99821043,6.449093e-05,0.0001782041,0.00015727748,6.867852e-05,0.0013208893,0.02126689,5,11
5,random,5,random,robin,permanence,True,['robin'],"['per', '##man', '##ence']",1,3,4.885434e-05,9.779612e-06,3.920334e-05,3.7152568e-05,2.6257874e-05,0.9998387,0.00261518,2,1
4,mero,4,mero,cathedral,stair,True,['cathedral'],['stair'],1,1,0.0001368335,0.00014855049,0.00027455148,5.1178464e-05,0.99903154,0.0003574322,0.0131122945,3,1
4,mero,4,mero,goose,plumage,True,['goose'],['plumage'],1,1,0.00015914695,5.440495e-05,0.0002183072,5.0233408e-05,0.99903834,0.000479582,0.012825559,6,1
4,mero,4,mero,battleship,deck,True,['battleship'],['deck'],1,1,0.00015660127,7.731711e-05,0.00030530378,4.6271693e-05,0.9987703,0.00064417865,0.015868517,1,7
2,event,2,event,bed,prepare,True,['bed'],['prepare'],1,1,0.0005948957,0.00018205986,0.8889287,0.0003042537,0.0005679003,0.10942214,0.5185855,13,8
