pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12
2,event,Ġevent,2,event,Ġevent,turtle,live,True,['Ġturtle'],['Ġlive'],1,1,0.0007968353,0.0003880666,0.9912479,0.0002902806,0.00042094837,0.006856038,0.0825863,4,19,Ġevent,Ġrandom,Ġattribute,Ġpart,Ġcoordinated,Ġsubclass,Ġevents,ĠEvent,Ġcan,Ġto,Event,Ġwill
5,random,Ġrandom,5,random,Ġrandom,ant,experience,True,['Ġant'],['Ġexperience'],1,1,1.37109855e-05,2.5256293e-05,0.0006244918,1.7378456e-05,0.00015980077,0.99915934,0.010757387,1,8,Ġrandom,Ġevent,Ġpart,Ġcoordinated,Ġsubclass,Ġattribute,random,ĠRandom,Ġrandomly,Random,Ġrandomized,Ġgroup
2,event,Ġevent,5,random,Ġrandom,fighter,start,False,['Ġfighter'],['Ġstart'],1,1,0.00013260967,0.00063440955,0.94043493,9.0674424e-05,0.013997253,0.044710122,0.37963906,3,22,Ġevent,Ġrandom,Ġpart,Ġcoordinated,Ġattribute,Ġevents,Ġsubclass,ĠEvent,Ġstart,Ġto,Ġselect,Ġstop
5,random,Ġrandom,5,random,Ġrandom,chisel,temperature,True,"['Ġch', 'isel']",['Ġtemperature'],2,1,6.7944825e-06,5.710037e-06,0.00052262953,2.6103191e-06,0.00024477593,0.9992174,0.010027114,4,2,Ġrandom,Ġevent,Ġpart,ĠRandom,Ġattribute,Ġcoordinated,random,Ġrandomly,Ġsubclass,Random,Ġarbitrary,Ġrandomized
3,hyper,Ġsubclass,3,hyper,Ġsubclass,knife,artifact,True,['Ġknife'],['Ġartifact'],1,1,2.0065734e-06,2.2422462e-06,2.0600826e-06,0.9999708,7.458507e-07,2.2095823e-05,0.0005179318,4,1,Ġsubclass,Ġrandom,Ġclass,Ġcoordinated,Ġevent,Ġattribute,Ġpart,Ġother,Ġspecific,Ġtype,Ġrelated,Ġunique
0,attri,Ġattribute,0,attri,Ġattribute,missile,short,True,['Ġmissile'],['Ġshort'],1,1,0.99877244,4.2502303e-05,0.00035072197,1.4974792e-05,4.470187e-05,0.00077455986,0.015302802,2,23,Ġattribute,Ġrandom,Ġevent,Ġpart,Ġcoordinated,Ġattributes,Ġsubclass,Ġis,Ġpoint,Ġand,Ġfeature,Ġattributed
4,mero,Ġpart,4,mero,Ġpart,cathedral,transept,True,['Ġcathedral'],"['Ġtr', 'anse', 'pt']",1,3,1.864991e-05,0.00022129423,0.0009813586,2.5105772e-05,0.9941598,0.0045937686,0.05724685,3,1,Ġpart,Ġrandom,Ġevent,Ġcoordinated,Ġparts,",",ĠPart,part,Ġsubclass,Part,Ġattribute,Ġsection
0,attri,Ġattribute,0,attri,Ġattribute,lemon,sour,True,['Ġlemon'],['Ġsour'],1,1,0.9905504,6.8249385e-05,0.008790556,2.1270083e-05,0.00010410124,0.0004654721,0.08141045,5,11,Ġattribute,Ġevent,Ġrandom,Ġpart,Ġcoordinated,Ġattributes,Ġsubclass,Ġmake,Ġto,Ġcolor,Ġturn,Ġis
5,random,Ġrandom,5,random,Ġrandom,robin,permanence,True,"['Ġrob', 'in']","['Ġperman', 'ence']",2,2,9.010451e-06,1.4798251e-06,0.000102492864,2.664023e-06,8.9274195e-05,0.99979514,0.003083645,2,1,Ġrandom,Ġevent,Ġpart,Ġattribute,ĠRandom,random,Ġrandomly,Ġsubclass,Random,Ġcoordinated,Ġarbitrary,Ġrandomized
4,mero,Ġpart,4,mero,Ġpart,cathedral,stair,True,['Ġcathedral'],['Ġstair'],1,1,1.6969783e-05,0.00025414495,0.0013414234,2.2643893e-05,0.99039257,0.007972148,0.085819244,3,1,Ġpart,Ġrandom,Ġevent,Ġcoordinated,part,Ġparts,ĠPart,Ġsection,Ġsubclass,Ġmain,Ġattribute,Part
