pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12
2,event,event,2,event,event,turtle,live,True,['turtle'],['live'],1,1,0.0002509259,4.3253996e-05,0.99896383,0.0002029335,2.1603322e-05,0.0005175204,0.013595944,4,19,event,random,attribute,minor,coordinated,part,season,time,place,probability,person,moment
5,random,random,5,random,random,ant,experience,True,['ant'],['experience'],1,1,1.5258982e-07,5.351395e-09,1.9250929e-06,4.043303e-07,1.1024929e-07,0.9999975,5.5072225e-05,1,8,random,event,minor,randomly,attribute,part,computer,entropy,individual,pick,field,variable
5,random,random,5,random,random,fighter,start,True,['fighter'],['start'],1,1,1.406419e-06,1.8075343e-07,0.00066314486,2.2249906e-06,9.25334e-06,0.9993237,0.008204883,3,22,random,event,part,minor,attribute,randomly,probability,game,field,computer,point,bus
5,random,random,5,random,random,chisel,temperature,True,"['chi', '##sel']",['temperature'],2,1,3.5900862e-06,5.4812904e-08,5.277075e-06,2.376903e-07,1.262203e-06,0.9999896,0.00020370109,4,2,random,event,attribute,part,parameter,constant,randomly,variable,index,minor,pick,function
3,hyper,minor,3,hyper,minor,knife,artifact,True,['knife'],['artifact'],1,1,1.3816297e-07,4.4735675e-08,1.1958498e-06,0.99999654,1.397478e-08,2.1084634e-06,7.28751e-05,4,1,minor,major,random,small,event,important,lesser,other,common,simple,local,rare
0,attri,attribute,0,attri,attribute,missile,short,True,['missile'],['short'],1,1,0.9948861,1.8161442e-06,0.00012583568,0.00016327095,1.4272348e-05,0.0048087207,0.04833542,2,23,attribute,random,minor,event,property,attributes,measure,characteristic,part,variable,state,degree
4,mero,part,4,mero,part,cathedral,transept,True,['cathedral'],"['trans', '##ept']",1,2,5.1928555e-07,1.7414129e-06,1.8373554e-05,2.015746e-06,0.99967575,0.0003016327,0.0043666353,3,1,part,random,event,portion,section,length,end,parts,minor,half,coordinated,off
0,attri,attribute,0,attri,attribute,lemon,sour,True,['lemon'],['sour'],1,1,0.9996506,4.9205833e-06,0.00014075676,0.00015044633,6.8886734e-06,4.639311e-05,0.005088092,5,11,attribute,minor,event,random,attributes,property,category,part,state,coordinated,degree,element
5,random,random,5,random,random,robin,permanence,True,['robin'],"['per', '##man', '##ence']",1,3,2.1888235e-07,6.4570664e-09,1.3730272e-06,1.4507577e-06,1.302082e-07,0.9999968,6.742955e-05,2,1,random,minor,event,randomly,attribute,part,probability,entropy,pick,parameter,robin,variable
4,mero,part,4,mero,part,cathedral,stair,True,['cathedral'],['stair'],1,1,1.1434171e-06,1.1483149e-06,2.6711105e-05,2.9422692e-06,0.9999281,3.977788e-05,0.0011899095,3,1,part,random,event,portion,section,minor,parts,length,end,half,one,coordinated
4,mero,part,4,mero,part,goose,plumage,True,['goose'],['plumage'],1,1,3.256316e-06,1.4985451e-07,2.6551297e-05,1.3659487e-05,0.99976,0.00019635429,0.0034512072,6,1,part,random,event,parts,minor,portion,section,attribute,the,component,all,side
4,mero,part,4,mero,part,battleship,deck,True,['battleship'],['deck'],1,1,4.684824e-06,4.821858e-07,0.00016573393,2.3919561e-05,0.9995146,0.00029056877,0.0066556693,1,7,part,random,event,portion,section,minor,side,half,end,parts,area,surface
