pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12
2,event,Ġevent,2,event,Ġevent,turtle,live,True,['Ġturtle'],['Ġlive'],1,1,1.7217388e-05,4.8327734e-06,0.99987066,1.0698586e-05,5.267694e-06,9.1250906e-05,0.0020378286,4,19,Ġevent,Ġrandom,Ġevents,Ġattribute,Ġsubclass,Ġpart,Ġcoordinated,ĠEvent,Ġcan,Ġwill,Ġto,Ġprogram
5,random,Ġrandom,5,random,Ġrandom,ant,experience,True,['Ġant'],['Ġexperience'],1,1,1.3215517e-05,9.551825e-08,3.6891357e-05,6.0008355e-05,1.416722e-05,0.99987566,0.002009009,1,8,Ġrandom,Ġsubclass,Ġevent,Ġpart,Ġattribute,ĠRandom,random,Ġspecific,Ġsubjective,Ġcoordinated,Random,Ġrandomly
5,random,Ġrandom,5,random,Ġrandom,fighter,start,True,['Ġfighter'],['Ġstart'],1,1,4.0059393e-05,2.8100396e-06,0.035899714,2.2975495e-05,0.005213397,0.958821,0.27100995,3,22,Ġrandom,Ġevent,Ġpart,Ġattribute,Ġsubclass,ĠRandom,Ġrandomly,Ġcoordinated,Ġpoint,Ġevents,Ġshort,Ġround
5,random,Ġrandom,5,random,Ġrandom,chisel,temperature,True,"['Ġch', 'isel']",['Ġtemperature'],2,1,4.0280565e-06,1.23043415e-08,5.646788e-06,4.944542e-07,1.8109953e-05,0.99997175,0.0005075314,4,2,Ġrandom,Ġpart,Ġevent,Ġattribute,ĠRandom,Ġsubclass,random,Ġarbitrary,Ġrandomly,Random,Ġspecific,Ġpoint
3,hyper,Ġsubclass,3,hyper,Ġsubclass,knife,artifact,True,['Ġknife'],['Ġartifact'],1,1,1.6474006e-08,3.524391e-09,2.3889333e-09,1.0,1.4990535e-09,2.1812516e-09,7.0002704e-07,4,1,Ġsubclass,Ġclass,Ġattribute,Ġsuch,Ġcoordinated,Ġtype,Ġevent,Ġrandom,Ġunique,Ġan,Ġpart,Ġother
0,attri,Ġattribute,0,attri,Ġattribute,missile,short,True,['Ġmissile'],['Ġshort'],1,1,0.9997652,1.0780428e-06,3.793439e-05,5.491282e-06,7.1008412e-06,0.0001831628,0.003408457,2,23,Ġattribute,Ġrandom,Ġevent,Ġpart,Ġsubclass,Ġattributes,Ġpoint,Ġelement,Ġtrait,Ġcoordinated,Ġobject,Ġcharacteristic
4,mero,Ġpart,4,mero,Ġpart,cathedral,transept,True,['Ġcathedral'],"['Ġtr', 'anse', 'pt']",1,3,7.9888736e-07,1.0232568e-05,4.3577813e-07,2.8937661e-06,0.9999684,1.7224687e-05,0.00056640914,3,1,Ġpart,Ġrandom,ĠPart,Ġcoordinated,Ġfull,Ġsubclass,Ġcomponent,Ġsecond,'s,Ġcore,Ġhalf,part
0,attri,Ġattribute,0,attri,Ġattribute,lemon,sour,True,['Ġlemon'],['Ġsour'],1,1,0.99999535,8.9974414e-08,4.150347e-06,2.5975476e-08,1.9793578e-08,3.7687934e-07,9.221798e-05,5,11,Ġattribute,Ġevent,Ġattributes,Ġrandom,Ġtrait,Ġelement,Ġcoordinated,Ġturn,Ġpoint,Ġbe,Ġobject,Ġlabel
5,random,Ġrandom,5,random,Ġrandom,robin,permanence,True,"['Ġrob', 'in']","['Ġperman', 'ence']",2,2,8.00778e-06,1.9085576e-08,1.0835611e-05,4.2657807e-06,4.5912775e-06,0.99997234,0.00051219476,2,1,Ġrandom,Ġevent,Ġattribute,Ġpart,Ġsubclass,ĠRandom,random,Ġrandomly,Random,Ġarbitrary,Ġodd,Ġspecific
4,mero,Ġpart,4,mero,Ġpart,cathedral,stair,True,['Ġcathedral'],['Ġstair'],1,1,2.0473863e-06,1.0694716e-05,2.9534493e-05,3.1729958e-06,0.99982065,0.00013387973,0.0026988992,3,1,Ġpart,Ġrandom,Ġevent,ĠPart,Ġcoordinated,Ġhalf,Ġall,Ġone,Ġsubclass,Ġside,Ġattribute,Ġportion
4,mero,Ġpart,4,mero,Ġpart,goose,plumage,True,['Ġgoose'],"['Ġplum', 'age']",1,2,6.245197e-07,2.3964935e-06,1.2894903e-06,6.277517e-06,0.9999825,6.962362e-06,0.00033588897,6,1,Ġpart,Ġrandom,Ġsubclass,ĠPart,Ġshort,Ġhalf,Ġcoordinated,Ġcomponent,Ġfull,Ġevent,Ġportion,Ġparts
4,mero,Ġpart,4,mero,Ġpart,battleship,deck,True,"['Ġbattles', 'hip']",['Ġdeck'],2,1,6.5326726e-06,3.0310296e-06,0.0002754696,7.4202358e-06,0.99954766,0.00015991258,0.0062213554,1,7,Ġpart,Ġevent,Ġrandom,ĠPart,Ġfull,Ġhalf,Ġsecond,Ġsubclass,Ġattribute,Ġpartial,Ġsection,Ġmain
5,random,Ġrandom,2,event,Ġevent,bed,prepare,False,['Ġbed'],['Ġprepare'],1,1,0.00015897723,1.3032949e-06,0.10524358,6.377698e-06,0.0001848863,0.8944049,0.4902855,13,8,Ġrandom,Ġevent,Ġpart,Ġattribute,Ġrandomly,Ġsubclass,Ġevents,Ġpattern,ĠRandom,Ġresource,Ġprocess,Ġcoordinated
1,coord,Ġcoordinated,1,coord,Ġcoordinated,library,pub,True,['Ġlibrary'],['Ġpub'],1,1,2.3838562e-05,0.99971586,2.1233556e-05,8.122897e-05,0.000154969,2.7463686e-06,0.0042210724,5,1,Ġcoordinated,Ġpart,Ġsubclass,Ġand,Ġattribute,Ġevent,Ġcoordinate,Ġor,Ġsynchronized,Ġcombined,",",Ġa
