pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12
2,event,Ġevent,2,event,Ġevent,turtle,live,True,['Ġturtle'],['Ġlive'],1,1,0.00023744116,3.5241355e-05,0.993606,6.200311e-05,8.153451e-05,0.0059778183,0.058702413,4,19,Ġevent,Ġrandom,Ġattribute,Ġpart,Ġsubclass,Ġcoordinated,Ġevents,Ġlive,ĠEvent,Ġthe,Ġwill,Ġof
5,random,Ġrandom,5,random,Ġrandom,ant,experience,True,['Ġant'],['Ġexperience'],1,1,2.2432427e-05,1.4630275e-06,0.00023683434,2.3818602e-05,4.8604128e-05,0.9996669,0.004770032,1,8,Ġrandom,Ġevent,Ġpart,Ġsubclass,Ġattribute,Ġrandomly,Ġcoordinated,ĠRandom,Ġchance,Ġvariable,Ġunknown,Ġcoincidence
5,random,Ġrandom,5,random,Ġrandom,fighter,start,True,['Ġfighter'],['Ġstart'],1,1,7.893404e-05,1.7898594e-05,0.012424572,7.790559e-05,0.0012865356,0.98611414,0.11332398,3,22,Ġrandom,Ġevent,Ġpart,Ġattribute,Ġsubclass,Ġcoordinated,Ġstart,Ġrandomly,Ġpick,Ġthe,Ġend,Ġchance
5,random,Ġrandom,5,random,Ġrandom,chisel,temperature,True,"['Ġch', 'isel']",['Ġtemperature'],2,1,4.2425097e-05,2.1057288e-06,0.0005656075,5.0537346e-05,0.00034452323,0.9989949,0.012891359,4,2,Ġrandom,Ġevent,Ġpart,Ġsubclass,Ġattribute,Ġrandomly,Ġcoordinated,ĠRandom,Ġvariable,Ġprobability,Ġchance,Ġunknown
3,hyper,Ġsubclass,3,hyper,Ġsubclass,knife,artifact,True,['Ġknife'],['Ġartifact'],1,1,1.852859e-06,1.4066755e-05,4.53312e-05,0.99985445,1.0135461e-05,7.41634e-05,0.0023116583,4,1,Ġsubclass,Ġrandom,Ġevent,Ġcoordinated,Ġpart,Ġclass,Ġattribute,Ġthe,Ġtype,Ġsubset,Ġgroup,Ġkind
0,attri,Ġattribute,0,attri,Ġattribute,missile,short,True,['Ġmissile'],['Ġshort'],1,1,0.96769875,0.000107611064,0.007763459,0.0018018652,0.002223437,0.020404814,0.25226656,2,23,Ġattribute,Ġrandom,Ġevent,Ġpart,Ġsubclass,Ġcoordinated,Ġshort,Ġvariable,Ġgood,Ġelement,Ġlong,Ġpoint
4,mero,Ġpart,4,mero,Ġpart,cathedral,transept,True,['Ġcathedral'],"['Ġtr', 'anse', 'pt']",1,3,6.3665993e-06,5.76376e-05,0.00042247167,9.257342e-06,0.99460346,0.004900834,0.051179226,3,1,Ġpart,Ġrandom,Ġevent,Ġcoordinated,Ġsection,Ġsubclass,Ġhalf,Ġrest,Ġof,Ġportion,Ġparts,Ġall
0,attri,Ġattribute,0,attri,Ġattribute,lemon,sour,True,['Ġlemon'],['Ġsour'],1,1,0.99836284,8.386665e-06,0.00061631034,4.1834344e-05,9.965116e-05,0.0008709091,0.019859774,5,11,Ġattribute,Ġrandom,Ġevent,Ġpart,Ġsubclass,Ġcoordinated,Ġelement,Ġvariable,Ġattributes,Ġtrait,Ġfeature,Ġcharacteristic
5,random,Ġrandom,5,random,Ġrandom,robin,permanence,True,"['Ġrob', 'in']","['Ġperman', 'ence']",2,2,1.6249725e-05,9.417754e-07,0.00014121838,1.8098099e-05,4.404934e-05,0.9997795,0.0033242751,2,1,Ġrandom,Ġevent,Ġpart,Ġsubclass,Ġattribute,Ġrandomly,ĠRandom,Ġcoordinated,Ġprobability,Ġcoincidence,Ġvariable,Ġunknown
4,mero,Ġpart,4,mero,Ġpart,cathedral,stair,True,['Ġcathedral'],['Ġstair'],1,1,8.828187e-06,0.00010102823,0.0008309568,2.6233522e-05,0.9971591,0.0018738762,0.031461075,3,1,Ġpart,Ġrandom,Ġevent,Ġcoordinated,Ġsubclass,Ġsection,Ġattribute,Ġhalf,Ġfull,Ġall,Ġrest,Ġparts
