pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12
2,event,Ġevent,2,event,Ġevent,turtle,live,True,['Ġturtle'],['Ġlive'],1,1,0.0006121526,0.00037486432,0.9887382,0.0022401523,0.004698842,0.0033357805,0.11045857,4,19,Ġevent,Ġpart,Ġrandom,Ġsubclass,Ġattribute,Ġcoordinated,Ġevents,Ġwill,Ġto,ĠEvent,Ġclass,Ġlet
5,random,Ġrandom,5,random,Ġrandom,ant,experience,True,['Ġant'],['Ġexperience'],1,1,2.5107645e-05,5.8622663e-07,8.143214e-05,5.641648e-06,0.00042073408,0.9994665,0.007088314,1,8,Ġrandom,Ġpart,Ġevent,Ġattribute,Ġsubclass,ĠRandom,random,Ġrandomly,Ġpoint,Ġarbitrary,Ġcoordinated,Ġspontaneous
2,event,Ġevent,5,random,Ġrandom,fighter,start,False,['Ġfighter'],['Ġstart'],1,1,0.000481305,0.0002767331,0.8666619,0.00021986628,0.12213729,0.010222794,0.6282646,3,22,Ġevent,Ġpart,Ġrandom,Ġattribute,Ġcoordinated,Ġsubclass,Ġevents,Ġto,Ġpoint,Ġwill,Ġselect,Ġparts
5,random,Ġrandom,5,random,Ġrandom,chisel,temperature,True,"['Ġch', 'isel']",['Ġtemperature'],2,1,0.0008584026,2.3288858e-06,0.0006955853,7.330996e-05,0.008342651,0.9900277,0.089013904,4,2,Ġrandom,Ġpart,Ġattribute,Ġevent,Ġsubclass,Ġvariable,ĠRandom,Ġparameter,Ġrandomized,Ġpoint,Ġrandomly,Ġcoordinated
3,hyper,Ġsubclass,3,hyper,Ġsubclass,knife,artifact,True,['Ġknife'],['Ġartifact'],1,1,1.5577816e-05,8.893494e-06,2.1537011e-05,0.9996885,5.174231e-05,0.00021380508,0.0045246873,4,1,Ġsubclass,Ġrandom,Ġpart,Ġevent,Ġclass,Ġattribute,Ġcoordinated,Ġother,Ġgroup,Ġspecial,Ġcategory,Ġtype
0,attri,Ġattribute,0,attri,Ġattribute,missile,short,True,['Ġmissile'],['Ġshort'],1,1,0.9991516,6.998586e-06,5.5161232e-05,5.7781133e-05,4.4290333e-05,0.0006842419,0.010771444,2,23,Ġattribute,Ġrandom,Ġsubclass,Ġevent,Ġpart,Ġattributes,Ġcoordinated,Ġtrait,Ġclass,Ġtype,Ġcategory,Ġattributed
4,mero,Ġpart,4,mero,Ġpart,cathedral,transept,True,['Ġcathedral'],"['Ġtr', 'anse', 'pt']",1,3,4.8109914e-06,1.9937428e-05,8.3278865e-05,9.335115e-06,0.99703896,0.0028436668,0.029998213,3,1,Ġpart,Ġrandom,Ġevent,Ġparts,Ġsection,part,Ġcoordinated,ĠPart,Ġportion,Ġfull,Ġsubclass,Ġall
0,attri,Ġattribute,0,attri,Ġattribute,lemon,sour,True,['Ġlemon'],['Ġsour'],1,1,0.9997794,3.8700414e-06,0.00010153007,3.0699935e-05,1.0269862e-05,7.414539e-05,0.0033822327,5,11,Ġattribute,Ġevent,Ġrandom,Ġsubclass,Ġattributes,Ġpart,Ġcoordinated,Ġtrait,Ġis,Ġcategory,Ġclass,Ġattributed
5,random,Ġrandom,5,random,Ġrandom,robin,permanence,True,"['Ġrob', 'in']","['Ġperman', 'ence']",2,2,0.00010891858,3.568002e-07,7.5443684e-05,3.4444845e-05,0.0004839471,0.9992969,0.009328937,2,1,Ġrandom,Ġpart,Ġattribute,Ġevent,Ġsubclass,ĠRandom,Ġrandomly,random,Ġrandomized,Ġarbitrary,Ġpoint,Ġgroup
4,mero,Ġpart,4,mero,Ġpart,cathedral,stair,True,['Ġcathedral'],['Ġstair'],1,1,6.355738e-06,5.063046e-05,0.00037744126,6.704961e-06,0.99769443,0.0018644406,0.02546676,3,1,Ġpart,Ġrandom,Ġevent,Ġcoordinated,part,Ġparts,Ġsection,ĠPart,Part,Ġportion,Ġsubclass,Ġattribute
4,mero,Ġpart,4,mero,Ġpart,goose,plumage,True,['Ġgoose'],"['Ġplum', 'age']",1,2,9.465224e-06,1.0495249e-05,9.164535e-05,5.5655735e-05,0.9980262,0.001806555,0.021654535,6,1,Ġpart,Ġrandom,Ġevent,Ġsubclass,Ġparts,Ġall,part,ĠPart,Ġportion,Ġcoordinated,Ġattribute,Ġsection
4,mero,Ġpart,4,mero,Ġpart,battleship,deck,True,"['Ġbattles', 'hip']",['Ġdeck'],2,1,5.42819e-06,6.556348e-05,0.00059499376,2.2947355e-05,0.99772936,0.0015816796,0.025723472,1,7,Ġpart,Ġrandom,Ġevent,Ġcoordinated,Ġparts,Ġsection,Ġsubclass,part,Ġfull,Ġall,Ġhalf,ĠPart
2,event,Ġevent,2,event,Ġevent,bed,prepare,True,['Ġbed'],['Ġprepare'],1,1,0.0012080427,0.00026648256,0.5990163,0.0012633259,0.011595148,0.38665074,1.0745293,13,8,Ġevent,Ġrandom,Ġpart,Ġsubclass,Ġattribute,Ġcoordinated,Ġevents,Ġselect,Ġto,Ġitem,ĠEvent,Ġgroup
1,coord,Ġcoordinated,1,coord,Ġcoordinated,library,pub,True,['Ġlibrary'],['Ġpub'],1,1,5.3802073e-06,0.99861836,0.00049211783,2.1843665e-05,0.00040698517,0.0004553308,0.017470311,5,1,Ġcoordinated,Ġevent,Ġrandom,Ġpart,Ġcoordinate,Ġsubclass,Ġorganized,Ġcoordination,Ġattribute,Ġcoordinating,Ġor,Ġgroup
4,mero,Ġpart,4,mero,Ġpart,villa,floor,True,"['Ġvill', 'a']",['Ġfloor'],2,1,6.507124e-06,2.7651256e-05,0.0003653276,1.9861749e-05,0.99593675,0.0036439525,0.04037969,4,12,Ġpart,Ġrandom,Ġevent,Ġsection,ĠPart,Ġroom,Ġcoordinated,Ġparts,Ġsubclass,part,Ġportion,Part
1,coord,Ġcoordinated,1,coord,Ġcoordinated,corn,onion,True,['Ġcorn'],['Ġonion'],1,1,4.2743072e-06,0.9992028,1.4183849e-05,9.037329e-05,0.0006764829,1.1881241e-05,0.009985923,9,3,Ġcoordinated,Ġpart,Ġsubclass,Ġcoordinate,Ġevent,Ġrandom,Ġcoordination,Ġattribute,Ġmodified,Ġcoordinating,Ġsynchronized,Ġor
3,hyper,Ġsubclass,3,hyper,Ġsubclass,battleship,artefact,True,"['Ġbattles', 'hip']","['Ġarte', 'fact']",2,2,1.695158e-05,1.3677107e-05,3.0782005e-05,0.99951184,7.1942304e-05,0.0003547844,0.006711319,1,1,Ġsubclass,Ġrandom,Ġpart,Ġclass,Ġevent,Ġattribute,Ġcoordinated,Ġother,Ġspecial,Ġcategory,Ġgroup,Ġan
5,random,Ġrandom,5,random,Ġrandom,dresser,possible,True,"['Ġdress', 'er']",['Ġpossible'],2,1,0.0011423237,3.7107577e-06,0.00021717875,0.00036098712,0.0002938154,0.997982,0.024358435,5,4,Ġrandom,Ġattribute,Ġsubclass,Ġpart,Ġevent,ĠRandom,Ġrandomly,Ġall,Ġcoordinated,Ġarbitrary,Ġrandomized,Ġvariable
5,random,Ġrandom,5,random,Ġrandom,ant,very,True,['Ġant'],['Ġvery'],1,1,0.05696408,6.9830194e-06,0.00028183535,0.00025401555,0.00066600484,0.9418272,0.33041894,1,4,Ġrandom,Ġattribute,Ġpart,Ġevent,Ġsubclass,Ġvariable,Ġrare,Ġunique,Ġcoordinated,Ġclass,ĠRandom,Ġrandomly
2,event,Ġevent,2,event,Ġevent,desk,work,True,['Ġdesk'],['Ġwork'],1,1,0.00048771917,0.00138319,0.9795513,0.008016233,0.0038274233,0.0067341165,0.1828304,1,34,Ġevent,Ġsubclass,Ġrandom,Ġpart,Ġcoordinated,Ġattribute,Ġevents,Ġto,Ġgroup,ĠEvent,Ġclass,Ġcoordinate
5,random,Ġrandom,5,random,Ġrandom,glove,pest,True,['Ġglove'],['Ġpest'],1,1,0.00014625743,2.824308e-05,0.00039232895,0.000633578,0.0034951898,0.99530435,0.048741378,3,4,Ġrandom,Ġpart,Ġsubclass,Ġevent,Ġattribute,Ġcoordinated,Ġbug,ĠRandom,Ġgroup,Ġvariable,Ġelement,Ġcomponent
5,random,Ġrandom,5,random,Ġrandom,radish,vinyl,True,"['Ġrad', 'ish']",['Ġvinyl'],2,1,0.0003691413,1.5842137e-05,0.00022173999,6.361348e-05,0.009519735,0.98981,0.08659039,5,2,Ġrandom,Ġpart,Ġattribute,Ġevent,Ġsubclass,Ġcoordinated,ĠRandom,Ġrandomized,Ġrandomly,Ġelement,Ġvariable,random
1,coord,Ġcoordinated,1,coord,Ġcoordinated,cockroach,fly,True,"['Ġcock', 'roach']",['Ġfly'],2,1,0.00030117016,0.81043863,0.16084874,0.015635071,0.004618246,0.008158195,0.85952544,1,20,Ġcoordinated,Ġevent,Ġsubclass,Ġrandom,Ġpart,Ġcoordinate,Ġattribute,Ġor,Ġorganized,Ġwill,Ġmodified,Ġgroup
1,coord,Ġcoordinated,2,event,Ġevent,sofa,couch,False,['Ġsofa'],['Ġcouch'],1,1,5.382197e-05,0.9849523,0.009627774,0.003187864,0.0012327358,0.000945633,0.13465185,1,4,Ġcoordinated,Ġevent,Ġsubclass,Ġpart,Ġrandom,Ġcoordinate,Ġsimilar,Ġgroup,Ġor,Ġattribute,Ġmodified,Ġorganized
2,event,Ġevent,2,event,Ġevent,rat,live,True,['Ġrat'],['Ġlive'],1,1,0.00058359065,0.00048464673,0.9892335,0.0022321874,0.0041799587,0.0032859724,0.106852725,11,19,Ġevent,Ġpart,Ġrandom,Ġsubclass,Ġattribute,Ġcoordinated,Ġevents,Ġto,Ġwill,ĠEvent,Ġclass,Ġcan
2,event,Ġevent,2,event,Ġevent,chisel,produce,True,"['Ġch', 'isel']",['Ġproduce'],2,1,0.0014854997,0.00062742806,0.97371066,0.011043261,0.0060131704,0.0071199816,0.22500047,4,8,Ġevent,Ġsubclass,Ġrandom,Ġpart,Ġattribute,Ġcoordinated,Ġevents,ĠEvent,Ġclass,Ġto,Ġuse,Ġwill
2,event,Ġevent,5,random,Ġrandom,piano,afford,False,['Ġpiano'],['Ġafford'],1,1,0.033499625,0.00054396363,0.84482586,0.0060074353,0.007622145,0.10750101,0.8194098,4,4,Ġevent,Ġrandom,Ġattribute,Ġpart,Ġsubclass,Ġcoordinated,Ġto,Ġevents,Ġcan,Ġclass,Ġability,Ġgroup
1,coord,Ġcoordinated,1,coord,Ġcoordinated,tiger,elephant,True,['Ġtiger'],['Ġelephant'],1,1,1.377162e-06,0.9998871,7.010046e-06,4.6251836e-05,4.836881e-05,9.810688e-06,0.0018322618,2,2,Ġcoordinated,Ġpart,Ġsubclass,Ġcoordinate,Ġrandom,Ġevent,Ġsynchronized,Ġcoordinating,Ġcoordination,Ġattribute,Ġor,Ġsimilar
5,random,Ġrandom,5,random,Ġrandom,pigeon,blend,True,['Ġpigeon'],['Ġblend'],1,1,8.3459214e-05,1.0310191e-06,0.00053486816,1.7992676e-05,0.0013529216,0.9980096,0.023009516,1,6,Ġrandom,Ġpart,Ġevent,Ġattribute,Ġsubclass,ĠRandom,Ġrandomly,Ġrandomized,Ġcoordinated,Ġgroup,random,Ġselect
5,random,Ġrandom,5,random,Ġrandom,coconut,pls,True,['Ġcoconut'],"['Ġpl', 's']",1,2,2.202115e-05,8.399358e-06,0.00054773234,3.8668677e-05,0.003604884,0.9957782,0.04231775,3,0,Ġrandom,Ġpart,Ġevent,Ġsubclass,Ġattribute,Ġcoordinated,Ġrandomly,Ġselect,Ġanonymous,Ġall,ĠRandom,Ġfree
2,event,Ġevent,2,event,Ġevent,robe,hang,True,['Ġrobe'],['Ġhang'],1,1,0.00022924869,0.0002533615,0.94554996,0.0006252937,0.048036527,0.0053056884,0.3393185,4,18,Ġevent,Ġpart,Ġrandom,Ġsubclass,Ġcoordinated,Ġattribute,Ġevents,Ġto,Ġwill,Ġlet,ĠEvent,Ġclass
4,mero,Ġpart,4,mero,Ġpart,glove,leather,True,['Ġglove'],['Ġleather'],1,1,4.257533e-05,3.0333344e-05,0.00013680664,1.5505231e-05,0.99870014,0.0010746318,0.01554911,3,2,Ġpart,Ġrandom,Ġevent,Ġparts,Ġattribute,Ġcoordinated,Ġsubclass,ĠPart,part,Ġcomponent,Ġof,Ġportion
4,mero,Ġpart,4,mero,Ġpart,cathedral,window,True,['Ġcathedral'],['Ġwindow'],1,1,1.5869553e-05,1.4532144e-05,0.00023183454,8.048467e-06,0.9978976,0.0018320332,0.023109341,3,8,Ġpart,Ġrandom,Ġevent,ĠPart,Ġparts,part,Ġattribute,Ġsection,Ġcoordinated,Part,Ġwindow,Ġcomponent
2,event,Ġevent,2,event,Ġevent,turtle,lay,True,['Ġturtle'],['Ġlay'],1,1,0.00010075592,0.00048337338,0.9836468,0.00053045875,0.012467935,0.0027707561,0.13823894,4,16,Ġevent,Ġpart,Ġrandom,Ġsubclass,Ġcoordinated,Ġevents,Ġattribute,Ġto,Ġwill,ĠEvent,Ġand,Ġor
5,random,Ġrandom,5,random,Ġrandom,saw,countryside,True,['Ġsaw'],['Ġcountryside'],1,1,0.00011924487,9.387058e-06,6.9896974e-05,5.5184115e-05,0.0013881762,0.9983581,0.019000638,28,1,Ġrandom,Ġpart,Ġattribute,Ġevent,Ġsubclass,Ġcoordinated,Ġrandomized,ĠRandom,Ġrandomly,random,Ġdiverse,Ġsection
5,random,Ġrandom,5,random,Ġrandom,cello,organise,True,"['Ġcell', 'o']",['Ġorganise'],2,1,5.7092275e-05,2.4104773e-05,0.0038574352,1.9774265e-05,0.001973141,0.9940685,0.058674175,1,6,Ġrandom,Ġevent,Ġpart,Ġattribute,Ġcoordinated,Ġsubclass,Ġrandomly,ĠRandom,Ġgroup,Ġfree,Ġsort,Ġorder
5,random,Ġrandom,5,random,Ġrandom,woodpecker,grove,True,"['Ġwood', 'pe', 'cker']","['Ġgro', 've']",3,2,0.0001771031,9.756564e-05,0.002300303,0.00062052964,0.023387758,0.9734167,0.19483265,1,2,Ġrandom,Ġpart,Ġevent,Ġsubclass,Ġattribute,Ġcoordinated,Ġrandomly,Ġgroup,Ġsection,ĠRandom,Ġcoordinate,random
5,random,Ġrandom,5,random,Ġrandom,trumpet,in-house,True,['Ġtrumpet'],"['Ġin', '-', 'house']",1,3,4.6596593e-05,2.407424e-05,0.00021267426,2.255087e-05,0.0041998075,0.99549425,0.04362748,4,0,Ġrandom,Ġpart,Ġevent,Ġattribute,Ġcoordinated,Ġsubclass,Ġrandomly,ĠRandom,Ġanonymous,Ġselect,Ġrandomized,Ġgroup
5,random,Ġrandom,5,random,Ġrandom,grenade,glucose,True,['Ġgrenade'],['Ġglucose'],1,1,0.0001604866,3.6374686e-06,9.4734336e-05,7.291597e-06,0.0012921664,0.99844176,0.018125439,1,1,Ġrandom,Ġpart,Ġattribute,Ġevent,Ġsubclass,Ġrandomly,Ġcoordinated,Ġvariable,ĠRandom,random,Ġrandomized,Ġpoint
5,random,Ġrandom,5,random,Ġrandom,saw,assure,True,['Ġsaw'],['Ġassure'],1,1,0.00021462218,9.508478e-06,0.0005293785,1.7742368e-05,0.001205673,0.99802315,0.023354929,28,6,Ġrandom,Ġpart,Ġevent,Ġattribute,Ġsubclass,Ġcoordinated,Ġrandomly,ĠRandom,Ġrandomized,Ġselect,Ġpoint,random
4,mero,Ġpart,4,mero,Ġpart,scarf,cashmere,True,['Ġscarf'],"['Ġcash', 'mere']",1,2,0.33891737,0.005836024,0.002102867,0.0009910719,0.60310096,0.04905175,1.2542799,5,3,Ġpart,Ġattribute,Ġrandom,Ġcoordinated,Ġevent,Ġsubclass,Ġcolor,Ġof,Ġin,Ġtype,Ġall,Ġvariable
