pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target
2,event,2,event,turtle,live,True,['Ġturtle'],['Ġlive'],1,1,2.8924944e-05,4.9394053e-05,0.99977535,5.6709574e-05,4.0737723e-05,4.8885173e-05,0.0035607717,4,19
5,random,5,random,ant,experience,True,['Ġant'],['Ġexperience'],1,1,7.1567424e-06,5.1722304e-06,1.0772866e-05,5.086917e-06,1.6282125e-05,0.99995553,0.00080351933,1,8
2,event,5,random,fighter,start,False,['Ġfighter'],['Ġstart'],1,1,3.6844132e-05,1.8240353e-05,0.99900347,3.0431234e-05,0.0002535947,0.00065733626,0.012701268,3,22
5,random,5,random,chisel,temperature,True,"['Ġch', 'isel']",['Ġtemperature'],2,1,6.402955e-06,5.954469e-06,1.198942e-05,5.3121253e-06,1.4496356e-05,0.9999559,0.0007995523,4,2
3,hyper,3,hyper,knife,artifact,True,['Ġknife'],['Ġartifact'],1,1,4.141591e-05,4.136369e-05,5.612087e-05,0.9997875,2.8735307e-05,4.4887536e-05,0.0033861657,4,1
0,attri,0,attri,missile,short,True,['Ġmissile'],['Ġshort'],1,1,0.9998227,1.1676047e-05,2.6012973e-05,2.26367e-05,2.2590893e-05,9.434001e-05,0.0028026935,2,23
4,mero,4,mero,cathedral,transept,True,['Ġcathedral'],"['Ġtr', 'anse', 'pt']",1,3,3.0745665e-05,2.3296301e-05,4.025474e-05,1.9028092e-05,0.99977154,0.000115113595,0.0035412048,3,1
0,attri,0,attri,lemon,sour,True,['Ġlemon'],['Ġsour'],1,1,0.9998803,2.587761e-05,2.348968e-05,2.6279711e-05,1.8137798e-05,2.598199e-05,0.0020095038,5,11
5,random,5,random,robin,permanence,True,"['Ġrob', 'in']","['Ġperman', 'ence']",2,2,8.246357e-06,6.0799143e-06,1.0305872e-05,7.35157e-06,1.4692816e-05,0.99995327,0.0008439277,2,1
4,mero,4,mero,cathedral,stair,True,['Ġcathedral'],['Ġstair'],1,1,2.6947084e-05,3.149553e-05,8.6021464e-05,1.1790241e-05,0.99977356,7.021764e-05,0.003530454,3,1
