pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12
2,event,event,2,event,event,turtle,live,True,['turtle'],['live'],1,1,3.6446116e-05,7.2656812e-06,0.99910337,6.803734e-05,6.174763e-05,0.00072323467,0.011305527,4,19,event,random,minor,part,attribute,events,coordinated,will,can,to,may,sea
5,random,random,5,random,random,ant,experience,True,['ant'],['experience'],1,1,2.9877983e-06,1.1545252e-06,0.00026497,1.2780806e-06,4.3121014e-05,0.9996865,0.0043284367,1,8,random,event,part,attribute,minor,coordinated,events,randomly,site,statistical,specific,degree
5,random,random,5,random,random,fighter,start,True,['fighter'],['start'],1,1,1.32248715e-05,3.961722e-06,0.0029565145,2.1613114e-06,0.0006592014,0.9963651,0.037366897,3,22,random,event,part,attribute,coordinated,minor,events,randomly,.,episode,degree,point
5,random,random,5,random,random,chisel,temperature,True,"['chi', '##sel']",['temperature'],2,1,0.000106655636,4.163283e-06,0.0055581057,7.843946e-06,0.0046831756,0.9896402,0.09435991,4,2,random,event,part,attribute,minor,coordinated,degree,point,site,the,.,specific
3,hyper,minor,3,hyper,minor,knife,artifact,True,['knife'],['artifact'],1,1,2.04663e-06,2.0891737e-07,9.205475e-06,0.9999672,5.4875255e-07,2.0715186e-05,0.00057824067,4,1,minor,random,major,event,an,important,small,attribute,key,secondary,as,modern
0,attri,attribute,0,attri,attribute,missile,short,True,['missile'],['short'],1,1,0.98659873,4.313533e-06,0.0005593088,2.2791945e-05,4.348407e-05,0.012771384,0.106649056,2,23,attribute,random,event,part,minor,attributes,coordinated,:,is,-,element,feature
4,mero,part,4,mero,part,cathedral,transept,True,['cathedral'],"['trans', '##ept']",1,2,2.8275474e-05,0.0003380865,0.00082900154,1.753218e-05,0.9985845,0.00020258674,0.017614596,3,1,part,event,coordinated,random,attribute,parts,minor,with,portion,section,the,","
0,attri,attribute,0,attri,attribute,lemon,sour,True,['lemon'],['sour'],1,1,0.99958783,6.989429e-07,0.00022265001,1.5241652e-05,7.1447976e-06,0.00016642906,0.0057653785,5,11,attribute,event,random,minor,part,attributes,is,are,was,point,as,","
5,random,random,5,random,random,robin,permanence,True,['robin'],"['per', '##man', '##ence']",1,3,3.7891085e-05,2.8469553e-06,0.00045537497,8.974723e-06,0.0005311504,0.99896383,0.013086849,2,1,random,part,event,attribute,minor,coordinated,mutual,.,statistical,degree,-,in
4,mero,part,4,mero,part,cathedral,stair,True,['cathedral'],['stair'],1,1,3.874662e-06,0.00020051797,0.0015811434,6.0809857e-06,0.99797815,0.00023026779,0.023047037,3,1,part,event,random,coordinated,parts,with,portion,section,minor,side,attribute,full
4,mero,part,4,mero,part,goose,plumage,True,['goose'],['plumage'],1,1,1.2620611e-06,4.513003e-06,0.00011186276,1.8160737e-06,0.9998658,1.4831094e-05,0.00203953,6,1,part,event,random,coordinated,minor,portion,partial,full,attribute,whole,with,parts
4,mero,part,4,mero,part,battleship,deck,True,['battleship'],['deck'],1,1,7.4328273e-06,7.1392e-05,0.003820599,1.0401993e-05,0.99577314,0.00031692412,0.04173804,1,7,part,event,random,coordinated,full,section,one,minor,portion,partial,attribute,parts
2,event,event,2,event,event,bed,prepare,True,['bed'],['prepare'],1,1,0.00012842227,1.7395785e-05,0.9367875,2.4928888e-05,0.00081396446,0.062227737,0.34822392,13,8,event,random,part,attribute,minor,coordinated,events,case,to,site,-,episode
1,coord,coordinated,1,coord,coordinated,library,pub,True,['library'],['pub'],1,1,6.909352e-06,0.99851185,0.00059882033,2.781743e-05,0.0005357843,0.0003187291,0.01861944,5,1,coordinated,event,part,random,minor,and,or,attribute,/,",",integrated,coordinate
4,mero,part,4,mero,part,villa,floor,True,['villa'],['floor'],1,1,2.8375604e-05,9.8258606e-05,0.0029063893,2.5763304e-05,0.9796323,0.017308984,0.15700151,4,12,part,random,event,coordinated,attribute,minor,section,portion,partial,full,parts,one
1,coord,coordinated,1,coord,coordinated,corn,onion,True,['corn'],['onion'],1,1,4.2359437e-07,0.9999814,6.272292e-06,2.6356162e-07,7.446287e-06,4.1379467e-06,0.0003507178,9,3,coordinated,part,event,random,and,",",attribute,or,minor,coordinate,coordination,+
3,hyper,minor,3,hyper,minor,battleship,artefact,True,['battleship'],"['arte', '##fa', '##ct']",1,3,8.078029e-06,7.3770434e-07,5.8569927e-05,0.99950004,9.559846e-06,0.0004230432,0.006596678,1,1,minor,random,event,major,part,attribute,an,important,small,as,key,secondary
5,random,random,5,random,random,dresser,possible,True,['dresser'],['possible'],1,1,2.4817135e-05,7.5537014e-07,0.00022212409,5.902974e-06,0.0002574783,0.99948895,0.007000414,5,4,random,part,event,attribute,minor,coordinated,randomly,in,.,specific,statistical,degree
5,random,random,5,random,random,ant,very,True,['ant'],['very'],1,1,0.00014456565,1.8371566e-06,0.00018923207,7.8498115e-06,9.2182934e-05,0.99956435,0.0062166434,1,4,random,event,attribute,part,minor,coordinated,.,statistical,randomly,specific,individual,the
2,event,event,2,event,event,desk,work,True,['desk'],['work'],1,1,0.00012353889,3.2386084e-05,0.993109,0.0007945595,0.0006487603,0.005291653,0.06706217,1,34,event,random,minor,part,attribute,coordinated,events,to,small,will,end,-
5,random,random,5,random,random,glove,pest,True,['glove'],['pest'],1,1,3.2938008e-06,6.9058183e-06,0.00015136875,1.804582e-06,0.00011783114,0.9997187,0.004077002,3,4,random,event,part,coordinated,attribute,minor,.,randomly,of,specific,statistical,the
5,random,random,5,random,random,radish,vinyl,True,"['ra', '##dis', '##h']",['vinyl'],3,1,0.00012893713,0.00013343153,0.0044708336,2.0763247e-05,0.010423171,0.98482287,0.12895818,5,2,random,part,event,coordinated,attribute,minor,in,.,on,randomly,episode,events
2,event,event,1,coord,coordinated,cockroach,fly,False,"['cock', '##ro', '##ach']",['fly'],3,1,0.00018972546,0.0006488124,0.9789944,0.0010585488,0.015380431,0.0037279755,0.17237066,1,20,event,part,random,minor,coordinated,attribute,small,events,spot,light,game,case
2,event,event,2,event,event,sofa,couch,True,['sofa'],['couch'],1,1,0.00086654624,0.42557865,0.53079814,0.004859871,0.03129322,0.006603546,1.2599438,1,4,event,coordinated,part,random,minor,attribute,small,events,or,organized,short,coordination
2,event,event,2,event,event,rat,live,True,['rat'],['live'],1,1,3.6767844e-05,8.812886e-06,0.99900204,9.974112e-05,7.178084e-05,0.0007807041,0.012501399,11,19,event,random,minor,part,attribute,events,coordinated,will,short,to,can,small
2,event,event,2,event,event,chisel,produce,True,"['chi', '##sel']",['produce'],2,1,0.00018987134,0.00067231705,0.9773386,0.0018693042,0.0028005973,0.017129222,0.18294796,4,8,event,random,part,minor,coordinated,attribute,events,to,small,important,individual,.
2,event,event,5,random,random,piano,afford,False,['piano'],['afford'],1,1,0.0021526676,8.233902e-06,0.7402736,7.681259e-05,0.00076178455,0.25672698,0.85295343,4,4,event,random,attribute,part,minor,events,will,can,to,high,point,average
1,coord,coordinated,1,coord,coordinated,tiger,elephant,True,['tiger'],['elephant'],1,1,4.3152045e-07,0.9999634,1.7604238e-05,2.8391457e-06,1.0564361e-05,5.0756857e-06,0.00065609114,2,2,coordinated,event,part,random,minor,and,",",or,attribute,+,coordination,/
