pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12
2,event,Ġevent,2,event,Ġevent,turtle,live,True,['Ġturtle'],['Ġlive'],1,1,0.00093651895,1.607675e-05,0.9322484,3.2306405e-05,1.7249498e-05,0.06674941,0.36545205,4,19,Ġevent,Ġrandom,Ġattribute,ĠEvent,Ġevents,Ġsubclass,Ġwill,Ġto,Ġincident,Ġpart,Ġend,Ġcoordinated
5,random,Ġrandom,5,random,Ġrandom,ant,experience,True,['Ġant'],['Ġexperience'],1,1,2.6612954e-05,2.4444813e-07,0.00045124535,8.624566e-06,1.7263821e-05,0.9994961,0.0065698964,1,8,Ġrandom,Ġevent,Ġattribute,Ġpart,ĠRandom,Ġsubclass,random,Random,Ġrandomly,Ġarbitrary,Ġrandomized,Ġspecific
5,random,Ġrandom,5,random,Ġrandom,fighter,start,True,['Ġfighter'],['Ġstart'],1,1,0.00046138593,5.228008e-06,0.1796793,1.6868911e-05,0.0009542158,0.81888294,0.6960828,3,22,Ġrandom,Ġevent,Ġpart,Ġattribute,Ġevents,ĠEvent,Ġrandomly,Ġsubclass,Ġpoint,ĠRandom,Ġincident,Ġto
5,random,Ġrandom,5,random,Ġrandom,chisel,temperature,True,"['Ġch', 'isel']",['Ġtemperature'],2,1,0.001809985,1.2621717e-06,0.00033759596,4.1598537e-06,0.000584861,0.9972621,0.030706698,4,2,Ġrandom,Ġattribute,Ġpart,Ġevent,Ġarbitrary,ĠRandom,Ġrandomly,Ġsubclass,Ġunique,Ġspecific,Ġpoint,random
3,hyper,Ġsubclass,3,hyper,Ġsubclass,knife,artifact,True,['Ġknife'],['Ġartifact'],1,1,2.2060148e-07,1.6023078e-08,5.4594576e-08,0.9999982,3.3563177e-07,1.158203e-06,3.9247494e-05,4,1,Ġsubclass,Ġclass,Ġrandom,Ġpart,Ġattribute,Ġother,Ġan,Ġcategory,Ġunique,Ġtype,Ġevent,ĠClass
0,attri,Ġattribute,0,attri,Ġattribute,missile,short,True,['Ġmissile'],['Ġshort'],1,1,0.99813,4.8448385e-07,1.2920118e-05,1.8862833e-06,8.457276e-06,0.0018461681,0.019859083,2,23,Ġattribute,Ġrandom,Ġevent,Ġpart,Ġattributes,Ġpoint,Ġcharacteristic,Ġsubclass,Ġkeyword,Ġobject,Ġtype,Ġelement
4,mero,Ġpart,4,mero,Ġpart,cathedral,transept,True,['Ġcathedral'],"['Ġtr', 'anse', 'pt']",1,3,1.74862e-05,3.1908985e-05,1.1701608e-05,2.3243456e-05,0.9995958,0.0003198624,0.005599003,3,1,Ġpart,Ġrandom,Ġcoordinated,ĠPart,Ġsubclass,Ġattribute,Ġfull,Ġevent,Ġside,Ġa,Ġcomplete,Ġwith
0,attri,Ġattribute,0,attri,Ġattribute,lemon,sour,True,['Ġlemon'],['Ġsour'],1,1,0.9999453,2.021173e-07,1.1601663e-05,1.6712846e-07,1.2185154e-06,4.156368e-05,0.0009062784,5,11,Ġattribute,Ġrandom,Ġevent,Ġattributes,Ġlabel,Ġpart,Ġtrait,Ġelement,Ġcharacteristic,Ġassociated,Ġproperty,Ġattributed
5,random,Ġrandom,5,random,Ġrandom,robin,permanence,True,"['Ġrob', 'in']","['Ġperman', 'ence']",2,2,6.142726e-05,6.845755e-07,5.3348063e-05,3.0357673e-05,5.6587232e-05,0.99979764,0.0031765709,2,1,Ġrandom,Ġattribute,Ġpart,Ġevent,Ġsubclass,ĠRandom,Ġarbitrary,random,Random,Ġrandomly,Ġcoordinated,Ġrandomized
4,mero,Ġpart,4,mero,Ġpart,cathedral,stair,True,['Ġcathedral'],['Ġstair'],1,1,6.558049e-06,1.2598052e-05,5.1260027e-05,1.1770875e-05,0.99940205,0.00051573873,0.007736001,3,1,Ġpart,Ġrandom,Ġevent,ĠPart,Ġcoordinated,Ġsubclass,Ġside,Ġportion,Ġattribute,Ġa,Ġcomponent,Ġsection
4,mero,Ġpart,4,mero,Ġpart,goose,plumage,True,['Ġgoose'],"['Ġplum', 'age']",1,2,3.3045617e-06,1.632912e-06,1.1756243e-06,6.92507e-06,0.99986565,0.00012126767,0.002004769,6,1,Ġpart,Ġrandom,ĠPart,Ġsubclass,Ġparts,Ġattribute,Ġfull,Ġpartial,Ġportion,Ġcomponent,Ġcoordinated,Ġshort
4,mero,Ġpart,4,mero,Ġpart,battleship,deck,True,"['Ġbattles', 'hip']",['Ġdeck'],2,1,9.661436e-06,4.8373727e-06,0.00020464684,4.5567067e-06,0.99880743,0.0009688887,0.014254398,1,7,Ġpart,Ġrandom,Ġevent,ĠPart,Ġhalf,Ġfull,Ġportion,Ġside,Ġall,Ġcomplete,Ġpartial,Ġsection
2,event,Ġevent,2,event,Ġevent,bed,prepare,True,['Ġbed'],['Ġprepare'],1,1,0.0013812749,1.8387784e-05,0.7511842,0.00016266448,0.00010216191,0.24715126,0.82526135,13,8,Ġevent,Ġrandom,Ġattribute,Ġsubclass,Ġpart,ĠEvent,Ġevents,Ġcoordinated,Ġincident,event,Ġrandomly,Ġto
1,coord,Ġcoordinated,1,coord,Ġcoordinated,library,pub,True,['Ġlibrary'],['Ġpub'],1,1,8.573621e-06,0.99990094,7.503999e-06,3.264202e-05,2.3546687e-05,2.6710328e-05,0.0016691406,5,1,Ġcoordinated,Ġcoordinate,Ġsubclass,Ġrandom,Ġpart,Ġattribute,Ġevent,Ġsynchronized,Ġcoordination,Ġcoordinating,Ġand,Ġaffiliated
4,mero,Ġpart,4,mero,Ġpart,villa,floor,True,"['Ġvill', 'a']",['Ġfloor'],2,1,1.1390514e-05,7.3082297e-06,6.0089464e-05,1.736914e-05,0.9982639,0.0016400138,0.019105207,4,12,Ġpart,Ġrandom,Ġevent,ĠPart,Ġsubclass,Ġattribute,Ġportion,Ġcoordinated,Ġpartial,Ġone,Ġhalf,Ġfull
1,coord,Ġcoordinated,1,coord,Ġcoordinated,corn,onion,True,['Ġcorn'],['Ġonion'],1,1,1.8125916e-06,0.9998319,7.09184e-06,4.6421574e-05,6.4494736e-05,4.8310314e-05,0.0026570242,9,3,Ġcoordinated,Ġpart,Ġrandom,Ġsubclass,Ġcoordinate,Ġsynchronized,Ġevent,Ġcoordinating,Ġcoordination,Ġattribute,Ġand,Ġlink
3,hyper,Ġsubclass,3,hyper,Ġsubclass,battleship,artefact,True,"['Ġbattles', 'hip']","['Ġarte', 'fact']",2,2,2.217078e-06,2.5721764e-08,7.9982055e-07,0.999959,9.87568e-06,2.8071927e-05,0.0007063236,1,1,Ġsubclass,Ġrandom,Ġpart,Ġclass,Ġattribute,Ġevent,Ġother,Ġan,Ġcategory,Ġunique,Ġtype,Ġarbitrary
5,random,Ġrandom,5,random,Ġrandom,dresser,possible,True,"['Ġdress', 'er']",['Ġpossible'],2,1,0.00031816502,2.2995994e-06,0.0001902227,3.0054605e-05,1.42083445e-05,0.99944514,0.0075713703,5,4,Ġrandom,Ġattribute,Ġevent,Ġsubclass,Ġpart,ĠRandom,Ġarbitrary,Ġrandomly,random,Ġcoordinated,Ġrandomized,Ġunique
5,random,Ġrandom,5,random,Ġrandom,ant,very,True,['Ġant'],['Ġvery'],1,1,0.22078207,8.7866265e-06,0.00035980824,6.486306e-05,4.078785e-05,0.77874357,0.76786745,1,4,Ġrandom,Ġattribute,Ġevent,Ġsubclass,ĠRandom,Ġpart,Ġunique,Ġattributes,Ġrandomly,Ġgeneric,Ġcharacteristic,random
2,event,Ġevent,2,event,Ġevent,desk,work,True,['Ġdesk'],['Ġwork'],1,1,0.00079328194,1.8581219e-05,0.972983,0.00031614274,0.00069145503,0.02519755,0.19165689,1,34,Ġevent,Ġrandom,Ġattribute,Ġpart,Ġsubclass,Ġevents,ĠEvent,Ġto,Ġobject,Ġcoordinated,Ġitem,Ġplace
5,random,Ġrandom,5,random,Ġrandom,glove,pest,True,['Ġglove'],['Ġpest'],1,1,0.00026646096,2.53705e-05,0.00013061427,9.415287e-05,2.113781e-05,0.9994623,0.007599503,3,4,Ġrandom,Ġattribute,Ġevent,Ġsubclass,Ġcoordinated,Ġpart,ĠRandom,random,Ġrandomly,Ġrandomized,Random,Ġarbitrary
5,random,Ġrandom,5,random,Ġrandom,radish,vinyl,True,"['Ġrad', 'ish']",['Ġvinyl'],2,1,0.0007210257,5.365878e-06,0.00016307097,7.676932e-06,0.0009105305,0.99819237,0.021604775,5,2,Ġrandom,Ġpart,Ġattribute,Ġevent,ĠRandom,Ġsubclass,Ġcoordinated,Ġrandomly,random,Random,Ġarbitrary,Ġcustom
2,event,Ġevent,1,coord,Ġcoordinated,cockroach,fly,False,"['Ġcock', 'roach']",['Ġfly'],2,1,0.004309046,0.028757662,0.92221624,0.0056337453,0.0006390463,0.038444184,0.51843953,1,20,Ġevent,Ġrandom,Ġcoordinated,Ġsubclass,Ġattribute,Ġpart,Ġcan,Ġwill,Ġevents,Ġclass,Ġand,Ġable
2,event,Ġevent,2,event,Ġevent,sofa,couch,True,['Ġsofa'],['Ġcouch'],1,1,0.0010980079,0.020357259,0.81216186,0.0021258863,0.054953173,0.109303795,0.9669059,1,4,Ġevent,Ġrandom,Ġpart,Ġcoordinated,Ġsubclass,Ġattribute,Ġevents,Ġgroup,ĠEvent,Ġorganized,Ġclass,Ġcoordinate
2,event,Ġevent,2,event,Ġevent,rat,live,True,['Ġrat'],['Ġlive'],1,1,0.0012548659,1.2473335e-05,0.953714,3.9902836e-05,1.3743246e-05,0.044965036,0.2795306,11,19,Ġevent,Ġrandom,Ġattribute,ĠEvent,Ġevents,Ġsubclass,Ġto,Ġwill,Ġcan,Ġincident,Ġpart,Ġend
2,event,Ġevent,2,event,Ġevent,chisel,produce,True,"['Ġch', 'isel']",['Ġproduce'],2,1,0.0046602916,3.8521524e-05,0.66623247,0.0011864011,0.0031866345,0.32469577,0.99189687,4,8,Ġevent,Ġrandom,Ġattribute,Ġpart,Ġsubclass,ĠEvent,Ġevents,Ġobject,Ġto,Ġcoordinated,Ġrandomly,Ġitem
5,random,Ġrandom,5,random,Ġrandom,piano,afford,True,['Ġpiano'],['Ġafford'],1,1,0.0027733166,8.9291525e-06,0.19539367,0.0003036042,3.7406597e-05,0.8014831,0.74394137,4,4,Ġrandom,Ġevent,Ġattribute,Ġsubclass,ĠRandom,Ġrandomly,Ġrare,Ġevents,Ġpart,Ġcan,ĠEvent,Ġwill
1,coord,Ġcoordinated,1,coord,Ġcoordinated,tiger,elephant,True,['Ġtiger'],['Ġelephant'],1,1,6.097059e-07,0.99988484,3.7840227e-06,3.8936792e-05,2.3527327e-06,6.9474125e-05,0.0018208828,2,2,Ġcoordinated,Ġrandom,Ġsubclass,Ġsynchronized,Ġcoordinate,Ġevent,Ġpart,Ġcoordination,Ġcoordinating,Ġattribute,Ġorganized,Ġand
