pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12
2,event,event,2,event,event,turtle,live,True,['turtle'],['live'],1,1,0.0010888939,0.00013020594,0.9934268,0.00065397617,0.0003066601,0.0043936525,0.06675152,4,19,event,random,attribute,minor,part,coordinated,events,object,end,place,and,","
5,random,random,5,random,random,ant,experience,True,['ant'],['experience'],1,1,1.2439376e-06,6.4521333e-07,0.0001429504,1.1461854e-06,6.3560747e-06,0.99984765,0.002215585,1,8,random,event,part,attribute,minor,coordinated,randomly,events,individual,chance,anonymous,group
5,random,random,5,random,random,fighter,start,True,['fighter'],['start'],1,1,9.738578e-05,1.1537978e-06,0.044611115,1.1355747e-05,0.0006121674,0.95466673,0.27208352,3,22,random,event,part,attribute,minor,events,chance,point,race,set,round,end
5,random,random,5,random,random,chisel,temperature,True,"['chi', '##sel']",['temperature'],2,1,0.000101084224,2.7440171e-06,0.0012768554,6.562184e-06,0.0007792185,0.99783355,0.02494804,4,2,random,event,part,attribute,minor,heat,parameter,individual,coordinated,temperature,variable,local
3,hyper,minor,3,hyper,minor,knife,artifact,True,['knife'],['artifact'],1,1,4.719769e-06,3.128497e-06,3.7300574e-06,0.9999765,2.2809559e-06,9.57489e-06,0.00044415527,4,1,minor,other,major,an,or,random,a,attribute,event,",",such,coordinated
0,attri,attribute,0,attri,attribute,missile,short,True,['missile'],['short'],1,1,0.9476357,5.4946686e-06,0.0006211076,2.0158113e-05,0.00019918049,0.051518396,0.30344337,2,23,attribute,random,event,part,attributes,element,minor,variable,parameter,.,feature,key
4,mero,part,4,mero,part,cathedral,transept,True,['cathedral'],"['trans', '##ept']",1,2,1.2813459e-05,5.161608e-05,0.00021564269,0.00013870338,0.9988888,0.0006924562,0.014217519,3,1,part,random,event,minor,coordinated,attribute,side,end,parts,section,one,split
0,attri,attribute,0,attri,attribute,lemon,sour,True,['lemon'],['sour'],1,1,0.9955478,2.6084244e-05,0.0029636861,4.8451377e-05,5.8073438e-05,0.0013559186,0.046125084,5,11,attribute,event,random,part,minor,coordinated,attributes,variable,key,index,attributed,group
5,random,random,5,random,random,robin,permanence,True,['robin'],"['per', '##man', '##ence']",1,3,2.1391948e-05,4.3410526e-07,0.00016140894,3.4569053e-05,0.00020372152,0.9995784,0.0059924605,2,1,random,part,event,minor,attribute,chance,',coordinated,other,unknown,partial,individual
4,mero,part,4,mero,part,cathedral,stair,True,['cathedral'],['stair'],1,1,7.301735e-05,0.00011313399,0.00062962575,0.00014710828,0.99857926,0.00045800174,0.018182993,3,1,part,event,random,minor,coordinated,attribute,side,section,parts,component,end,one
4,mero,part,4,mero,part,goose,plumage,True,['goose'],['plumage'],1,1,0.00014172256,1.9616066e-06,0.00035084636,0.00090314576,0.99768126,0.00092102727,0.027638312,6,1,part,random,minor,event,attribute,parts,full,section,portion,component,partial,individual
4,mero,part,4,mero,part,battleship,deck,True,['battleship'],['deck'],1,1,3.5350644e-05,1.9482437e-05,0.017279515,0.00066210405,0.9763457,0.0056577623,0.1849451,1,7,part,event,random,minor,section,side,full,.,end,unit,half,attribute
2,event,event,2,event,event,bed,prepare,True,['bed'],['prepare'],1,1,0.00060514,8.248285e-05,0.971465,0.0001962338,0.00021708512,0.027434152,0.19554618,13,8,event,random,attribute,part,minor,coordinated,events,",",.,and,object,set
1,coord,coordinated,1,coord,coordinated,library,pub,True,['library'],['pub'],1,1,3.9071012e-05,0.999479,7.220945e-05,0.00020174976,0.00014804835,5.9972877e-05,0.007518076,5,1,coordinated,minor,part,event,random,attribute,coordinate,coordination,and,/,or,coordinating
4,mero,part,4,mero,part,villa,floor,True,['villa'],['floor'],1,1,0.00015252872,4.575283e-06,0.0027755487,0.00012677822,0.99030346,0.006637021,0.08917049,4,12,part,random,event,attribute,minor,total,section,parts,volume,side,full,unit
