pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12
2,event,Ġevent,2,event,Ġevent,turtle,live,True,['Ġturtle'],['Ġlive'],1,1,0.00015418007,0.00042171055,0.9984459,2.18565e-05,0.00012900287,0.00082735193,0.019397259,4,19,Ġevent,Ġrandom,Ġcoordinated,Ġevents,Ġattribute,Ġpart,ĠEvent,Ġsubclass,event,Ġcan,Ġoccasion,Ġwill
5,random,Ġrandom,5,random,Ġrandom,ant,experience,True,['Ġant'],['Ġexperience'],1,1,9.74616e-06,3.082417e-06,0.000818248,1.4231886e-05,0.0001870169,0.99896765,0.012643809,1,8,Ġrandom,Ġevent,Ġpart,Ġsubclass,Ġattribute,ĠRandom,Ġrandomly,Ġcoordinated,random,Ġunique,Ġindividual,Ġspecific
5,random,Ġrandom,5,random,Ġrandom,fighter,start,True,['Ġfighter'],['Ġstart'],1,1,0.00014918587,3.578283e-05,0.10827787,1.1018992e-05,0.0053890184,0.8861372,0.5450249,3,22,Ġrandom,Ġevent,Ġpart,Ġattribute,Ġevents,Ġcoordinated,Ġrandomly,ĠEvent,ĠRandom,Ġepisode,Ġpoint,Ġsubclass
5,random,Ġrandom,5,random,Ġrandom,chisel,temperature,True,"['Ġch', 'isel']",['Ġtemperature'],2,1,0.0025814634,2.327585e-05,0.0056074183,1.4307201e-05,0.015594667,0.9761789,0.19228351,4,2,Ġrandom,Ġpart,Ġevent,Ġattribute,Ġcoordinated,ĠRandom,Ġrandomly,Ġsubclass,Ġpoint,Ġarbitrary,Ġunique,Ġelement
3,hyper,Ġsubclass,3,hyper,Ġsubclass,knife,artifact,True,['Ġknife'],['Ġartifact'],1,1,1.9594647e-06,4.596584e-06,1.621614e-05,0.9999621,1.0238369e-05,4.849227e-06,0.00068660884,4,1,Ġsubclass,Ġevent,Ġpart,Ġclass,Ġrandom,Ġcoordinated,Ġattribute,Ġother,Ġcategory,Ġunique,Ġan,Ġtype
0,attri,Ġattribute,0,attri,Ġattribute,missile,short,True,['Ġmissile'],['Ġshort'],1,1,0.992434,5.9443137e-05,0.0023123587,2.2801664e-06,0.00091287855,0.0042790305,0.07488634,2,23,Ġattribute,Ġrandom,Ġevent,Ġpart,Ġcoordinated,Ġpoint,Ġcharacteristic,Ġattributes,Ġis,Ġobject,Ġelement,Ġcoordinate
4,mero,Ġpart,4,mero,Ġpart,cathedral,transept,True,['Ġcathedral'],"['Ġtr', 'anse', 'pt']",1,3,2.0167365e-05,0.000119525124,4.0707662e-05,4.7569978e-05,0.99927396,0.0004981734,0.009661547,3,1,Ġpart,Ġrandom,Ġcoordinated,ĠPart,Ġsubclass,Ġevent,Ġa,Ġfull,Ġattribute,Ġpartial,Ġcomponent,Ġhalf
0,attri,Ġattribute,0,attri,Ġattribute,lemon,sour,True,['Ġlemon'],['Ġsour'],1,1,0.9970311,4.922635e-05,0.002471744,5.1397374e-06,0.00017132777,0.00027151837,0.03183777,5,11,Ġattribute,Ġevent,Ġrandom,Ġpart,Ġcoordinated,Ġattributes,Ġcharacteristic,Ġcoordinate,Ġis,Ġturn,Ġpoint,Ġtrait
5,random,Ġrandom,5,random,Ġrandom,robin,permanence,True,"['Ġrob', 'in']","['Ġperman', 'ence']",2,2,2.9906918e-05,1.8519869e-06,0.00029577964,1.2040856e-05,0.0005387187,0.9991217,0.011265193,2,1,Ġrandom,Ġpart,Ġevent,Ġattribute,ĠRandom,Ġsubclass,Ġrandomly,Ġcoordinated,Ġarbitrary,random,Ġodd,Ġunique
4,mero,Ġpart,4,mero,Ġpart,cathedral,stair,True,['Ġcathedral'],['Ġstair'],1,1,9.546416e-06,0.00017869403,0.0001411498,1.6984619e-05,0.99916255,0.0004911291,0.011064456,3,1,Ġpart,Ġrandom,Ġcoordinated,Ġevent,ĠPart,Ġa,Ġsubclass,Ġportion,Ġside,Ġsection,Ġclass,Ġattribute
