pred_label,pred_rel,pred_verb_token,real_label,real_rel,real_verb_token,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target,best_tok#1,best_tok#2,best_tok#3,best_tok#4,best_tok#5,best_tok#6,best_tok#7,best_tok#8,best_tok#9,best_tok#10,best_tok#11,best_tok#12
2,event,Ġevent,2,event,Ġevent,turtle,live,True,['Ġturtle'],['Ġlive'],1,1,0.0022085437,0.0002385691,0.9905155,0.0041202046,0.00051238225,0.0024049263,0.09514203,4,19,Ġevent,Ġsubclass,Ġrandom,Ġattribute,Ġpart,Ġcoordinated,Ġto,Ġevents,ĠEvent,Ġclass,Ġnot,ĠI
5,random,Ġrandom,5,random,Ġrandom,ant,experience,True,['Ġant'],['Ġexperience'],1,1,0.00015191591,3.090917e-06,0.00085935986,6.139102e-06,6.267022e-05,0.99891675,0.0132788075,1,8,Ġrandom,Ġevent,Ġattribute,Ġpart,random,Ġrandomly,Ġsubclass,Ġcoordinated,ĠRandom,Random,Ġindividual,Ġvariable
2,event,Ġevent,5,random,Ġrandom,fighter,start,False,['Ġfighter'],['Ġstart'],1,1,0.0011029626,0.00013474806,0.9509271,0.00021098001,0.019084195,0.028540015,0.33960974,3,22,Ġevent,Ġrandom,Ġpart,Ġattribute,Ġsubclass,Ġcoordinated,Ġevents,Ġwill,Ġto,Ġattack,Ġfunction,Ġfull
5,random,Ġrandom,5,random,Ġrandom,chisel,temperature,True,"['Ġch', 'isel']",['Ġtemperature'],2,1,0.0003312583,1.3378215e-06,0.0003905292,2.4205879e-06,0.00019033671,0.99908423,0.011995346,4,2,Ġrandom,Ġevent,Ġattribute,Ġpart,Ġrandomly,random,ĠRandom,Ġsubclass,Ġcoordinated,Ġarbitrary,Random,Ġvariable
3,hyper,Ġsubclass,3,hyper,Ġsubclass,knife,artifact,True,['Ġknife'],['Ġartifact'],1,1,1.8170464e-05,9.0994604e-07,1.4141187e-05,0.9999248,1.0715207e-05,3.123448e-05,0.0012850304,4,1,Ġsubclass,Ġrandom,Ġattribute,Ġevent,Ġpart,Ġclass,Ġcoordinated,Ġan,Ġthe,Ġother,Ġtype,Ġindividual
0,attri,Ġattribute,0,attri,Ġattribute,missile,short,True,['Ġmissile'],['Ġshort'],1,1,0.9945738,7.5553967e-06,0.00038276074,9.217147e-05,0.00017328758,0.004770574,0.052470252,2,23,Ġattribute,Ġrandom,Ġevent,Ġpart,Ġsubclass,Ġattributes,Ġshort,Ġpoint,Ġlong,Ġcoordinated,Ġis,Ġfeature
4,mero,Ġpart,4,mero,Ġpart,cathedral,transept,True,['Ġcathedral'],"['Ġtr', 'anse', 'pt']",1,3,6.589159e-05,9.929797e-05,0.00018317626,8.878152e-06,0.9945511,0.005091518,0.05128373,3,1,Ġpart,Ġrandom,Ġevent,Ġcoordinated,Ġattribute,Ġparts,ĠPart,Ġportion,Ġsection,Ġsubclass,part,Ġpartial
0,attri,Ġattribute,0,attri,Ġattribute,lemon,sour,True,['Ġlemon'],['Ġsour'],1,1,0.99922764,7.3459337e-06,0.00033621266,4.550699e-05,6.078832e-05,0.00032248875,0.010366515,5,11,Ġattribute,Ġevent,Ġrandom,Ġpart,Ġsubclass,Ġattributes,Ġcoordinated,Ġpoint,Ġis,Ġfeature,Ġturn,Ġclass
5,random,Ġrandom,5,random,Ġrandom,robin,permanence,True,"['Ġrob', 'in']","['Ġperman', 'ence']",2,2,0.00031571058,1.3341727e-06,0.00025703147,4.09988e-06,6.6762004e-05,0.99935514,0.00869221,2,1,Ġrandom,Ġattribute,Ġevent,Ġpart,random,Ġrandomly,ĠRandom,Ġsubclass,Ġarbitrary,Ġcoordinated,Random,Ġvariable
4,mero,Ġpart,4,mero,Ġpart,cathedral,stair,True,['Ġcathedral'],['Ġstair'],1,1,1.3574602e-05,3.2505573e-05,0.00019370696,2.686153e-06,0.9991456,0.0006118396,0.010906073,3,1,Ġpart,Ġrandom,Ġevent,Ġcoordinated,Ġparts,Ġattribute,part,ĠPart,Ġby,Ġsection,Ġportion,Ġtop
4,mero,Ġpart,4,mero,Ġpart,goose,plumage,True,['Ġgoose'],"['Ġplum', 'age']",1,2,9.392826e-06,2.1606527e-06,3.4387296e-05,1.7009565e-06,0.9996692,0.00028316784,0.004554615,6,1,Ġpart,Ġrandom,Ġevent,Ġparts,part,Ġattribute,ĠPart,Ġof,Ġmore,Ġportion,Part,Ġall
4,mero,Ġpart,4,mero,Ġpart,battleship,deck,True,"['Ġbattles', 'hip']",['Ġdeck'],2,1,3.081897e-05,3.9041694e-05,0.00054425956,4.3178447e-06,0.997191,0.002190686,0.030412568,1,7,Ġpart,Ġrandom,Ġevent,Ġcoordinated,Ġattribute,Ġparts,ĠPart,part,Ġfull,Ġtop,Ġsection,Ġportion
5,random,Ġrandom,2,event,Ġevent,bed,prepare,False,['Ġbed'],['Ġprepare'],1,1,0.0011693105,5.7103607e-05,0.1704886,0.00014360939,0.00034639332,0.827795,0.6788415,13,8,Ġrandom,Ġevent,Ġattribute,Ġpart,Ġsubclass,Ġrandomly,Ġcoordinated,ĠEvent,Ġevents,ĠRandom,Ġto,Ġwill
