pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target
2,event,2,event,turtle,live,True,['Ġturtle'],['Ġlive'],1,1,0.00019626073,5.991314e-05,0.9992436,7.8411846e-05,7.846803e-05,0.00034329068,0.01043828,4,19
5,random,5,random,ant,experience,True,['Ġant'],['Ġexperience'],1,1,2.6422103e-05,1.4793835e-05,4.1678475e-05,1.32781415e-05,5.945586e-05,0.9998443,0.0025198727,1,8
5,random,5,random,fighter,start,True,['Ġfighter'],['Ġstart'],1,1,5.8776117e-05,1.3662488e-05,0.00041381997,1.0045133e-05,0.00026010443,0.9992436,0.010052728,3,22
5,random,5,random,chisel,temperature,True,"['Ġch', 'isel']",['Ġtemperature'],2,1,2.7948e-05,1.4095941e-05,3.610623e-05,1.3789739e-05,7.991594e-05,0.9998281,0.0027410374,4,2
3,hyper,3,hyper,knife,artifact,True,['Ġknife'],['Ġartifact'],1,1,0.00022837406,0.00013177957,0.00010602924,0.99939716,7.814416e-05,5.8519123e-05,0.008619434,4,1
0,attri,0,attri,missile,short,True,['Ġmissile'],['Ġshort'],1,1,0.9995173,6.699456e-05,0.00012432646,4.8778402e-05,6.0252074e-05,0.00018242732,0.007047382,2,23
4,mero,4,mero,cathedral,transept,True,['Ġcathedral'],"['Ġtr', 'anse', 'pt']",1,3,6.3926935e-05,0.00015953174,8.686719e-05,7.866965e-05,0.9992367,0.00037423964,0.01050845,3,1
0,attri,0,attri,lemon,sour,True,['Ġlemon'],['Ġsour'],1,1,0.99958676,9.3095776e-05,0.00014896126,7.0537935e-05,5.0314695e-05,5.0378123e-05,0.0061468775,5,11
5,random,5,random,robin,permanence,True,"['Ġrob', 'in']","['Ġperman', 'ence']",2,2,3.2697295e-05,1.8057057e-05,2.8102148e-05,1.6264974e-05,5.343847e-05,0.99985147,0.0024280085,2,1
4,mero,4,mero,cathedral,stair,True,['Ġcathedral'],['Ġstair'],1,1,4.7629976e-05,0.00016258526,0.00021748243,7.2693496e-05,0.999226,0.0002736429,0.010730616,3,1
4,mero,4,mero,goose,plumage,True,['Ġgoose'],"['Ġplum', 'age']",1,2,6.36449e-05,0.00010071501,9.637829e-05,0.00015949014,0.99940884,0.0001709543,0.0085139945,6,1
4,mero,4,mero,battleship,deck,True,"['Ġbattles', 'hip']",['Ġdeck'],2,1,6.6923545e-05,6.2962696e-05,0.00016910397,6.0551785e-05,0.9990275,0.00061293255,0.012717424,1,7
5,random,2,event,bed,prepare,False,['Ġbed'],['Ġprepare'],1,1,3.1102976e-05,1.4863078e-05,0.00043698453,1.586394e-05,5.4953314e-05,0.9994462,0.0074101943,13,8
1,coord,1,coord,library,pub,True,['Ġlibrary'],['Ġpub'],1,1,5.9527578e-05,0.99965656,7.308371e-05,0.00011532868,6.995785e-05,2.5459083e-05,0.005197929,5,1
4,mero,4,mero,villa,floor,True,"['Ġvill', 'a']",['Ġfloor'],2,1,6.4795546e-05,6.572254e-05,0.00016484635,5.724129e-05,0.9990031,0.00064433133,0.012960395,4,12
1,coord,1,coord,corn,onion,True,['Ġcorn'],['Ġonion'],1,1,6.954397e-05,0.9996737,6.794063e-05,0.00010222263,6.343655e-05,2.3138175e-05,0.00496778,9,3
3,hyper,3,hyper,battleship,artefact,True,"['Ġbattles', 'hip']","['Ġarte', 'fact']",2,2,0.00016214629,0.000115470684,0.000112891685,0.99942327,7.329809e-05,0.00011289718,0.008351202,1,1
5,random,5,random,dresser,possible,True,"['Ġdress', 'er']",['Ġpossible'],2,1,2.7247148e-05,1.9900439e-05,2.928117e-05,1.4824829e-05,9.068249e-05,0.99981815,0.0028829898,5,4
5,random,5,random,ant,very,True,['Ġant'],['Ġvery'],1,1,7.230789e-05,2.2814285e-05,2.2739756e-05,2.3600167e-05,4.354783e-05,0.99981505,0.0029576074,1,4
2,event,2,event,desk,work,True,['Ġdesk'],['Ġwork'],1,1,9.3489354e-05,7.855246e-05,0.99937195,0.00017865835,8.796729e-05,0.00018939658,0.008979962,1,34
5,random,5,random,glove,pest,True,['Ġglove'],['Ġpest'],1,1,2.4726865e-05,1.7175775e-05,3.6553105e-05,1.7207647e-05,4.9225073e-05,0.99985504,0.00237486,3,4
5,random,5,random,radish,vinyl,True,"['Ġrad', 'ish']",['Ġvinyl'],2,1,2.9290437e-05,1.6371854e-05,3.051588e-05,1.6921638e-05,5.3644035e-05,0.99985325,0.0024000404,5,2
2,event,1,coord,cockroach,fly,False,"['Ġcock', 'roach']",['Ġfly'],2,1,0.00015459277,0.015205553,0.98083144,0.0030126455,0.000573616,0.00022217561,0.15527788,1,20
1,coord,2,event,sofa,couch,False,['Ġsofa'],['Ġcouch'],1,1,0.00011651707,0.9942966,0.003965697,0.0006162501,0.0009173837,8.759202e-05,0.058375474,1,4
2,event,2,event,rat,live,True,['Ġrat'],['Ġlive'],1,1,0.00023514505,6.1276995e-05,0.9992341,8.2201164e-05,7.627951e-05,0.00031110982,0.010580147,11,19
2,event,2,event,chisel,produce,True,"['Ġch', 'isel']",['Ġproduce'],2,1,0.00031292508,3.04794e-05,0.9984914,9.877238e-05,8.666112e-05,0.000979677,0.01855083,4,8
5,random,5,random,piano,afford,True,['Ġpiano'],['Ġafford'],1,1,0.0006600789,0.00017408741,0.30493593,0.00021106565,0.00034122943,0.6936776,0.9041665,4,4
1,coord,1,coord,tiger,elephant,True,['Ġtiger'],['Ġelephant'],1,1,6.399677e-05,0.99969983,5.4797572e-05,0.0001052949,4.77049e-05,2.8315479e-05,0.00460408,2,2
5,random,5,random,pigeon,blend,True,['Ġpigeon'],['Ġblend'],1,1,2.6796153e-05,1.7743754e-05,3.3346572e-05,1.4534524e-05,5.150608e-05,0.999856,0.0023578661,1,6
5,random,5,random,coconut,pls,True,['Ġcoconut'],"['Ġpl', 's']",1,2,2.1174596e-05,1.9951576e-05,4.645552e-05,1.3961372e-05,5.4564367e-05,0.99984384,0.002532051,3,0
2,event,2,event,robe,hang,True,['Ġrobe'],['Ġhang'],1,1,0.00010827712,5.695273e-05,0.99910945,9.2798495e-05,7.225872e-05,0.0005602227,0.011801974,4,18
4,mero,4,mero,glove,leather,True,['Ġglove'],['Ġleather'],1,1,4.463348e-05,0.00016532994,0.00020001586,9.364261e-05,0.99934953,0.00014687466,0.009241132,3,2
4,mero,4,mero,cathedral,window,True,['Ġcathedral'],['Ġwindow'],1,1,7.9430865e-05,9.8671335e-05,0.00011086651,7.9695594e-05,0.9993467,0.00028456058,0.009230498,3,8
2,event,2,event,turtle,lay,True,['Ġturtle'],['Ġlay'],1,1,0.00015007472,5.6227484e-05,0.9993129,7.6739234e-05,9.892937e-05,0.0003052207,0.009620467,4,16
5,random,5,random,saw,countryside,True,['Ġsaw'],['Ġcountryside'],1,1,2.7574855e-05,1.4276249e-05,3.631241e-05,1.39517e-05,6.474918e-05,0.9998431,0.0025353373,28,1
5,random,5,random,cello,organise,True,"['Ġcell', 'o']",['Ġorganise'],2,1,2.293553e-05,1.2645358e-05,0.00026691923,1.8151251e-05,6.285339e-05,0.9996165,0.0054442394,1,6
5,random,5,random,woodpecker,grove,True,"['Ġwood', 'pe', 'cker']","['Ġgro', 've']",3,2,2.3946583e-05,1.8476147e-05,0.00021453881,3.2345757e-05,6.0953178e-05,0.99964976,0.0051136967,1,2
5,random,5,random,trumpet,in-house,True,['Ġtrumpet'],"['Ġin', '-', 'house']",1,3,2.3220362e-05,1.9036357e-05,5.6065965e-05,1.18320095e-05,0.00013983267,0.99974996,0.0037924352,4,0
5,random,5,random,grenade,glucose,True,['Ġgrenade'],['Ġglucose'],1,1,3.3819437e-05,1.712216e-05,2.8321569e-05,1.7122797e-05,5.3524538e-05,0.99985003,0.0024481153,1,1
5,random,5,random,saw,assure,True,['Ġsaw'],['Ġassure'],1,1,2.6281221e-05,1.5659714e-05,3.315108e-05,1.4324708e-05,6.7256056e-05,0.99984336,0.0025317974,28,6
4,mero,4,mero,scarf,cashmere,True,['Ġscarf'],"['Ġcash', 'mere']",1,2,0.00011551008,0.00011976057,0.00010755373,7.307577e-05,0.9984713,0.0011128426,0.018615544,5,3
5,random,5,random,rifle,question,True,['Ġrifle'],['Ġquestion'],1,1,2.2075417e-05,2.0138232e-05,5.0051807e-05,1.0712023e-05,9.964457e-05,0.9997974,0.0031643216,3,11
5,random,5,random,van,reservoir,True,['Ġvan'],['Ġreservoir'],1,1,3.1301915e-05,1.5966183e-05,3.3893568e-05,1.2568027e-05,9.640676e-05,0.9998099,0.002990992,5,4
4,mero,4,mero,bull,tail,True,['Ġbull'],['Ġtail'],1,1,6.5555265e-05,7.311705e-05,0.00013130643,7.73085e-05,0.99935836,0.00029440806,0.009043675,15,11
4,mero,4,mero,saw,steel,True,['Ġsaw'],['Ġsteel'],1,1,7.032192e-05,0.00010727221,0.0001990237,7.7436634e-05,0.99939036,0.00015564062,0.008737347,28,5
0,attri,0,attri,cannon,deadly,True,['Ġcannon'],['Ġdeadly'],1,1,0.99965024,8.964378e-05,8.105301e-05,5.182077e-05,4.3308322e-05,8.407268e-05,0.0053152097,8,8
4,mero,2,event,frigate,anchor,False,"['Ġfr', 'igate']",['Ġanchor'],2,1,8.6430424e-05,0.0002305086,0.0076511796,0.0001315355,0.9913873,0.00051308324,0.07741545,2,5
2,event,2,event,castle,host,True,['Ġcastle'],['Ġhost'],1,1,0.00016905772,9.76805e-05,0.9986333,0.0008479563,6.9854264e-05,0.00018201185,0.01726769,5,11
0,attri,0,attri,scooter,dusty,True,"['Ġsc', 'ooter']",['Ġdusty'],2,1,0.99961036,0.00011595781,0.000108828965,6.869919e-05,4.7847243e-05,4.8297396e-05,0.005840069,5,2
