pred_label,pred_rel,real_label,real_rel,source,target,results,toks_source,toks_target,n_toks_source,n_toks_target,attri,coord,event,hyper,mero,random,entropy,nsynsests_source,nsynsests_target
2,event,2,event,turtle,live,True,['turtle'],['live'],1,1,0.0003454916,0.000100510995,0.99678814,9.253099e-05,0.000965022,0.0017083937,0.036546264,4,19
5,random,5,random,ant,experience,True,['ant'],['experience'],1,1,5.8052847e-05,1.8756557e-05,5.6490473e-05,3.1643438e-05,3.9793726e-05,0.99979526,0.003258645,1,8
5,random,5,random,fighter,start,True,['fighter'],['start'],1,1,7.1769464e-05,5.1673494e-05,0.0068258476,4.8311238e-05,0.0018693192,0.99113303,0.081204444,3,22
5,random,5,random,chisel,temperature,True,"['chi', '##sel']",['temperature'],2,1,6.2668274e-05,2.2693504e-05,5.3235504e-05,3.3913402e-05,4.1987314e-05,0.9997855,0.0034043381,4,2
3,hyper,3,hyper,knife,artifact,True,['knife'],['artifact'],1,1,0.00012333483,0.00013116459,5.5700577e-05,0.9994954,0.00010345728,9.099727e-05,0.007399206,4,1
0,attri,0,attri,missile,short,True,['missile'],['short'],1,1,0.99600714,0.000102978396,0.0002938756,0.00013460677,0.00033127933,0.0031302206,0.042163324,2,23
4,mero,4,mero,cathedral,transept,True,['cathedral'],"['trans', '##ept']",1,2,7.501574e-05,0.00011514382,0.000420012,5.2758274e-05,0.99909127,0.0002458138,0.012253345,3,1
0,attri,0,attri,lemon,sour,True,['lemon'],['sour'],1,1,0.99879277,0.00015955318,0.00017554635,0.00024796053,7.1675924e-05,0.0005525094,0.015879177,5,11
5,random,5,random,robin,permanence,True,['robin'],"['per', '##man', '##ence']",1,3,7.3294104e-05,1.996322e-05,4.6873476e-05,2.964712e-05,4.5678054e-05,0.9997845,0.0034078788,2,1
4,mero,4,mero,cathedral,stair,True,['cathedral'],['stair'],1,1,4.6619152e-05,0.000104602994,0.0019424304,6.378393e-05,0.997497,0.00034551317,0.028019672,3,1
4,mero,4,mero,goose,plumage,True,['goose'],['plumage'],1,1,4.1782303e-05,3.16315e-05,0.00037837538,5.0525596e-05,0.9992275,0.00027010677,0.010418924,6,1
4,mero,4,mero,battleship,deck,True,['battleship'],['deck'],1,1,6.3264604e-05,6.182479e-05,0.0020333088,5.3455926e-05,0.9972664,0.00052174216,0.030314807,1,7
5,random,2,event,bed,prepare,False,['bed'],['prepare'],1,1,0.00022894648,5.1250332e-05,0.03308105,6.5605214e-05,0.0007340862,0.9658391,0.22317372,13,8
1,coord,1,coord,library,pub,True,['library'],['pub'],1,1,3.9687784e-05,0.99968815,0.00010792848,6.774873e-05,2.6615657e-05,6.996867e-05,0.004761066,5,1
4,mero,4,mero,villa,floor,True,['villa'],['floor'],1,1,4.5661498e-05,4.7347825e-05,0.0011685933,4.103134e-05,0.9981592,0.00053814665,0.021817163,4,12
1,coord,1,coord,corn,onion,True,['corn'],['onion'],1,1,5.045458e-05,0.99976426,5.18039e-05,7.641058e-05,1.6880162e-05,4.0219224e-05,0.0036976635,9,3
3,hyper,3,hyper,battleship,artefact,True,['battleship'],"['arte', '##fa', '##ct']",1,3,0.0001274593,0.00011947697,4.957737e-05,0.9994869,0.00011488816,0.000101583464,0.0075059277,1,1
5,random,5,random,dresser,possible,True,['dresser'],['possible'],1,1,7.1114526e-05,2.0358164e-05,4.6223453e-05,3.8803006e-05,4.091974e-05,0.9997826,0.0034415051,5,4
5,random,5,random,ant,very,True,['ant'],['very'],1,1,0.00012889222,1.9584386e-05,6.319723e-05,3.907533e-05,3.8768765e-05,0.9997105,0.0044113137,1,4
2,event,2,event,desk,work,True,['desk'],['work'],1,1,0.00039784276,0.0006970106,0.9708584,0.0006897359,0.026249412,0.0011074467,0.20919427,1,34
5,random,5,random,glove,pest,True,['glove'],['pest'],1,1,5.888535e-05,2.1112919e-05,6.7832756e-05,3.757254e-05,3.4366232e-05,0.99978024,0.0034736162,3,4
5,random,5,random,radish,vinyl,True,"['ra', '##dis', '##h']",['vinyl'],3,1,5.167807e-05,2.8598628e-05,5.5702378e-05,3.376484e-05,5.7536534e-05,0.9997727,0.0035945459,5,2
2,event,1,coord,cockroach,fly,False,"['cock', '##ro', '##ach']",['fly'],3,1,0.00031645162,0.00584157,0.9395572,0.04824828,0.004538339,0.0014983162,0.39192125,1,20
2,event,2,event,sofa,couch,True,['sofa'],['couch'],1,1,0.000683139,0.025751615,0.89127624,0.06458742,0.014647843,0.0030537683,0.66118765,1,4
2,event,2,event,rat,live,True,['rat'],['live'],1,1,0.00024079176,0.00010619586,0.99734014,0.00012526363,0.0008288482,0.0013587315,0.031176709,11,19
2,event,2,event,chisel,produce,True,"['chi', '##sel']",['produce'],2,1,0.00028169755,0.0004266092,0.9856081,0.00038582206,0.0037627488,0.009535029,0.12739557,4,8
5,random,5,random,piano,afford,True,['piano'],['afford'],1,1,7.295094e-05,2.1839038e-05,0.0014186451,6.1155246e-05,7.381192e-05,0.9983516,0.0190082,4,4
1,coord,1,coord,tiger,elephant,True,['tiger'],['elephant'],1,1,5.1447383e-05,0.99977344,3.51484e-05,7.4002106e-05,1.4449051e-05,5.1488074e-05,0.0035610774,2,2
5,random,5,random,pigeon,blend,True,['pigeon'],['blend'],1,1,5.8078786e-05,1.6641485e-05,7.327654e-05,2.8186761e-05,3.872879e-05,0.9997851,0.0033916081,1,6
5,random,5,random,coconut,pls,True,['coconut'],"['pl', '##s']",1,2,4.768382e-05,2.2395128e-05,5.2051368e-05,2.7112426e-05,4.361228e-05,0.9998072,0.0030923458,3,0
2,event,2,event,robe,hang,True,['robe'],['hang'],1,1,0.00062997476,0.00029837782,0.9933288,0.00018253236,0.0045309807,0.0010294275,0.06754564,4,18
4,mero,4,mero,glove,leather,True,['glove'],['leather'],1,1,4.7716043e-05,4.8577276e-05,0.00040476103,4.60718e-05,0.99927944,0.00017347814,0.009813097,3,2
4,mero,4,mero,cathedral,window,True,['cathedral'],['window'],1,1,6.129859e-05,6.221012e-05,0.0007168878,4.4845932e-05,0.99858284,0.0005320061,0.017692892,3,8
